vg_img_id	vg_object_id	cat	synset	url	responses
2372587	591150	singleton_obj	car.n.01	http://object-naming-amore.upf.edu//2372587_591150_singleton_obj.png	Counter({'car': 9})
2388550	672658	singleton_obj	dish.n.02	http://object-naming-amore.upf.edu//2388550_672658_singleton_obj.png	Counter({'pizza': 9})
2373617	588378	singleton_obj	furnishing.n.02	http://object-naming-amore.upf.edu//2373617_588378_singleton_obj.png	Counter({'bed': 4, '#occlusion': 2, 'couch': 1, 'bench': 1, 'chaise': 1})
2356079	823764	singleton_obj	train.n.01	http://object-naming-amore.upf.edu//2356079_823764_singleton_obj.png	Counter({'train': 8, 'subway': 1})
2351712	2537831	supercat_unique	dress.n.01	http://object-naming-amore.upf.edu//2351712_2537831_supercat_unique.png	Counter({'kimono': 6, 'dress': 3})
2360212	1726709	singleton_obj	furnishing.n.02	http://object-naming-amore.upf.edu//2360212_1726709_singleton_obj.png	Counter({'bed': 9})
2399313	1170528	supercat_unique	vessel.n.03	http://object-naming-amore.upf.edu//2399313_1170528_supercat_unique.png	Counter({'vase': 9})
2391068	491831	singleton_obj	man.n.01	http://object-naming-amore.upf.edu//2391068_491831_singleton_obj.png	Counter({'man': 6, 'skiier': 1, 'teenager': 1, 'person': 1})
2402269	391159	seed_ambiguous	woman.n.01	http://object-naming-amore.upf.edu//2402269_391159_seed_ambiguous.png	Counter({'woman': 4, '#occlusion': 2, 'family': 1, '#bbox': 1, 'woman and child': 1})
2368563	745928	singleton_obj	dog.n.01	http://object-naming-amore.upf.edu//2368563_745928_singleton_obj.png	Counter({'dog': 8, 'cat': 1})
2341586	941401	singleton_obj	car.n.01	http://object-naming-amore.upf.edu//2341586_941401_singleton_obj.png	Counter({'train': 8, 'truck': 1})
2371043	2681028	supercat_unique	dress.n.01	http://object-naming-amore.upf.edu//2371043_2681028_supercat_unique.png	Counter({'dress': 9})
2324637	3418500	seed_ambiguous	baked_goods.n.01	http://object-naming-amore.upf.edu//2324637_3418500_seed_ambiguous.png	Counter({'sandwich': 8, 'sandwhich': 1})
2403342	354261	singleton_obj	feline.n.01	http://object-naming-amore.upf.edu//2403342_354261_singleton_obj.png	Counter({'cat': 8, '#occlusion': 1})
2356069	823888	supercat_unique	furnishing.n.02	http://object-naming-amore.upf.edu//2356069_823888_supercat_unique.png	Counter({'dog': 9})
2409829	232562	singleton_obj	train.n.01	http://object-naming-amore.upf.edu//2409829_232562_singleton_obj.png	Counter({'train': 9})
2417754	3253981	singleton_obj	male_child.n.01	http://object-naming-amore.upf.edu//2417754_3253981_singleton_obj.png	Counter({'man': 4, 'skater': 3, 'guy': 1, 'skateboarder': 1})
2358594	2651335	seed_ambiguous	furnishing.n.02	http://object-naming-amore.upf.edu//2358594_2651335_seed_ambiguous.png	Counter({'#occlusion': 2, 'carpet': 2, 'floor': 2, 'tables': 1, '#bbox': 1, 'desk': 1})
2381241	1338149	singleton_obj	shirt.n.01	http://object-naming-amore.upf.edu//2381241_1338149_singleton_obj.png	Counter({'shirt': 8, 'tshirt': 1})
713663	1587308	singleton_obj	furnishing.n.02	http://object-naming-amore.upf.edu//713663_1587308_singleton_obj.png	Counter({'desk': 8, '#occlusion': 1})
3852	1654347	singleton_obj	car.n.01	http://object-naming-amore.upf.edu//3852_1654347_singleton_obj.png	Counter({'car': 9})
2367637	3873012	singleton_obj	baked_goods.n.01	http://object-naming-amore.upf.edu//2367637_3873012_singleton_obj.png	Counter({'cake': 9})
2375140	723467	supercat_unique	feline.n.01	http://object-naming-amore.upf.edu//2375140_723467_supercat_unique.png	Counter({'cat': 9})
2357180	2167010	supercat_unique	crockery.n.01	http://object-naming-amore.upf.edu//2357180_2167010_supercat_unique.png	Counter({'pizza': 5, 'plate': 4})
2409548	239418	seed_ambiguous	horse.n.01	http://object-naming-amore.upf.edu//2409548_239418_seed_ambiguous.png	Counter({'horse': 8, 'horses': 1})
2329486	2796087	supercat_unique	overgarment.n.01	http://object-naming-amore.upf.edu//2329486_2796087_supercat_unique.png	Counter({'jacket': 8, '#bbox': 1})
2374658	2550073	seed_ambiguous	furnishing.n.02	http://object-naming-amore.upf.edu//2374658_2550073_seed_ambiguous.png	Counter({'couch': 2, 'cushion': 2, 'cat': 1, 'sofa': 1, '#occlusion': 1, 'blanket': 1, 'armchair': 1})
2357826	3550706	seed_ambiguous	foodstuff.n.02	http://object-naming-amore.upf.edu//2357826_3550706_seed_ambiguous.png	Counter({'cake': 3, 'dessert': 2, 'food': 2, 'table': 1, 'pie': 1})
2353115	849244	singleton_obj	train.n.01	http://object-naming-amore.upf.edu//2353115_849244_singleton_obj.png	Counter({'train': 8, 'locomotive': 1})
713592	2335961	singleton_obj	boat.n.01	http://object-naming-amore.upf.edu//713592_2335961_singleton_obj.png	Counter({'boat': 6, 'lake': 1, 'yacht': 1, '#occlusion': 1})
2403798	380011	supercat_unique	child.n.01	http://object-naming-amore.upf.edu//2403798_380011_supercat_unique.png	Counter({'baby': 4, '#bbox': 2, 'towel': 1, 'boy': 1, 'toddler': 1})
1160069	1601086	supercat_unique	shelter.n.01	http://object-naming-amore.upf.edu//1160069_1601086_supercat_unique.png	Counter({'tent': 6, 'canopy': 2, 'cover': 1})
2396001	448872	singleton_obj	man.n.01	http://object-naming-amore.upf.edu//2396001_448872_singleton_obj.png	Counter({'man': 6, 'speaker': 2, 'suit': 1})
2341430	2595205	singleton_obj	horse.n.01	http://object-naming-amore.upf.edu//2341430_2595205_singleton_obj.png	Counter({'horse': 9})
2364723	1695821	supercat_unique	furnishing.n.02	http://object-naming-amore.upf.edu//2364723_1695821_supercat_unique.png	Counter({'desk': 4, 'table': 1, 'hand': 1, 'mouse': 1, 'turntable': 1, '#occlusion': 1})
2399880	413097	supercat_unique	overgarment.n.01	http://object-naming-amore.upf.edu//2399880_413097_supercat_unique.png	Counter({'jacket': 5, 'coat': 4})
2318443	3228061	singleton_obj	furnishing.n.02	http://object-naming-amore.upf.edu//2318443_3228061_singleton_obj.png	Counter({'bed': 8, '#bbox': 1})
2345836	1675693	seed_ambiguous	baked_goods.n.01	http://object-naming-amore.upf.edu//2345836_1675693_seed_ambiguous.png	Counter({'hotdog': 4, 'hot dog': 3, 'sandwich': 1, 'food': 1})
2387877	1272201	singleton_obj	train.n.01	http://object-naming-amore.upf.edu//2387877_1272201_singleton_obj.png	Counter({'train': 7, 'carriage': 1, 'railroad car': 1})
2352826	3581622	singleton_obj	furnishing.n.02	http://object-naming-amore.upf.edu//2352826_3581622_singleton_obj.png	Counter({'bench': 7, 'luggage': 1, 'suitcase': 1})
2354602	2119153	singleton_obj	outbuilding.n.01	http://object-naming-amore.upf.edu//2354602_2119153_singleton_obj.png	Counter({'outhouse': 4, 'toilet': 1, 'house': 1, 'hut': 1, 'lodge': 1, 'shed': 1})
2366364	1730019	singleton_obj	ungulate.n.01	http://object-naming-amore.upf.edu//2366364_1730019_singleton_obj.png	Counter({'giraffe': 9})
2388962	1265225	singleton_obj	athlete.n.01	http://object-naming-amore.upf.edu//2388962_1265225_singleton_obj.png	Counter({'catcher': 4, 'man': 3, 'umpire': 1, 'player': 1})
2339683	2333331	seed_ambiguous	woman.n.01	http://object-naming-amore.upf.edu//2339683_2333331_seed_ambiguous.png	Counter({'soccer player': 4, 'woman': 3, 'player': 1, 'footballer': 1})
2377492	2484192	supercat_unique	car.n.01	http://object-naming-amore.upf.edu//2377492_2484192_supercat_unique.png	Counter({'car': 7, 'skater': 1, 'helmet': 1})
2370336	742044	seed_ambiguous	bird.n.01	http://object-naming-amore.upf.edu//2370336_742044_seed_ambiguous.png	Counter({'bird': 7, 'parakeet': 1, 'barid': 1})
2331023	2756861	singleton_obj	bird.n.01	http://object-naming-amore.upf.edu//2331023_2756861_singleton_obj.png	Counter({'bird': 6, 'pelican': 1, 'stork': 1, 'barid': 1})
2411851	208457	supercat_unique	shirt.n.01	http://object-naming-amore.upf.edu//2411851_208457_supercat_unique.png	Counter({'shirt': 7, 'tie': 2})
2339399	2680313	singleton_obj	baked_goods.n.01	http://object-naming-amore.upf.edu//2339399_2680313_singleton_obj.png	Counter({'toast': 6, 'bread': 2, 'sandwge': 1})
2340391	3095881	seed_ambiguous	woman.n.01	http://object-naming-amore.upf.edu//2340391_3095881_seed_ambiguous.png	Counter({'girl': 5, 'child': 1, 'woman': 1, 'little girl': 1, 'shirt': 1})
2356783	1973744	singleton_obj	athlete.n.01	http://object-naming-amore.upf.edu//2356783_1973744_singleton_obj.png	Counter({'baseball player': 4, 'man': 2, 'player': 1, 'person': 1, 'helmet': 1})
2356239	1765386	supercat_ambiguous	man.n.01	http://object-naming-amore.upf.edu//2356239_1765386_supercat_ambiguous.png	Counter({'man': 5, '#occlusion': 1, 'person': 1, 'hawaiian shirt': 1, 'shirt': 1})
1177	1031442	seed_ambiguous	furnishing.n.02	http://object-naming-amore.upf.edu//1177_1031442_seed_ambiguous.png	Counter({'table': 9})
2394489	1211707	singleton_obj	kitchen_utensil.n.01	http://object-naming-amore.upf.edu//2394489_1211707_singleton_obj.png	Counter({'blender': 8, 'fruits': 1})
498180	1076017	singleton_obj	aircraft.n.01	http://object-naming-amore.upf.edu//498180_1076017_singleton_obj.png	Counter({'airplane': 5, 'plane': 4})
2416149	3687524	singleton_obj	vessel.n.03	http://object-naming-amore.upf.edu//2416149_3687524_singleton_obj.png	Counter({'aquarium': 3, 'water': 3, 'aqua tank': 1, 'tank': 1, '#occlusion': 1})
285754	1569331	singleton_obj	motorcycle.n.01	http://object-naming-amore.upf.edu//285754_1569331_singleton_obj.png	Counter({'motorcycle': 7, 'motor cycle': 1, 'bike': 1})
2378848	713659	singleton_obj	male_child.n.01	http://object-naming-amore.upf.edu//2378848_713659_singleton_obj.png	Counter({'boy': 6, 'child': 2, 'kid': 1})
2415366	2918474	singleton_obj	furnishing.n.02	http://object-naming-amore.upf.edu//2415366_2918474_singleton_obj.png	Counter({'desk': 7, '#occlusion': 1, 'keyboard': 1})
2385652	1294220	supercat_unique	dish.n.02	http://object-naming-amore.upf.edu//2385652_1294220_supercat_unique.png	Counter({'#occlusion': 2, 'vegetables': 2, '#bbox': 2, 'soup': 1, 'food': 1, 'spice': 1})
2317679	1018571	singleton_obj	ungulate.n.01	http://object-naming-amore.upf.edu//2317679_1018571_singleton_obj.png	Counter({'giraffe': 9})
2390358	498363	supercat_ambiguous	neckwear.n.01	http://object-naming-amore.upf.edu//2390358_498363_supercat_ambiguous.png	Counter({'tie': 8, 'necktie': 1})
2354928	3124633	supercat_ambiguous	motorcycle.n.01	http://object-naming-amore.upf.edu//2354928_3124633_supercat_ambiguous.png	Counter({'motorcycle': 7, 'motor cycle': 1, 'bike': 1})
2369243	612890	singleton_obj	woman.n.01	http://object-naming-amore.upf.edu//2369243_612890_singleton_obj.png	Counter({'person': 3, '#bbox': 2, 'woman': 2, 'lady': 1, 'guy': 1})
563	1636048	singleton_obj	furnishing.n.02	http://object-naming-amore.upf.edu//563_1636048_singleton_obj.png	Counter({'counter': 5, 'counter top': 2, 'desk': 1, 'countertop': 1})
2351218	2378662	seed_ambiguous	woman.n.01	http://object-naming-amore.upf.edu//2351218_2378662_seed_ambiguous.png	Counter({'woman': 4, 'girl': 1, 'girls': 1, '#occlusion': 1, 'shirt': 1, 'man': 1})
2412227	199870	singleton_obj	ungulate.n.01	http://object-naming-amore.upf.edu//2412227_199870_singleton_obj.png	Counter({'giraffe': 9})
2348630	2555016	supercat_unique	hotel.n.01	http://object-naming-amore.upf.edu//2348630_2555016_supercat_unique.png	Counter({'building': 8, 'buildings': 1})
2396610	442454	supercat_unique	furnishing.n.02	http://object-naming-amore.upf.edu//2396610_442454_supercat_unique.png	Counter({'desk': 6, 'laptop': 1, 'cellphone': 1, 'table': 1})
2356785	2118374	singleton_obj	boat.n.01	http://object-naming-amore.upf.edu//2356785_2118374_singleton_obj.png	Counter({'boat': 9})
2372663	2387396	supercat_unique	baked_goods.n.01	http://object-naming-amore.upf.edu//2372663_2387396_supercat_unique.png	Counter({'cake': 9})
2409589	238470	seed_ambiguous	ungulate.n.01	http://object-naming-amore.upf.edu//2409589_238470_seed_ambiguous.png	Counter({'zebra': 8, 'zebras': 1})
2388628	1267641	supercat_unique	shirt.n.01	http://object-naming-amore.upf.edu//2388628_1267641_supercat_unique.png	Counter({'shirt': 8, 'blouse': 1})
2319083	2890518	supercat_unique	furnishing.n.02	http://object-naming-amore.upf.edu//2319083_2890518_supercat_unique.png	Counter({'tie': 3, 'couch': 3, 'sofa': 2, '#bbox': 1})
2367883	2056742	supercat_ambiguous	motorcycle.n.01	http://object-naming-amore.upf.edu//2367883_2056742_supercat_ambiguous.png	Counter({'motorcycle': 4, 'moped': 3, 'scooter': 1, 'bike': 1})
2341393	2851593	singleton_obj	dog.n.01	http://object-naming-amore.upf.edu//2341393_2851593_singleton_obj.png	Counter({'dog': 9})
2362547	773364	singleton_obj	house.n.01	http://object-naming-amore.upf.edu//2362547_773364_singleton_obj.png	Counter({'#bbox': 4, 'house': 2, '#occlusion': 1, 'sauce': 1, '#other_house maybe?': 1})
2412346	196545	singleton_obj	motorcycle.n.01	http://object-naming-amore.upf.edu//2412346_196545_singleton_obj.png	Counter({'motorcycle': 6, 'motor cycle': 1, 'bike': 1, 'motorbike': 1})
2324353	3470967	supercat_unique	shirt.n.01	http://object-naming-amore.upf.edu//2324353_3470967_supercat_unique.png	Counter({'shirt': 6, 't-shirt': 2, 't shirt': 1})
2324868	3431005	singleton_obj	dish.n.02	http://object-naming-amore.upf.edu//2324868_3431005_singleton_obj.png	Counter({'pasta': 4, '#occlusion': 1, '#bbox': 1, 'food': 1, 'pasta salad': 1, 'salad': 1})
2379671	551237	seed_ambiguous	furnishing.n.02	http://object-naming-amore.upf.edu//2379671_551237_seed_ambiguous.png	Counter({'curtain': 5, 'tent': 2, '#bbox': 1, '#occlusion': 1})
2323289	3014358	singleton_obj	woman.n.01	http://object-naming-amore.upf.edu//2323289_3014358_singleton_obj.png	Counter({'man': 3, 'person': 3, 'woman': 2, '#occlusion': 1})
498382	3595886	singleton_obj	furnishing.n.02	http://object-naming-amore.upf.edu//498382_3595886_singleton_obj.png	Counter({'desk': 8, 'keyboard': 1})
2404042	346802	singleton_obj	truck.n.01	http://object-naming-amore.upf.edu//2404042_346802_singleton_obj.png	Counter({'truck': 6, '#occlusion': 1, 'tractor trailer': 1, 'tractor': 1})
2325705	985415	singleton_obj	feline.n.01	http://object-naming-amore.upf.edu//2325705_985415_singleton_obj.png	Counter({'cat': 9})
2415594	1056253	supercat_unique	dish.n.02	http://object-naming-amore.upf.edu//2415594_1056253_supercat_unique.png	Counter({'pizza': 9})
2356666	2306011	supercat_ambiguous	vessel.n.03	http://object-naming-amore.upf.edu//2356666_2306011_supercat_ambiguous.png	Counter({'bottle': 7, 'lotion': 1, 'toothpaste': 1})
2333957	2737099	singleton_obj	aircraft.n.01	http://object-naming-amore.upf.edu//2333957_2737099_singleton_obj.png	Counter({'airplane': 6, 'plane': 2, 'aeroplane': 1})
2346486	898958	supercat_unique	furnishing.n.02	http://object-naming-amore.upf.edu//2346486_898958_supercat_unique.png	Counter({'couch': 3, '#occlusion': 2, 'chair': 1, 'settee': 1, 'sofa': 1, '#bbox': 1})
2355001	833753	singleton_obj	ungulate.n.01	http://object-naming-amore.upf.edu//2355001_833753_singleton_obj.png	Counter({'sheep': 9})
2338097	2007908	singleton_obj	woman.n.01	http://object-naming-amore.upf.edu//2338097_2007908_singleton_obj.png	Counter({'woman': 4, 'person': 2, '#occlusion': 1, 'pensioner': 1, 'human': 1})
2383316	533553	singleton_obj	furnishing.n.02	http://object-naming-amore.upf.edu//2383316_533553_singleton_obj.png	Counter({'desk': 8, 'contertop': 1})
2332418	969743	singleton_obj	dog.n.01	http://object-naming-amore.upf.edu//2332418_969743_singleton_obj.png	Counter({'dog': 9})
2393402	3824698	singleton_obj	male_child.n.01	http://object-naming-amore.upf.edu//2393402_3824698_singleton_obj.png	Counter({'surfer': 6, 'man': 3})
2395626	452658	supercat_unique	shirt.n.01	http://object-naming-amore.upf.edu//2395626_452658_supercat_unique.png	Counter({'shirt': 7, '#occlusion': 1, 't-shirt': 1})
2381052	1339680	singleton_obj	creator.n.02	http://object-naming-amore.upf.edu//2381052_1339680_singleton_obj.png	Counter({'graffiti': 4, 'grafitti': 2, 'art': 1, 'grafetti': 1, '#occlusion': 1})
2392653	478451	singleton_obj	ungulate.n.01	http://object-naming-amore.upf.edu//2392653_478451_singleton_obj.png	Counter({'sheep': 9})
2321190	3128645	singleton_obj	furnishing.n.02	http://object-naming-amore.upf.edu//2321190_3128645_singleton_obj.png	Counter({'kitchen': 5, '#bbox': 2, 'cabinets': 1, '#occlusion': 1})
2369946	1978307	singleton_obj	overgarment.n.01	http://object-naming-amore.upf.edu//2369946_1978307_singleton_obj.png	Counter({'jacket': 3, 'boy': 3, 'cake': 1, 'coat': 1, 'jakcet': 1})
2370905	740738	singleton_obj	train.n.01	http://object-naming-amore.upf.edu//2370905_740738_singleton_obj.png	Counter({'train': 8, 'subway': 1})
2347932	886164	singleton_obj	train.n.01	http://object-naming-amore.upf.edu//2347932_886164_singleton_obj.png	Counter({'train': 6, 'train engine': 2, '#occlusion': 1})
2405907	328145	supercat_unique	dish.n.02	http://object-naming-amore.upf.edu//2405907_328145_supercat_unique.png	Counter({'bowl': 6, 'salad': 3})
2357867	1675393	singleton_obj	furnishing.n.02	http://object-naming-amore.upf.edu//2357867_1675393_singleton_obj.png	Counter({'desk': 2, 'table': 2, '#occlusion': 2, 'phone': 1, '#bbox': 1, 'iphone': 1})
2347952	1779979	seed_ambiguous	restaurant.n.01	http://object-naming-amore.upf.edu//2347952_1779979_seed_ambiguous.png	Counter({'bench': 3, 'window': 2, 'building': 2, 'store': 1, '#bbox': 1})
2349867	1728241	supercat_ambiguous	woman.n.01	http://object-naming-amore.upf.edu//2349867_1728241_supercat_ambiguous.png	Counter({'woman': 6, 'women': 1, 'gamer': 1, 'wiimote': 1})
2363297	3320123	singleton_obj	ungulate.n.01	http://object-naming-amore.upf.edu//2363297_3320123_singleton_obj.png	Counter({'cow': 6, 'bull': 3})
2403758	349679	singleton_obj	feline.n.01	http://object-naming-amore.upf.edu//2403758_349679_singleton_obj.png	Counter({'cat': 9})
2387323	1277047	seed_ambiguous	furnishing.n.02	http://object-naming-amore.upf.edu//2387323_1277047_seed_ambiguous.png	Counter({'carpet': 6, 'rug': 1, '#occlusion': 1, 'cat': 1})
2385772	1293150	seed_ambiguous	man.n.01	http://object-naming-amore.upf.edu//2385772_1293150_seed_ambiguous.png	Counter({'man': 8, '#occlusion': 1})
2396369	445177	supercat_unique	shirt.n.01	http://object-naming-amore.upf.edu//2396369_445177_supercat_unique.png	Counter({'shirt': 7, 't-shirt': 1, 'top': 1})
2373939	3723548	supercat_ambiguous	foodstuff.n.02	http://object-naming-amore.upf.edu//2373939_3723548_supercat_ambiguous.png	Counter({'pizza': 8, 'food': 1})
2323700	989004	supercat_ambiguous	vessel.n.03	http://object-naming-amore.upf.edu//2323700_989004_supercat_ambiguous.png	Counter({'tub': 4, 'bathtub': 2, '#occlusion': 1, 'bath tub': 1, 'bath': 1})
2378808	557420	supercat_unique	motorcycle.n.01	http://object-naming-amore.upf.edu//2378808_557420_supercat_unique.png	Counter({'motorcycle': 4, 'motorbike': 2, 'bike': 2, 'mopede': 1})
2322120	3418521	singleton_obj	furnishing.n.02	http://object-naming-amore.upf.edu//2322120_3418521_singleton_obj.png	Counter({'fruit stand': 2, 'table': 2, 'curtain': 1, '#occlusion': 1, '#bbox': 1, 'fruit': 1, 'skirt': 1})
2353625	3577885	singleton_obj	furnishing.n.02	http://object-naming-amore.upf.edu//2353625_3577885_singleton_obj.png	Counter({'window': 9})
2416855	3406311	singleton_obj	truck.n.01	http://object-naming-amore.upf.edu//2416855_3406311_singleton_obj.png	Counter({'truck': 4, 'truck bed': 2, 'car': 1, 'trailer': 1, 'pickup': 1})
2348467	2065868	singleton_obj	ungulate.n.01	http://object-naming-amore.upf.edu//2348467_2065868_singleton_obj.png	Counter({'giraffe': 9})
2407638	276211	singleton_obj	furnishing.n.02	http://object-naming-amore.upf.edu//2407638_276211_singleton_obj.png	Counter({'couch': 6, 'sofa': 3})
2334775	2806711	supercat_unique	foodstuff.n.02	http://object-naming-amore.upf.edu//2334775_2806711_supercat_unique.png	Counter({'dough': 5, 'pie crust': 1, 'crust': 1, 'food': 1, 'pie': 1})
2361486	2869710	supercat_ambiguous	woman.n.01	http://object-naming-amore.upf.edu//2361486_2869710_supercat_ambiguous.png	Counter({'hair': 5, '#occlusion': 2, 'girl': 1, 'person': 1})
2375712	721257	supercat_unique	restaurant.n.01	http://object-naming-amore.upf.edu//2375712_721257_supercat_unique.png	Counter({'#occlusion': 6, 'building': 2, 'alcohol': 1})
2392255	1232131	singleton_obj	bird.n.01	http://object-naming-amore.upf.edu//2392255_1232131_singleton_obj.png	Counter({'bird': 9})
2371961	2555448	supercat_unique	shirt.n.01	http://object-naming-amore.upf.edu//2371961_2555448_supercat_unique.png	Counter({'shirt': 8, '#occlusion': 1})
2330603	3430850	singleton_obj	woman.n.01	http://object-naming-amore.upf.edu//2330603_3430850_singleton_obj.png	Counter({'woman': 7, '#occlusion': 1, 'food': 1})
2352029	2699288	singleton_obj	aircraft.n.01	http://object-naming-amore.upf.edu//2352029_2699288_singleton_obj.png	Counter({'airplane': 5, 'plane': 3, 'aeroplane': 1})
2333471	3275276	singleton_obj	dish.n.02	http://object-naming-amore.upf.edu//2333471_3275276_singleton_obj.png	Counter({'pizza': 9})
2367481	751569	singleton_obj	ungulate.n.01	http://object-naming-amore.upf.edu//2367481_751569_singleton_obj.png	Counter({'giraffe': 9})
2344862	912516	singleton_obj	truck.n.01	http://object-naming-amore.upf.edu//2344862_912516_singleton_obj.png	Counter({'truck': 9})
1159805	1597866	singleton_obj	furnishing.n.02	http://object-naming-amore.upf.edu//1159805_1597866_singleton_obj.png	Counter({'desk': 9})
2331489	971776	singleton_obj	furnishing.n.02	http://object-naming-amore.upf.edu//2331489_971776_singleton_obj.png	Counter({'desk': 9})
2372521	736256	supercat_unique	furnishing.n.02	http://object-naming-amore.upf.edu//2372521_736256_supercat_unique.png	Counter({'table': 9})
2361666	1796816	singleton_obj	woman.n.01	http://object-naming-amore.upf.edu//2361666_1796816_singleton_obj.png	Counter({'woman': 7, 'lady': 1, '#occlusion': 1})
2366509	627943	singleton_obj	aircraft.n.01	http://object-naming-amore.upf.edu//2366509_627943_singleton_obj.png	Counter({'airplane': 5, 'plane': 3, 'jet': 1})
2333581	2866633	supercat_unique	overgarment.n.01	http://object-naming-amore.upf.edu//2333581_2866633_supercat_unique.png	Counter({'suit': 3, 'jacket': 3, 'suit jacket': 2, 'tuxedo': 1})
2368495	2819457	singleton_obj	shelter.n.01	http://object-naming-amore.upf.edu//2368495_2819457_singleton_obj.png	Counter({'shelter': 2, '#occlusion': 1, 'rain shelter': 1, 'overhang': 1, 'hut': 1, 'station': 1, 'pavilion': 1, 'booth': 1})
2380984	2518291	singleton_obj	hotel.n.01	http://object-naming-amore.upf.edu//2380984_2518291_singleton_obj.png	Counter({'building': 9})
2318347	1011620	seed_ambiguous	furnishing.n.02	http://object-naming-amore.upf.edu//2318347_1011620_seed_ambiguous.png	Counter({'chair': 9})
