assignmentid,rating_mean,color_mean,n_annotations,correct1_count,correct1_sum,correct2_count,correct2_sum,correct3_count,correct3_sum,correct3_<lambda>,control_score,control_score-filtered,n_controls,n_correct,n_controls-filtered,hitid,requesterannotation,control_score_mturk,workerid,errors_mturk,n_controls_mturk,n_correct_mturk,decision1,decision2,executed1,executed2,explanation,mistakes,n_mistakes
3VP0C6EFSGWPHI2MCTTYP2EY0OCM6S,0.7333333333333333,0.7,30,15,12.0,8,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.782608695652174,0.782608695652174,23,18.0,23,3YOAVL4CA0H8FIZYISLCCMU5F3SZ4S,../1_crowdsourced/to_be_redone_amt.csv_299___../1_pre-pilot/verification_round2_amt.csv_446,0.782608695652174,worker0,"['0-2-rand1', '0-2-1-rand2', '2-0-alt1', '5-0-alt1', '5-0-alt2']",23,18,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2348878_2075334_singleton_obj.png - hearse: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2346948_1965267_singleton_obj.png - shelf: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2316730_1052143_supercat_unique.png - art: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2348878_2075334_singleton_obj.png - hearse: you erroneously gave this the same color as ['hearse', 'bed']"", ""http://object-naming-amore.upf.edu//2346948_1965267_singleton_obj.png - shelf: you erroneously gave this the same color as ['dugout', 'shelf']""]",5
35BLDD71I6XAVFG6SQR09WQ6WLJZVB,0.4375,0.34375,32,6,5.0,3,3.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8888888888888888,0.8888888888888888,9,8.0,9,3RBI0I35XE3NSW6PMSEAOATXV9KY37,../1_crowdsourced/to_be_redone_amt.csv_90___../1_pre-pilot/verification_round0_amt.csv_26,0.8888888888888888,worker0,['2-3-rand1'],9,8,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2403954_1119984_supercat_unique.png - cutlery: must be 'other'; you said 'bounding box error'""]",1
3NGI5ARFTT50VZY2Y399BAHCXI61P4,0.6129032258064516,0.12903225806451613,31,6,6.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,11,11.0,11,3R15W654VDTVZY5S1O1G7AKCWMUQLA,../1_crowdsourced/to_be_redone_amt.csv_95___../1_pre-pilot/verification_round0_amt.csv_276,1.0,worker0,[''],11,11,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
37Q970SNZE8X8REUQKD36FMNK2E1SL,0.5172413793103449,0.2413793103448276,29,11,11.0,7,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,18,18.0,18,3LCXHSGDLT6T68ADC63HPF9T5DMSEM,../1_crowdsourced/to_be_redone_amt.csv_292___../1_pre-pilot/verification_round2_amt.csv_245,1.0,worker0,[''],18,18,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3DPNQGW4LLF9DSDG6PT238XYEXR64H,0.5666666666666667,0.6666666666666666,30,15,14.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9565217391304348,0.9565217391304348,23,22.0,23,30U1YOGZGAWOE2WDGBSXJXR851LSDT,../1_crowdsourced/to_be_redone_amt.csv_288___../1_pre-pilot/verification_round2_amt.csv_1470,0.9565217391304348,worker0,['3-0-pos0'],23,22,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2369759_2954198_seed_ambiguous.png - cat: must be vg_majority; you said 'bounding box error'""]",1
3OONKJ5DKCJJNX4TL0PJSMPV9P1OBT,0.7,0.8333333333333334,30,16,12.0,9,9.0,1,1.0,"[nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8461538461538461,0.8461538461538461,26,22.0,26,3RWB1RTQDJNFKFKU7MDN208W7QI8PO,../1_crowdsourced/to_be_redone_amt.csv_302___../1_pre-pilot/verification_round2_amt.csv_712,0.8461538461538461,worker1,"['4-0-alt1', '4-3-bold-child0', '6-1-pos0', '6-2-rand1']",26,22,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2362874_770382_supercat_unique.png - baby: must be syn; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2417765_3124581_singleton_obj.png - views: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2417765_3124581_singleton_obj.png - table: must be vg_majority; you said 'bounding box error'"", ""http://object-naming-amore.upf.edu//2362874_770382_supercat_unique.png - pillow: must be 'bounding box error'; you said 'named object misinterpreted'""]",4
3TVRFO09GKFIUF4XD419P2CTXNJXLT,0.78125,0.96875,32,9,7.0,6,6.0,2,2.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0]",0.8823529411764706,0.8823529411764706,17,15.0,17,3FCO4VKOZ4D7NAQLO356UODXIZYE7A,../1_crowdsourced/to_be_redone_amt.csv_6___../1_pre-pilot/verification_round0_amt.csv_106,0.8823529411764706,worker1,"['1-0-alt1', '3-4-alt1']",17,15,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2360128_2605227_singleton_obj.png - poles: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2366498_1702660_singleton_obj.png - cabinet: must be 'bounding box error'; you said 'named object misinterpreted'""]",2
3WMINLGALB3DVY2YPHGW2BB82SEAC2,0.4838709677419355,0.16129032258064516,31,6,3.0,3,3.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.6666666666666666,0.6666666666666666,9,6.0,9,37NXA7GVST6N4619NNVQDXJKDE9VL9,../1_crowdsourced/to_be_redone_amt.csv_68___../1_pre-pilot/verification_round0_amt.csv_199,0.6666666666666667,worker2,"['2-4-rand1', '3-1-alt1', '5-4-alt1']",9,6,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2349001_878204_singleton_obj.png - letters: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2388773_670852_singleton_obj.png - claws: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2344574_2260168_singleton_obj.png - rock: must be 'bounding box error'; you said 'named object misinterpreted'""]",3
3U84XHCDICDB12XR8UQD06QTJ02Z4D,0.5,0.59375,32,8,7.0,6,6.0,1,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan]",0.9333333333333333,0.9333333333333333,15,14.0,15,3P520RYKCH69P29OQA5E0ML4DH45UA,../1_crowdsourced/to_be_redone_amt.csv_109___../1_pre-pilot/verification_round0_amt.csv_33,0.9333333333333333,worker2,['5-6-rand1'],15,14,approve,block,False,False,"good enough assignment, bonus because very good assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2352108_855968_singleton_obj.png - bridel: must be 'other'; you said 'named object misinterpreted'""]",1
3TPWUS5F891A2B51QMCOK08ZUCCCWC,0.45161290322580644,0.41935483870967744,31,6,6.0,1,1.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,7,7.0,7,3B623HUYJ4QCX70MZ3HHX5D7UAKS8J,../1_crowdsourced/to_be_redone_amt.csv_129___../1_pre-pilot/verification_round0_amt.csv_408,1.0,worker3,[''],7,7,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3ZPPDN2SLVWENDC7T28RW40RHNEE9R,0.8064516129032258,0.6774193548387096,31,8,4.0,6,6.0,5,5.0,"[nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan]",0.7894736842105263,0.7894736842105263,19,15.0,19,3CKVGCS3PG5UFIVJ4Z424Q7PBC50S1,../1_crowdsourced/to_be_redone_amt.csv_86___../1_pre-pilot/verification_round0_amt.csv_253,0.7894736842105263,worker4,"['0-1-rand1', '1-1-rand1', '3-3-alt1', '5-4-rand1']",19,15,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2412972_3494120_singleton_obj.png - meleon: must be 'other'; you said linguistic"", ""http://object-naming-amore.upf.edu//2337069_3660646_singleton_obj.png - sign: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2381904_700910_singleton_obj.png - pc: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2341043_3446522_singleton_obj.png - midwest: must be 'other'; you said 'named object misinterpreted'""]",4
3QBD8R3Z21JZ2YJK6LFWK8JPZX64OP,0.5625,0.84375,32,6,1.0,5,5.0,2,2.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.6153846153846154,0.6153846153846154,13,8.0,13,3N2YPY1GI6Y9Y0RH618M02T04H8VEM,../1_crowdsourced/to_be_redone_amt.csv_53___../1_pre-pilot/verification_round0_amt.csv_181,0.6153846153846154,worker4,"['0-0-typo-pizza slice0', '1-0-rand1', '3-0-rand1', '4-2-rand1', '5-0-rand1']",13,8,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2350265_1919289_singleton_obj.png - bis: must be 'other'; you said linguistic"", ""http://object-naming-amore.upf.edu//2350164_1668548_singleton_obj.png - bank: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2413923_163449_supercat_unique.png - exiting: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2366197_629887_singleton_obj.png - dsw: must be 'other'; you said linguistic"", ""http://object-naming-amore.upf.edu//2376154_2618218_supercat_ambiguous.png - pziza slice: must be 'linguistic'; you said 'adequate'""]",5
3PPTZCWALQKIQ7KP6RXQ39RYFTNZQ0,0.41935483870967744,0.3548387096774194,31,8,5.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.7692307692307693,0.7692307692307693,13,10.0,13,38RHULDV9YFYTUT8SU397JA63JLIWW,../1_crowdsourced/to_be_redone_amt.csv_143___../1_pre-pilot/verification_round0_amt.csv_507,0.7692307692307692,worker4,"['0-1-alt1', '1-1-rand1', '3-4-rand1']",13,10,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2379246_554163_singleton_obj.png - ladybug: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2405648_653946_singleton_obj.png - dave: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2402621_1133765_supercat_ambiguous.png - outlet: must be 'bounding box error'; you said 'named object misinterpreted'""]",3
3RANCT1ZVFHE02OQHM1SRSHKRBBBUF,0.6666666666666666,0.3333333333333333,27,9,5.0,6,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.6666666666666666,0.6666666666666666,15,10.0,15,3E6L1VR4XWMGPOCC04KK6SY1ZP4F65,../1_crowdsourced/to_be_redone_amt.csv_242___../1_pre-pilot/verification_round1_amt.csv_54,0.6666666666666667,worker4,"['0-0-rand1', '2-3-rand1', '2-3-0-rand2', '3-2-alt1', '4-2-rand1']",15,10,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2391301_3827185_singleton_obj.png - oakwood: must be 'other'; you said linguistic"", ""http://object-naming-amore.upf.edu//2329031_3011671_supercat_unique.png - oryx: must be 'other'; you said linguistic"", ""http://object-naming-amore.upf.edu//2320062_2785822_singleton_obj.png - man: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2362652_2430831_seed_ambiguous.png - you: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2391301_3827185_singleton_obj.png - oakwood: you erroneously gave this the same color as ['oakwood', 'resort', 'building', 'hotel']""]",5
3NPI0JQDAO514JAB0MTJHG07P04TPA,0.53125,0.5625,32,9,7.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8823529411764706,0.8823529411764706,17,15.0,17,3QGTX7BCHP2QB13YWX4MHE0JFZBZ5L,../1_crowdsourced/to_be_redone_amt.csv_3___../1_pre-pilot/verification_round0_amt.csv_103,0.8823529411764706,worker4,"['1-3-rand1', '3-1-rand1']",17,15,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2364785_2000120_seed_ambiguous.png - risers: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2352302_2580847_singleton_obj.png - parnips: must be 'other'; you said 'named object misinterpreted'""]",2
3OJSZ2ATDSWADBVL34H4EE3894R757,0.8148148148148148,0.48148148148148145,27,11,7.0,7,6.0,3,3.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan]",0.7619047619047619,0.7619047619047619,21,16.0,21,3HRWUH63QU2WUCPFT9TSMRTA5LFN54,../1_crowdsourced/to_be_redone_amt.csv_243___../1_pre-pilot/verification_round1_amt.csv_6,0.7619047619047619,worker4,"['1-0-rand1', '1-2-pos0', '2-0-rand1', '4-4-bold-couch1', '5-4-rand1']",21,16,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//1160039_1600665_singleton_obj.png - liquors: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2412260_198984_supercat_unique.png - pizza: must be vg_majority; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//160_1058761_supercat_unique.png - hdtv: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2412260_198984_supercat_unique.png - fez: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//3564_1554717_supercat_unique.png - sofa: you erroneously gave this the same color as ['sofa']""]",5
34YB12FSQYOREBRSO62K1TRNU20GM9,0.6774193548387096,0.5806451612903226,31,8,6.0,5,4.0,4,4.0,"[nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, 1.0, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan]",0.8235294117647058,0.8235294117647058,17,14.0,17,3FK4G712NX0UGRFVD1NMEWD864NSSF,../1_crowdsourced/to_be_redone_amt.csv_87___../1_pre-pilot/verification_round0_amt.csv_254,0.8235294117647058,worker4,"['0-2-rand1', '0-2-0-rand2', '1-1-rand1']",17,14,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2369825_608884_singleton_obj.png - bentley: must be 'other'; you said linguistic"", ""http://object-naming-amore.upf.edu//285612_1568114_singleton_obj.png - second: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2369825_608884_singleton_obj.png - bentley: you erroneously gave this the same color as ['bentley', 'plane', 'airplane']""]",3
32VNZTT0A742ZBB0YDW0E3OUAKQ4RY,0.5555555555555556,0.4074074074074074,27,11,7.0,6,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.7058823529411765,0.7058823529411765,17,12.0,17,30P8I9JKOIL92HYOV0FJW8NNROH5V3,../1_crowdsourced/to_be_redone_amt.csv_208___../1_pre-pilot/verification_round1_amt.csv_20,0.7058823529411764,worker4,"['3-0-alt1', '3-0-alt2', '3-1-pos0', '4-5-rand1', '5-1-rand1']",17,12,approve,block,False,False,"good enough assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//2390271_499184_singleton_obj.png - cushon: must be 'other'; you said linguistic"", ""http://object-naming-amore.upf.edu//2315962_3257551_singleton_obj.png - laws: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//525_1623852_singleton_obj.png - counter: must be vg_majority; you said 'bounding box error'"", ""http://object-naming-amore.upf.edu//525_1623852_singleton_obj.png - cabinet: must be 'bounding box error'; you said linguistic"", ""http://object-naming-amore.upf.edu//525_1623852_singleton_obj.png - cabinet: you erroneously gave this the same color as ['countertop', 'table', 'sink', 'counter', 'cabinet']""]",5
308Q0PEVB8DQ3IETPLYIHJYJ9FAI9R,0.375,0.5625,32,8,7.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9375,0.9375,16,15.0,16,3J6BHNX0U9SZCVAI0WXYOGCS2B2NKH,../1_crowdsourced/to_be_redone_amt.csv_51___../1_pre-pilot/verification_round0_amt.csv_177,0.9375,worker5,['1-2-typo-cake1'],16,15,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2315394_2721267_seed_ambiguous.png - cakke: must be 'linguistic'; you said 'bounding box error'""]",1
3GM6G9ZBKNXVJGDY861R0C6CKVWTMH,0.34375,0.3125,32,8,8.0,3,3.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,11,11.0,11,3LXX8KJXPW9XDKR3XE6MDWYHHRS9OL,../1_crowdsourced/to_be_redone_amt.csv_32___../1_pre-pilot/verification_round0_amt.csv_147,1.0,worker5,[''],11,11,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3C5W7UE9CFQ20XMIDG2OPFRIXREXMY,0.4375,0.25,32,7,6.0,4,4.0,1,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9166666666666666,0.9166666666666666,12,11.0,12,3FULMHZ7OUX8GB0F33VI4KYW0ZZ4M5,../1_crowdsourced/to_be_redone_amt.csv_40___../1_pre-pilot/verification_round0_amt.csv_156,0.9166666666666666,worker5,['3-3-typo-orange2'],12,11,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2417270_3075099_supercat_unique.png - oragne: must be 'linguistic'; you said 'bounding box error'""]",1
