items,quality_control
"[['http://object-naming-amore.upf.edu//2334719_2486162_singleton_obj.png', ['man', 'jacket', 'jaccket']], ['http://object-naming-amore.upf.edu//2382836_1325680_singleton_obj.png', ['pizaz', 'food', 'pizza']], ['http://object-naming-amore.upf.edu//2409871_231521_singleton_obj.png', ['parrot', 'bird', 'feather']], ['http://object-naming-amore.upf.edu//2351214_862354_singleton_obj.png', ['pillow', 'bed', 'blanket', 'tulle']], ['http://object-naming-amore.upf.edu//2390742_1247555_singleton_obj.png', ['sheep', 'lamb', 'animal', 'animmal', 'goat']], ['http://object-naming-amore.upf.edu//2410346_219920_supercat_unique.png', ['child', 'jacket', 'coat', 'dryer', 't-shirt']], ['http://object-naming-amore.upf.edu//2363063_3747294_singleton_obj.png', ['skateboarder', 'sateboarder', 'shoe', 'boy', 'skater', 'man']]]","['7b226a6163636b6574223a202273616e732d6a61636b6574222c20226d616e223a2022617269616c227d', '7b2270697a617a223a202273616e732d70697a7a61222c202270697a7a61223a2022617269616c227d', '7b2266656174686572223a20227365726966222c202262697264223a2022617269616c227d', '7b2274756c6c65223a2022636f7572696572222c2022626564223a2022617269616c227d', '7b22616e696d6d616c223a202273616e732d616e696d616c222c20227368656570223a2022617269616c227d', '7b226472796572223a2022636f7572696572222c20226a61636b6574223a2022617269616c227d', '7b2273617465626f6172646572223a202273616e732d736b617465626f6172646572227d']"
"[['http://object-naming-amore.upf.edu//2340992_945146_singleton_obj.png', ['grass', 'plane', 'airplane']], ['http://object-naming-amore.upf.edu//2366340_3879677_singleton_obj.png', ['woman', 'dirt', 'person']], ['http://object-naming-amore.upf.edu//2341471_2888540_singleton_obj.png', ['plane', 'velvet', 'airplane']], ['http://object-naming-amore.upf.edu//1592038_1606083_seed_ambiguous.png', ['keyboard', 'desk', 'table', 'mousepad']], ['http://object-naming-amore.upf.edu//2364885_1676108_singleton_obj.png', ['laptop', 'cat', 'sofa', 'animal', 'passage']], ['http://object-naming-amore.upf.edu//713669_1587334_supercat_unique.png', ['jacket', 'suit', 'man', 'shirt', 'blazer']], ['http://object-naming-amore.upf.edu//2408722_256157_singleton_obj.png', ['volcom', 'vehicle', 'windshield', 'car', 'hood', 'windshield wiper']]]","['7b226772617373223a20227365726966222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2264697274223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b2276656c766574223a2022636f7572696572222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b226d6f757365706164223a20227365726966222c20226465736b223a2022617269616c227d', '7b2270617373616765223a2022636f7572696572222c2022636174223a2022617269616c227d', '7b226d616e223a20227365726966222c20226a61636b6574223a2022617269616c227d', '7b22766f6c636f6d223a2022636f7572696572222c2022636172223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2417858_3125641_singleton_obj.png', ['duck', 'neck', 'bird']], ['http://object-naming-amore.upf.edu//2395248_1206697_singleton_obj.png', ['airplane', 'plane', 'aiprlane']], ['http://object-naming-amore.upf.edu//2325209_2859741_singleton_obj.png', ['flannel', 'flannnel', 'shirt']], ['http://object-naming-amore.upf.edu//2351138_862875_supercat_unique.png', ['knife', 'spatuoa', 'cake', 'spatula']], ['http://object-naming-amore.upf.edu//2349921_871353_singleton_obj.png', ['pillow', 'sofa', 'shpt', 'couch', 'author']], ['http://object-naming-amore.upf.edu//2330719_3449462_singleton_obj.png', ['bed', 'towel', 'crack', 'bedframe', 'sofa']], ['http://object-naming-amore.upf.edu//2379796_550295_singleton_obj.png', ['rug', 'floor', 'carpeet', 'carpet', 'shoe', 'pants']]]","['7b226e65636b223a20227365726966222c202262697264223a2022617269616c227d', '7b22616970726c616e65223a202273616e732d616972706c616e65222c2022706c616e65223a2022617269616c222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22666c616e6e6e656c223a202273616e732d666c616e6e656c222c20227368697274223a2022617269616c227d', '7b2273706174756f61223a202273616e732d73706174756c61222c20226b6e696665223a2022617269616c227d', '7b22617574686f72223a2022636f7572696572222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b22637261636b223a20227365726966222c2022626564223a2022617269616c227d', '7b2263617270656574223a202273616e732d636172706574222c2022636172706574223a2022617269616c222c2022727567223a2022626f6c642d636172706574227d']"
"[['http://object-naming-amore.upf.edu//2388389_509013_singleton_obj.png', ['corvide', 'pizza', 'food']], ['http://object-naming-amore.upf.edu//2372602_591038_supercat_unique.png', ['shirt', 'sweater', 'tie']], ['http://object-naming-amore.upf.edu//2364766_639027_seed_ambiguous.png', ['boat', 'shpi', 'ship']], ['http://object-naming-amore.upf.edu//2362812_3748559_singleton_obj.png', ['love seat', 'couch', 'sofa', 'bookcase']], ['http://object-naming-amore.upf.edu//2335025_2053979_singleton_obj.png', ['screen', 'shower curtain', 'tank', 'curter', 'curtain']], ['http://object-naming-amore.upf.edu//2389549_1259624_singleton_obj.png', ['pan', 'girl', 'person', 'persno', 'woman']], ['http://object-naming-amore.upf.edu//2369306_612451_supercat_unique.png', ['jacket', 'tie', 'suit', 'shirt', 'jackket', 'coat']]]","['7b22636f7276696465223a2022636f7572696572222c202270697a7a61223a2022617269616c227d', '7b2273776561746572223a20227365726966222c20227368697274223a2022617269616c227d', '7b2273687069223a202273616e732d73686970222c2022626f6174223a2022617269616c227d', '7b22626f6f6b63617365223a20227365726966222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b2274616e6b223a20227365726966222c20226375727461696e223a2022617269616c227d', '7b22706572736e6f223a202273616e732d706572736f6e222c2022776f6d616e223a2022617269616c227d', '7b226a61636b6b6574223a202273616e732d6a61636b6574222c20226a61636b6574223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2338001_3111098_singleton_obj.png', ['bed', 'pillow', 'piolow']], ['http://object-naming-amore.upf.edu//2385865_1292077_singleton_obj.png', ['giraffe', 'animal', 'trunk']], ['http://object-naming-amore.upf.edu//2352086_856151_supercat_unique.png', ['sandwich', 'food', 'jie']], ['http://object-naming-amore.upf.edu//4069_1556512_singleton_obj.png', ['bad', 'picture', 'pillow', 'bed']], ['http://object-naming-amore.upf.edu//2390830_493756_singleton_obj.png', ['food', 'bun', 'pastry', 'donut', 'paxtry']], ['http://object-naming-amore.upf.edu//2319391_3610770_singleton_obj.png', ['lighthouse', 'boat', 'tugboat', 'ship', 'vehicles']], ['http://object-naming-amore.upf.edu//2385580_1295081_supercat_unique.png', ['pink', 'couch', 'chair', 'sofa', 'furniture', 'car']]]","['7b2270696f6c6f77223a202273616e732d70696c6c6f77222c2022626564223a2022617269616c227d', '7b227472756e6b223a20227365726966222c202267697261666665223a2022617269616c227d', '7b226a6965223a2022636f7572696572222c202273616e6477696368223a2022617269616c227d', '7b2270696374757265223a20227365726966222c2022626564223a2022617269616c227d', '7b22706178747279223a202273616e732d706173747279222c2022646f6e7574223a2022617269616c227d', '7b226c69676874686f757365223a20227365726966222c2022626f6174223a2022617269616c227d', '7b2270696e6b223a20227365726966222c20226675726e6974757265223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d']"
"[['http://object-naming-amore.upf.edu//2417614_1057945_seed_ambiguous.png', ['seat', 'jacket', 'coat']], ['http://object-naming-amore.upf.edu//2362212_1811117_singleton_obj.png', ['bed', 'footboard', 'pillow']], ['http://object-naming-amore.upf.edu//2356966_2138094_supercat_unique.png', ['kitten', 'kittne', 'cat']], ['http://object-naming-amore.upf.edu//2374855_1908320_seed_ambiguous.png', ['closet', 'wardrobe', 'exerior', 'cabinet']], ['http://object-naming-amore.upf.edu//2372643_3732481_seed_ambiguous.png', ['computdr', 'table', 'computer', 'laptop', 'desk']], ['http://object-naming-amore.upf.edu//2350656_866359_singleton_obj.png', ['man', 'motorcyclist', 'person', 'tigers', 'rider']], ['http://object-naming-amore.upf.edu//2349886_3596524_supercat_unique.png', ['bar', 'countertop', 'glass', 'counter', 'couner', 'wine glasses']]]","['7b2273656174223a20227365726966222c2022636f6174223a2022617269616c227d', '7b22666f6f74626f617264223a20227365726966222c2022626564223a2022617269616c227d', '7b226b6974746e65223a202273616e732d6b697474656e222c2022636174223a2022617269616c227d', '7b2265786572696f72223a2022636f7572696572222c2022636162696e6574223a2022617269616c222c202277617264726f6265223a2022626f6c642d636c6f736574227d', '7b22636f6d7075746472223a202273616e732d636f6d7075746572222c20226465736b223a2022617269616c227d', '7b22746967657273223a2022636f7572696572222c20226d616e223a2022617269616c227d', '7b22636f756e6572223a202273616e732d636f756e746572222c2022636f756e746572223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2322816_3118878_seed_ambiguous.png', ['drawers', 'sofa', 'couch']], ['http://object-naming-amore.upf.edu//2377909_715848_supercat_unique.png', ['food', 'pizza', 'cheese']], ['http://object-naming-amore.upf.edu//2319461_1001836_seed_ambiguous.png', ['chwir', 'chair', 'child']], ['http://object-naming-amore.upf.edu//2738_1034596_singleton_obj.png', ['truck', 'trees', 'van', 'car']], ['http://object-naming-amore.upf.edu//1593024_3711910_singleton_obj.png', ['t-shirt', 'table', 'wii', 'person', 'man']], ['http://object-naming-amore.upf.edu//2400953_3817613_singleton_obj.png', ['counter', 'diwplay', 'cabinet', 'display', 'desk']], ['http://object-naming-amore.upf.edu//2360594_787121_singleton_obj.png', ['kitchen island', 'counter', 'island', 'scallop', 'table', 'countertop']]]","['7b2264726177657273223a20227365726966222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b22636865657365223a20227365726966222c202270697a7a61223a2022617269616c227d', '7b226368776972223a202273616e732d6368616972222c20226368616972223a2022617269616c227d', '7b227472656573223a20227365726966222c202276616e223a2022617269616c227d', '7b22776969223a20227365726966222c20226d616e223a2022617269616c227d', '7b22646977706c6179223a202273616e732d646973706c6179222c2022636f756e746572223a2022617269616c227d', '7b227363616c6c6f70223a2022636f7572696572222c2022636f756e746572223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2384466_1309005_singleton_obj.png', ['prrson', 'person', 'woman']], ['http://object-naming-amore.upf.edu//2387369_1276563_supercat_ambiguous.png', ['gloves', 'dress', 'basket']], ['http://object-naming-amore.upf.edu//2399892_412997_supercat_unique.png', ['tablle', 'table', 'cake']], ['http://object-naming-amore.upf.edu//2384004_529019_supercat_unique.png', ['toes', 'dress', 't-shirt', 'chair']], ['http://object-naming-amore.upf.edu//2378680_558311_singleton_obj.png', ['countertop', 'counter', 'brush', 'tile', 'spot']], ['http://object-naming-amore.upf.edu//2362556_3513284_supercat_ambiguous.png', ['monk', 'dress', 'person', 'footwear', 'man']], ['http://object-naming-amore.upf.edu//2363764_1703843_supercat_unique.png', ['counter', 'stove', 'face', 'kitchen', 'countertop', 'table']]]","['7b22707272736f6e223a202273616e732d706572736f6e222c2022776f6d616e223a2022617269616c227d', '7b22676c6f766573223a20227365726966222c20226472657373223a2022617269616c227d', '7b227461626c6c65223a202273616e732d7461626c65222c20227461626c65223a2022617269616c227d', '7b22746f6573223a20227365726966222c20226368616972223a2022617269616c227d', '7b2273706f74223a20227365726966222c2022636f756e746572223a2022617269616c227d', '7b22666f6f7477656172223a20227365726966222c20226d616e223a2022617269616c227d', '7b2266616365223a20227365726966222c2022636f756e746572223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2316365_3209964_singleton_obj.png', ['leg', 'goat', 'sheep']], ['http://object-naming-amore.upf.edu//2350283_2641223_supercat_unique.png', ['cabinet', 'cupboard', 'cabinte']], ['http://object-naming-amore.upf.edu//2381360_1337202_singleton_obj.png', ['floor', 'bed', 'book']], ['http://object-naming-amore.upf.edu//2355004_2487518_supercat_ambiguous.png', ['chlid', 'child', 'kid', 'girl']], ['http://object-naming-amore.upf.edu//2363561_763886_supercat_unique.png', ['laptop', 'carpte', 'carpet', 'floor', 'rug']], ['http://object-naming-amore.upf.edu//2339919_949437_singleton_obj.png', ['vehicle', 'wheel', 'van', 'light', 'car']], ['http://object-naming-amore.upf.edu//2411555_310156_singleton_obj.png', ['player', 'person', 'man', 't-shirt', 'tennis player', 'persno']]]","['7b226c6567223a20227365726966222c20227368656570223a2022617269616c227d', '7b22636162696e7465223a202273616e732d636162696e6574222c2022636162696e6574223a2022617269616c227d', '7b22666c6f6f72223a20227365726966222c2022626564223a2022617269616c227d', '7b2263686c6964223a202273616e732d6368696c64222c20226769726c223a2022617269616c222c20226b6964223a2022626f6c642d6368696c64227d', '7b22636172707465223a202273616e732d636172706574222c2022636172706574223a2022617269616c222c2022727567223a2022626f6c642d636172706574227d', '7b226c69676874223a20227365726966222c2022636172223a2022617269616c227d', '7b22706572736e6f223a202273616e732d706572736f6e222c20226d616e223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2383615_1319061_supercat_unique.png', ['motorcycle', 'bike', 'mtoorcycle']], ['http://object-naming-amore.upf.edu//2317614_1019229_supercat_unique.png', ['bed', 'cot', 'map']], ['http://object-naming-amore.upf.edu//2341589_2137937_singleton_obj.png', ['tail', 'train', 'pole']], ['http://object-naming-amore.upf.edu//2356231_1825783_seed_ambiguous.png', ['airplne', 'airplane', 'helicopter', 'plane']], ['http://object-naming-amore.upf.edu//2359188_1876935_singleton_obj.png', ['overpass', 'bridge', 'car', 'cars', 'highway']], ['http://object-naming-amore.upf.edu//2370957_600698_singleton_obj.png', ['bed sheet', 'pillow', 'bed', 'seets', 'sheets']], ['http://object-naming-amore.upf.edu//2350172_3594893_supercat_unique.png', ['shirt', 'robe', 'jacket', 'bathrobe', 't-shirt', 'wall']]]","['7b226d746f6f726379636c65223a202273616e732d6d6f746f726379636c65222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b226d6170223a2022636f7572696572227d', '7b227461696c223a20227365726966222c2022747261696e223a2022617269616c227d', '7b22616972706c6e65223a202273616e732d616972706c616e65222c2022616972706c616e65223a2022617269616c222c2022706c616e65223a2022626f6c642d616972706c616e65227d', '7b2263617273223a20227365726966222c2022627269646765223a2022617269616c227d', '7b227365657473223a202273616e732d736865657473222c2022626564223a2022617269616c227d', '7b2277616c6c223a20227365726966227d']"
"[['http://object-naming-amore.upf.edu//2408384_1093485_seed_ambiguous.png', ['spaces', 'bench', 'bottle']], ['http://object-naming-amore.upf.edu//2413749_167089_supercat_unique.png', ['food', 'pizza', 'pizaa']], ['http://object-naming-amore.upf.edu//2335448_962900_seed_ambiguous.png', ['bonsai', 'bike', 'motorcycle']], ['http://object-naming-amore.upf.edu//2385023_690180_supercat_unique.png', ['table', 'mouse', 'desk', 'screen']], ['http://object-naming-amore.upf.edu//2395338_1206086_singleton_obj.png', ['liqid', 'toy', 'automobile', 'teddy bear', 'car']], ['http://object-naming-amore.upf.edu//2381701_702610_singleton_obj.png', ['man', 'tie', 'person', 'persson', 'speaker']], ['http://object-naming-amore.upf.edu//2395320_455816_singleton_obj.png', ['glove', 'baseball glove', 'ball', 'mitt', 'gove', 'baseball mitt']]]","['7b22737061636573223a2022636f7572696572222c202262656e6368223a2022617269616c227d', '7b2270697a6161223a202273616e732d70697a7a61222c202270697a7a61223a2022617269616c227d', '7b22626f6e736169223a2022636f7572696572222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b2273637265656e223a20227365726966222c20226465736b223a2022617269616c227d', '7b226c69716964223a2022636f7572696572222c2022636172223a2022617269616c222c20226175746f6d6f62696c65223a2022626f6c642d636172227d', '7b2270657273736f6e223a202273616e732d706572736f6e222c20226d616e223a2022617269616c227d', '7b22676f7665223a202273616e732d676c6f7665222c2022676c6f7665223a2022617269616c222c20226d697474223a2022626f6c642d676c6f7665227d']"
"[['http://object-naming-amore.upf.edu//2370187_3366101_singleton_obj.png', ['cat', 'kitten', 'fish']], ['http://object-naming-amore.upf.edu//2339301_3128258_singleton_obj.png', ['table', 'chair', 'wall']], ['http://object-naming-amore.upf.edu//2411687_308170_singleton_obj.png', ['couch', 'sofa', 'paw']], ['http://object-naming-amore.upf.edu//2360101_1713173_supercat_unique.png', ['splats', 'bench', 'shirt', 'man']], ['http://object-naming-amore.upf.edu//2364503_640689_singleton_obj.png', ['coffee', 'cofffee cup', 'coffee cup', 'drinks', 'cup']], ['http://object-naming-amore.upf.edu//2412397_195136_supercat_unique.png', ['sweater', 'tv', 'sweatshirt', 't-shirt', 'shirt']], ['http://object-naming-amore.upf.edu//2386738_3844157_supercat_unique.png', ['bun', 'coat', 'hotdog', 'jacket', 'sandwich', 'leather jacket']]]","['7b2266697368223a20227365726966222c2022636174223a2022617269616c227d', '7b2277616c6c223a20227365726966222c20227461626c65223a2022617269616c227d', '7b22706177223a20227365726966222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b2273706c617473223a2022636f7572696572222c202262656e6368223a2022617269616c227d', '7b22636f666666656520637570223a202273616e732d636f6666656520637570222c2022637570223a2022617269616c227d', '7b227476223a20227365726966222c20227368697274223a2022617269616c227d', '7b2262756e223a20227365726966222c20226a61636b6574223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2397019_438156_seed_ambiguous.png', ['flower', 'bowl', 'vase']], ['http://object-naming-amore.upf.edu//2372514_1805688_supercat_unique.png', ['tiered', 'truck', 'car']], ['http://object-naming-amore.upf.edu//2391205_1242828_singleton_obj.png', ['lady', 'woman', 'holder']], ['http://object-naming-amore.upf.edu//2361834_1873223_singleton_obj.png', ['bench', 't-shirt', 'shirt', 'amulet']], ['http://object-naming-amore.upf.edu//2370674_602401_singleton_obj.png', ['bread', 'burger', 'plate', 'dvr', 'sandwich']], ['http://object-naming-amore.upf.edu//2335770_3610572_singleton_obj.png', ['wheel', 'hatchet', 'dirt bike', 'motorcycle', 'motorbike']], ['http://object-naming-amore.upf.edu//2402008_1141559_singleton_obj.png', ['pineapple', 'student', 'boy', 'child', 'shirt', 'jacket']]]","['7b22666c6f776572223a20227365726966222c202276617365223a2022617269616c227d', '7b22746965726564223a2022636f7572696572222c2022747275636b223a2022617269616c227d', '7b22686f6c646572223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b22616d756c6574223a2022636f7572696572222c202262656e6368223a2022617269616c227d', '7b22647672223a2022636f7572696572222c202273616e6477696368223a2022617269616c227d', '7b2268617463686574223a2022636f7572696572222c20226d6f746f726379636c65223a2022617269616c222c20226d6f746f7262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b2270696e656170706c65223a20227365726966222c2022626f79223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2368027_748774_singleton_obj.png', ['horse', 'sand', 'shoe']], ['http://object-naming-amore.upf.edu//2376812_2742614_supercat_unique.png', ['shirt', 'car', 'mage']], ['http://object-naming-amore.upf.edu//1592468_1609797_singleton_obj.png', ['vehicle', 'window', 'train']], ['http://object-naming-amore.upf.edu//2329667_2856374_supercat_ambiguous.png', ['finger', 'chef', 'woman', 'shirt']], ['http://object-naming-amore.upf.edu//2358585_1846645_singleton_obj.png', ['pillow', 'sofa', 'table', 'futon', 'couch']], ['http://object-naming-amore.upf.edu//2358219_805003_supercat_unique.png', ['child', 'plate', 'girl', 'person', 'gpz']], ['http://object-naming-amore.upf.edu//2317577_1019585_singleton_obj.png', ['sofa', 'bed', 'futon', 'controller', 'couch', 'pillow']]]","['7b2273616e64223a20227365726966222c2022686f727365223a2022617269616c227d', '7b226d616765223a2022636f7572696572222c2022636172223a2022617269616c227d', '7b2277696e646f77223a20227365726966222c2022747261696e223a2022617269616c227d', '7b2266696e676572223a20227365726966222c2022776f6d616e223a2022617269616c227d', '7b227461626c65223a20227365726966222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d', '7b2267707a223a2022636f7572696572222c20226769726c223a2022617269616c227d', '7b22636f6e74726f6c6c6572223a20227365726966222c2022636f756368223a2022617269616c222c2022736f6661223a2022626f6c642d636f756368227d']"
"[['http://object-naming-amore.upf.edu//2387440_3639237_singleton_obj.png', ['bird', 'crow', 'grass']], ['http://object-naming-amore.upf.edu//2406191_325931_supercat_unique.png', ['car', 'pick', 'van']], ['http://object-naming-amore.upf.edu//2328038_3181130_singleton_obj.png', ['chair', 'window', 'bench']], ['http://object-naming-amore.upf.edu//2338088_955343_supercat_unique.png', ['sauce', 'soup', 'food', 'cheese']], ['http://object-naming-amore.upf.edu//2342140_3650157_singleton_obj.png', ['bathroom counter', 'counter', 'sink', 'reflection', 'countertop']], ['http://object-naming-amore.upf.edu//2347847_3907277_supercat_unique.png', ['bed cover', 'bed sheet', 'bed', 'pyjamas', 'discs']], ['http://object-naming-amore.upf.edu//2367346_2803747_singleton_obj.png', ['scone', 'kitchen', 'countertop', 'counter', 'food', 'plate']]]","['7b226772617373223a20227365726966222c202262697264223a2022617269616c227d', '7b227069636b223a2022636f7572696572222c202276616e223a2022617269616c227d', '7b2277696e646f77223a20227365726966222c202262656e6368223a2022617269616c227d', '7b22636865657365223a20227365726966222c2022736f7570223a2022617269616c227d', '7b227265666c656374696f6e223a20227365726966222c2022636f756e746572223a2022617269616c227d', '7b226469736373223a2022636f7572696572222c2022626564223a2022617269616c227d', '7b2273636f6e65223a2022636f7572696572222c2022636f756e746572223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2387108_1279341_supercat_unique.png', ['pizza', 'fod', 'food']], ['http://object-naming-amore.upf.edu//680_1636752_singleton_obj.png', ['metors', 'seagull', 'bird']], ['http://object-naming-amore.upf.edu//2386010_1290543_singleton_obj.png', ['eye', 'dog', 'mirror']], ['http://object-naming-amore.upf.edu//2385620_686749_singleton_obj.png', ['pizza', 'plate', 'food', 'fodo']], ['http://object-naming-amore.upf.edu//2327955_979117_supercat_ambiguous.png', ['teapot', 'pitcher', 'jug', 'stem', 'tea pot']], ['http://object-naming-amore.upf.edu//2369285_612612_supercat_unique.png', ['swiss army knife', 'pocket knife', 'key', 'coluums', 'knife']], ['http://object-naming-amore.upf.edu//2417364_3413370_singleton_obj.png', ['floor', 'carpet', 'carpdt', 'living room', 'chair', 'table']]]","['7b22666f64223a202273616e732d666f6f64222c202270697a7a61223a2022617269616c227d', '7b226d65746f7273223a2022636f7572696572222c202262697264223a2022617269616c227d', '7b22657965223a20227365726966222c2022646f67223a2022617269616c227d', '7b22666f646f223a202273616e732d666f6f64222c202270697a7a61223a2022617269616c227d', '7b227374656d223a20227365726966222c2022746561706f74223a2022617269616c227d', '7b22636f6c75756d73223a2022636f7572696572222c20226b6e696665223a2022617269616c227d', '7b22636172706474223a202273616e732d636172706574222c2022636172706574223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2350635_2154411_singleton_obj.png', ['cup', 'drink', 'letters']], ['http://object-naming-amore.upf.edu//2338368_954448_supercat_unique.png', ['shirt', 't-shirt', 'ts-hirt']], ['http://object-naming-amore.upf.edu//2344861_2719279_supercat_unique.png', ['bike', 'motorcycle', 'post']], ['http://object-naming-amore.upf.edu//2341397_2474435_supercat_ambiguous.png', ['vase', 'bottle', 'boytle', 'water bottle']], ['http://object-naming-amore.upf.edu//2354963_3010493_singleton_obj.png', ['goats', 'outward', 'animals', 'flock', 'sheep']], ['http://object-naming-amore.upf.edu//2384282_527630_singleton_obj.png', ['desktop', 'desktoop', 'desk', 'laptop', 'table']], ['http://object-naming-amore.upf.edu//2358956_797403_supercat_unique.png', ['jacket', 'dress', 'sweatshirt', 'carrot', 't-shirt', 'hoodie']]]","['7b226c657474657273223a20227365726966222c2022637570223a2022617269616c227d', '7b2274732d68697274223a202273616e732d742d7368697274222c20227368697274223a2022617269616c227d', '7b22706f7374223a20227365726966222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b22626f79746c65223a202273616e732d626f74746c65222c2022626f74746c65223a2022617269616c227d', '7b226f757477617264223a2022636f7572696572222c20227368656570223a2022617269616c227d', '7b226465736b746f6f70223a202273616e732d6465736b746f70222c20226465736b223a2022617269616c227d', '7b22636172726f74223a20227365726966222c20226a61636b6574223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2354426_3777310_singleton_obj.png', ['person', 'cow', 'bull']], ['http://object-naming-amore.upf.edu//1592215_1607347_singleton_obj.png', ['train', 'window', 'bus']], ['http://object-naming-amore.upf.edu//2372045_594485_singleton_obj.png', ['bush', 'plane', 'airplane']], ['http://object-naming-amore.upf.edu//2332529_969296_supercat_unique.png', ['hood', 'man', 'burger', 'person']], ['http://object-naming-amore.upf.edu//2330261_3062183_supercat_ambiguous.png', ['foods', 'bowl', 'boy', 'plate', 'soup']], ['http://object-naming-amore.upf.edu//2398756_1176317_singleton_obj.png', ['locomotive', 'train', 'birck', 'train engine', 'engine']], ['http://object-naming-amore.upf.edu//2414619_155142_singleton_obj.png', ['t-shirt', 'jacket', 'person', 'woman', 'pefson', 'gamer']]]","['7b22706572736f6e223a20227365726966222c202262756c6c223a2022617269616c227d', '7b2277696e646f77223a20227365726966222c2022747261696e223a2022617269616c227d', '7b2262757368223a20227365726966222c2022706c616e65223a2022617269616c222c2022616972706c616e65223a2022626f6c642d706c616e65227d', '7b22686f6f64223a2022636f7572696572222c20226d616e223a2022617269616c227d', '7b22626f79223a2022636f7572696572222c2022626f776c223a2022617269616c227d', '7b22626972636b223a2022636f7572696572222c2022747261696e223a2022617269616c222c20226c6f636f6d6f74697665223a2022626f6c642d656e67696e65227d', '7b22706566736f6e223a202273616e732d706572736f6e222c2022776f6d616e223a2022617269616c227d']"
"[['http://object-naming-amore.upf.edu//2407335_281452_singleton_obj.png', ['handle', 'skier', 'man']], ['http://object-naming-amore.upf.edu//2656_1649327_singleton_obj.png', ['hot air balloon', 'balloon', 'balllon']], ['http://object-naming-amore.upf.edu//2342658_931981_supercat_unique.png', ['polo', 'ploo', 'shirt']], ['http://object-naming-amore.upf.edu//2403437_1124786_seed_ambiguous.png', ['wheel', 'motorcycle', 'bike', 'mltorcycle']], ['http://object-naming-amore.upf.edu//2337344_958019_supercat_unique.png', ['boy', 'toddler', 'fork', 'kid', 'child']], ['http://object-naming-amore.upf.edu//2362124_2519998_seed_ambiguous.png', ['tie', 'man', 'person', 'couple', 'spear']], ['http://object-naming-amore.upf.edu//2390468_1249945_singleton_obj.png', ['skateboarder', 'man', 'person', 'skater', 'shoe', 'hoves']]]","['7b2268616e646c65223a20227365726966222c2022736b696572223a2022617269616c227d', '7b2262616c6c6c6f6e223a202273616e732d62616c6c6f6f6e222c202262616c6c6f6f6e223a2022617269616c227d', '7b22706c6f6f223a202273616e732d706f6c6f222c20227368697274223a2022617269616c227d', '7b226d6c746f726379636c65223a202273616e732d6d6f746f726379636c65222c20226d6f746f726379636c65223a2022617269616c222c202262696b65223a2022626f6c642d6d6f746f726379636c65227d', '7b22666f726b223a20227365726966222c2022626f79223a2022617269616c222c20226368696c64223a2022626f6c642d6b6964227d', '7b227370656172223a2022636f7572696572222c20226d616e223a2022617269616c227d', '7b22686f766573223a2022636f7572696572222c20226d616e223a2022617269616c227d']"
