,domain,word1,word2,relation,same_object,subrelation,totalfreq,freq-w1-w2,freq-w2-w1,domain_w1,domain_w2,syn_w1,syn_w2
2008,people,tie,person,crossclassified,,,195,121,74,clothing,people,0,0
2670,people,t-shirt,human,crossclassified,,,191,142,49,clothing,people,0,0
1259,people,girl,toddler,crossclassified,,,184,159,25,people,people,0,0
7,people,man,bat,crossclassified,,,182,168,14,people,people,0,0
370,people,girl,jacket,crossclassified,,,181,141,40,people,clothing,0,0
3682,people,woman,skater,crossclassified,,,180,118,62,people,people,0,0
436,people,man,teenager,crossclassified,,,177,169,8,people,people,0,0
1719,people,skier,shoe,crossclassified,,,177,167,10,people,people,0,0
1703,people,tennis player,bat,crossclassified,,,176,170,6,people,people,0,0
2939,people,t-shirt,lady,crossclassified,,,173,116,57,clothing,people,0,0
3869,people,woman,glass,crossclassified,,,171,170,1,people,home,0,0
964,people,girl,athlete,crossclassified,,,170,114,56,people,people,0,0
109,people,person,glass,crossclassified,,,169,102,67,people,home,0,0
374,people,child,jacket,crossclassified,,,168,153,15,people,clothing,0,0
2193,people,shoe,cap,crossclassified,,,167,94,73,people,people,0,0
981,people,boy,skateboard,crossclassified,,,166,137,29,people,people,0,0
2426,people,skier,boy,crossclassified,,,166,114,52,people,people,0,0
1559,people,woman,bag,crossclassified,,,164,163,1,people,people,0,0
439,people,boy,teenager,crossclassified,,,162,157,5,people,people,0,0
2416,people,person,coat,crossclassified,,,161,135,26,people,clothing,0,0
4679,people,snowboarder,woman,crossclassified,,,160,102,58,people,people,0,0
669,people,person,ball,crossclassified,,,159,81,78,people,people,0,0
882,people,child,human,crossclassified,,,156,139,17,people,people,0,0
1824,people,man,girl,crossclassified,,,155,95,60,people,people,0,0
17,people,player,helmet,crossclassified,,,154,119,35,people,people,0,0
720,people,kid,dress,crossclassified,,,154,122,32,people,clothing,0,0
4686,people,shoe,human,crossclassified,,,152,123,29,people,people,0,0
30,people,boy,helmet,crossclassified,,,151,122,29,people,people,0,0
2227,people,player,dress,crossclassified,,,149,134,15,people,clothing,0,0
706,people,baseball player,t-shirt,crossclassified,,,149,133,16,people,clothing,0,0
329,people,shirt,lady,crossclassified,,,146,88,58,clothing,people,0,0
26,people,baseball player,helmet,crossclassified,,,145,124,21,people,people,0,0
3992,people,woman,pant,crossclassified,,,145,137,8,people,people,0,0
2711,people,skier,girl,crossclassified,,,144,83,61,people,people,0,0
912,people,skater,human,crossclassified,,,143,139,4,people,people,0,0
914,people,skateboarder,human,crossclassified,,,142,135,7,people,people,0,0
2722,people,woman,bat,crossclassified,,,142,136,6,people,people,0,0
2192,people,shoe,pant,crossclassified,,,141,89,52,people,people,0,0
5634,people,t-shirt,jacket,crossclassified,,,141,91,50,clothing,clothing,0,0
10773,people,batter,child,crossclassified,,,140,71,69,people,people,0,0
14,people,batter,bat,crossclassified,,,137,120,17,people,people,0,0
707,people,baseball player,kid,crossclassified,,,136,94,42,people,people,0,0
585,people,tennis player,shirt,crossclassified,,,135,119,16,people,clothing,0,0
816,people,cap,kid,crossclassified,,,134,70,64,people,people,0,0
2197,people,t-shirt,pant,crossclassified,,,133,79,54,clothing,people,0,0
29,people,baseball player,bat,crossclassified,,,133,111,22,people,people,0,0
2198,people,cap,t-shirt,crossclassified,,,130,69,61,people,clothing,0,0
2091,people,player,human,crossclassified,,,130,118,12,people,people,0,0
1645,people,woman,umbrella,crossclassified,,,129,129,0,people,buildings,0,0
3053,people,man,coat,crossclassified,,,126,125,1,people,clothing,0,0
3480,people,woman,kid,crossclassified,,,126,88,38,people,people,0,0
3826,people,girl,skateboarder,crossclassified,,,126,64,62,people,people,0,0
2177,people,shoe,dress,crossclassified,,,123,104,19,people,clothing,0,0
3240,people,soccer player,child,crossclassified,,,123,68,55,people,people,0,0
3238,people,boy,ball,crossclassified,,,122,105,17,people,people,0,0
1690,people,skater,shirt,crossclassified,,,122,115,7,people,clothing,0,0
1699,people,skateboarder,shirt,crossclassified,,,122,116,6,people,clothing,0,0
3829,people,skater,girl,crossclassified,,,121,61,60,people,people,0,0
6498,people,person,plate,crossclassified,,,121,93,28,people,food,0,0
708,people,person,hat,crossclassified,,,120,105,15,people,clothing,0,0
6467,people,athlete,bat,crossclassified,,,120,66,54,people,people,0,0
9684,people,shirt,human,crossclassified,,,119,78,41,clothing,people,0,0
527,people,person,clothing,crossclassified,,,118,118,0,people,clothing,0,0
1721,people,man,skating,crossclassified,,,117,117,0,people,people,0,0
666,people,soccer player,shoe,crossclassified,,,117,76,41,people,people,0,0
1668,people,skateboarder,cap,crossclassified,,,116,110,6,people,people,0,0
1723,people,person,skating,crossclassified,,,116,107,9,people,people,0,0
1671,people,skater,cap,crossclassified,,,116,101,15,people,people,0,0
11,people,batter,helmet,crossclassified,,,115,106,9,people,people,0,0
2425,people,skier,kid,crossclassified,,,114,101,13,people,people,0,0
378,people,kid,jacket,crossclassified,,,112,91,21,people,clothing,0,0
2196,people,shoe,skateboard,crossclassified,,,112,82,30,people,people,0,0
4178,people,shirt,jacket,crossclassified,,,112,63,49,clothing,clothing,0,0
962,people,child,tennis player,crossclassified,,,111,81,30,people,people,0,0
3064,people,batter,shoe,crossclassified,,,111,89,22,people,people,0,0
1516,people,batter,cap,crossclassified,,,111,105,6,people,people,0,0
814,people,girl,cap,crossclassified,,,110,82,28,people,people,0,0
909,people,skateboarder,helmet,crossclassified,,,110,102,8,people,people,0,0
1859,people,person,cake,crossclassified,,,110,73,37,people,food,0,0
910,people,skater,helmet,crossclassified,,,109,89,20,people,people,0,0
2423,people,child,helmet,crossclassified,,,109,92,17,people,people,0,0
2006,people,boy,tie,crossclassified,,,108,87,21,people,clothing,0,0
11243,people,woman,soccer player,crossclassified,,,107,56,51,people,people,0,0
5183,people,batter,t-shirt,crossclassified,,,107,98,9,people,clothing,0,0
1368,people,man,teen,crossclassified,,,106,104,2,people,people,0,0
664,people,soccer player,ball,crossclassified,,,105,79,26,people,people,0,0
9644,people,bat,t-shirt,crossclassified,,,105,63,42,people,clothing,0,0
1920,people,athlete,cap,crossclassified,,,104,59,45,people,people,0,0
3828,people,person,mobile,crossclassified,,,104,85,19,people,people,0,0
3781,people,person,table,crossclassified,,,103,79,24,people,home,0,0
4215,people,man,glass,crossclassified,,,103,102,1,people,home,0,0
2186,people,skater,pant,crossclassified,,,102,80,22,people,people,0,0
3825,people,woman,mobile,crossclassified,,,102,99,3,people,people,0,0
699,people,child,athlete,crossclassified,,,101,72,29,people,people,0,0
883,people,kid,human,crossclassified,,,101,82,19,people,people,0,0
2225,people,athlete,shirt,crossclassified,,,101,58,43,people,clothing,0,0
3252,people,tennis player,ball,crossclassified,,,101,93,8,people,people,0,0
3540,people,shoe,jacket,crossclassified,,,101,72,29,people,clothing,0,0
1925,people,skater,skating,crossclassified,,,100,99,1,people,people,0,0
11647,people,boy,pant,crossclassified,,,100,80,20,people,people,0,0
655,people,girl,phone,crossclassified,,,100,61,39,people,people,0,0
1924,people,skateboarder,skating,crossclassified,,,100,99,1,people,people,0,0
4799,people,woman,ball,crossclassified,,,99,99,0,people,people,0,0
2188,people,skateboarder,pant,crossclassified,,,99,92,7,people,people,0,0
1367,people,boy,teen,crossclassified,,,98,97,1,people,people,0,0
2049,people,surfer,boy,crossclassified,,,97,74,23,people,people,0,0
1083,people,tennis player,cap,crossclassified,,,96,84,12,people,people,0,0
4565,people,t-shirt,guy,crossclassified,,,96,79,17,clothing,people,0,0
1855,people,person,pizza,crossclassified,,,95,59,36,people,food,0,0
2226,people,lady,dress,crossclassified,,,95,56,39,people,clothing,0,0
2873,people,woman,chair,crossclassified,,,95,93,2,people,home,0,0
4393,people,laptop,person,crossclassified,,,95,55,40,home,people,0,0
2414,people,woman,coat,crossclassified,,,94,94,0,people,clothing,0,0
11242,people,girl,soccer player,crossclassified,,,94,67,27,people,people,0,0
11418,people,woman,plate,crossclassified,,,93,93,0,people,food,0,0
630,people,child,ball,crossclassified,,,92,60,32,people,people,0,0
2933,people,person,gamer,crossclassified,,,92,73,19,people,people,0,0
1517,people,baseball player,shirt,crossclassified,,,91,79,12,people,clothing,0,0
2584,people,player,jersey,crossclassified,,,90,88,2,people,clothing,0,0
6099,people,surfer,girl,crossclassified,,,89,73,16,people,people,0,0
9633,people,shoe,bat,crossclassified,,,89,64,25,people,people,0,0
530,people,person,people,crossclassified,,,87,63,24,people,people,0,0
628,people,girl,ball,crossclassified,,,87,68,19,people,people,0,0
4387,people,man,laptop,crossclassified,,,87,77,10,people,home,0,0
8607,people,soccer player,t-shirt,crossclassified,,,86,73,13,people,clothing,0,0
3953,people,man,phone,crossclassified,,,85,79,6,people,people,0,0
728,people,umbrella,person,crossclassified,,,84,42,42,buildings,people,0,0
3253,people,ball,athlete,crossclassified,,,84,55,29,people,people,0,0
27253,people,person,umbrella,crossclassified,,,84,42,42,people,buildings,0,0
3241,people,soccer player,kid,crossclassified,,,84,58,26,people,people,0,0
10950,people,boy,bat,crossclassified,,,83,67,16,people,people,0,0
1127,people,skier,helmet,crossclassified,,,82,78,4,people,people,0,0
1201,people,batter,kid,crossclassified,,,82,57,25,people,people,0,0
1851,people,woman,cake,crossclassified,,,82,81,1,people,food,0,0
11476,people,t-shirt,male,crossclassified,,,82,74,8,clothing,people,0,0
9635,people,girl,bat,crossclassified,,,81,65,16,people,people,0,0
522,people,man,clothing,crossclassified,,,81,81,0,people,clothing,0,0
2011,people,child,tie,crossclassified,,,81,47,34,people,clothing,0,0
2590,people,cap,shirt,crossclassified,,,80,50,30,people,clothing,0,0
533,people,woman,clothing,crossclassified,,,79,79,0,people,clothing,0,0
2184,people,man,hat,crossclassified,,,79,75,4,people,clothing,0,0
5935,people,person,food,crossclassified,,,79,72,7,people,food,0,0
7772,people,phone,mobile,crossclassified,,,79,63,16,people,people,0,0
8303,people,umpire,man,crossclassified,,,78,41,37,people,people,0,0
670,people,ball,shoe,crossclassified,,,77,39,38,people,people,0,0
2090,people,tennis player,human,crossclassified,,,77,76,1,people,people,0,0
2170,people,baby,t-shirt,crossclassified,,,77,48,29,people,clothing,0,0
6454,people,woman,teenager,crossclassified,,,77,76,1,people,people,0,0
4323,people,woman,hair,crossclassified,,,76,67,9,people,people,0,0
4121,people,shoe,helmet,crossclassified,,,75,52,23,people,people,0,0
7381,people,child,bed,crossclassified,,,75,58,17,people,home,0,0
8552,people,tennis player,dress,crossclassified,,,75,72,3,people,clothing,0,0
2438,people,kid,helmet,crossclassified,,,74,49,25,people,people,0,0
1922,people,player,guy,crossclassified,,,74,69,5,people,people,0,0
2176,people,toddler,t-shirt,crossclassified,,,73,38,35,people,clothing,0,0
2838,people,t-shirt,teenager,crossclassified,,,73,55,18,clothing,people,0,0
4747,people,tie,shirt,crossclassified,,,73,60,13,clothing,clothing,0,0
6422,people,man,gamer,crossclassified,,,73,72,1,people,people,0,0
1828,people,person,bed,crossclassified,,,72,41,31,people,home,0,0
8158,people,player,pant,crossclassified,,,72,53,19,people,people,0,0
984,people,kid,athlete,crossclassified,,,71,51,20,people,people,0,0
2583,people,man,jersey,crossclassified,,,70,70,0,people,clothing,0,0
4325,people,girl,hair,crossclassified,,,70,55,15,people,people,0,0
7579,people,man,cake,crossclassified,,,70,68,2,people,food,0,0
1926,people,boy,skating,crossclassified,,,69,65,4,people,people,0,0
5603,people,couple,man,crossclassified,,,69,35,34,people,people,0,0
9492,people,girl,bag,crossclassified,,,69,42,27,people,people,0,0
2427,people,skier,human,crossclassified,,,68,63,5,people,people,0,0
2586,people,baseball player,jersey,crossclassified,,,68,65,3,people,clothing,0,0
422,people,skateboarder,guy,crossclassified,,,68,66,2,people,people,0,0
1850,people,woman,pizza,crossclassified,,,68,67,1,people,food,0,0
635,people,ball,t-shirt,crossclassified,,,67,48,19,people,clothing,0,0
2322,people,boy,pitcher,crossclassified,,,67,46,21,people,people,0,0
3159,people,child,cake,crossclassified,,,67,62,5,people,food,0,0
3777,people,woman,table,crossclassified,,,67,66,1,people,home,0,0
372,people,child,plate,crossclassified,,,67,64,3,people,food,0,0
1904,people,woman,hat,crossclassified,,,66,66,0,people,clothing,0,0
2428,people,skier,cap,crossclassified,,,66,66,0,people,people,0,0
9813,people,cap,human,crossclassified,,,66,54,12,people,people,0,0
368,people,girl,plate,crossclassified,,,65,49,16,people,food,0,0
424,people,skater,guy,crossclassified,,,65,60,5,people,people,0,0
4683,people,snowboarder,boy,crossclassified,,,65,38,27,people,people,0,0
10776,people,child,bat,crossclassified,,,64,60,4,people,people,0,0
4802,people,player,lady,crossclassified,,,63,57,6,people,people,0,0
8559,people,man,bag,crossclassified,,,63,59,4,people,people,0,0
4326,people,person,hair,crossclassified,,,63,52,11,people,people,0,0
2936,people,t-shirt,gamer,crossclassified,,,63,43,20,clothing,people,0,0
2837,people,girl,teenager,crossclassified,,,63,60,3,people,people,0,0
2167,people,baby,shirt,crossclassified,,,62,36,26,people,clothing,0,0
4481,people,woman,watch,crossclassified,,,62,60,2,people,people,0,0
8300,people,t-shirt,female,crossclassified,,,62,57,5,clothing,people,0,0
13664,people,tennis player,kid,crossclassified,,,62,39,23,people,people,0,0
538,people,shirt,guy,crossclassified,,,61,46,15,clothing,people,0,0
2874,people,jacket,human,crossclassified,,,61,36,25,clothing,people,0,0
5620,people,boy,plate,crossclassified,,,61,53,8,people,food,0,0
1852,people,woman,food,crossclassified,,,60,59,1,people,food,0,0
3686,people,skater,jacket,crossclassified,,,60,53,7,people,clothing,0,0
7549,people,man,lady,crossclassified,,,59,52,7,people,people,0,0
11024,people,woman,laptop,crossclassified,,,59,55,4,people,home,0,0
4320,people,surfer,t-shirt,crossclassified,,,58,58,0,people,clothing,0,0
5170,people,boy,phone,crossclassified,,,58,54,4,people,people,0,0
6522,people,person,wheel,crossclassified,,,58,54,4,people,vehicles,0,0
3997,people,girl,pant,crossclassified,,,58,42,16,people,people,0,0
314,people,child,chair,crossclassified,,,58,55,3,people,home,0,0
531,people,person,shorts,crossclassified,,,58,49,9,people,people,0,0
437,people,man,suit,crossclassified,,,57,57,0,people,clothing,0,0
1837,people,boy,bed,crossclassified,,,57,52,5,people,home,0,0
3318,people,jacket,dress,crossclassified,,,57,30,27,clothing,clothing,0,0
17450,people,cap,dress,crossclassified,,,57,43,14,people,clothing,0,0
8941,people,girl,cake,crossclassified,,,56,50,6,people,food,0,0
14343,people,baseball player,pant,crossclassified,,,56,49,7,people,people,0,0
5632,people,skateboarder,jacket,crossclassified,,,56,52,4,people,clothing,0,0
2680,people,pitcher,cap,crossclassified,,,56,50,6,people,people,0,0
2228,people,human,dress,crossclassified,,,56,30,26,people,clothing,0,0
932,people,player,jacket,crossclassified,,,56,51,5,people,clothing,0,0
526,people,man,shorts,crossclassified,,,55,55,0,people,people,0,0
4324,people,woman,grill,crossclassified,,,55,55,0,people,buildings,0,0
8855,people,catcher,shoe,crossclassified,,,55,42,13,people,people,0,0
10973,people,person,bottle,crossclassified,,,55,42,13,people,home,0,0
17987,people,woman,camera,crossclassified,,,55,46,9,people,people,0,0
4680,people,snowboarder,shoe,crossclassified,,,54,47,7,people,people,0,0
13670,people,man,table,crossclassified,,,54,52,2,people,home,0,0
8666,people,child,toy,crossclassified,,,54,50,4,people,home,0,0
321,people,shoe,guy,crossclassified,,,54,44,10,people,people,0,0
3969,people,person,camera,crossclassified,,,54,44,10,people,people,0,0
1515,people,batter,shirt,crossclassified,,,54,49,5,people,clothing,0,0
986,people,kid,skateboard,crossclassified,,,54,38,16,people,people,0,0
4408,people,person,pants,crossclassified,,,53,42,11,people,home,0,0
6355,people,snowboarder,jacket,crossclassified,,,53,49,4,people,clothing,0,0
11652,people,book,person,crossclassified,,,53,30,23,home,people,0,0
1562,people,jacket,lady,crossclassified,,,52,31,21,clothing,people,0,0
2174,people,toddler,shirt,crossclassified,,,52,28,24,people,clothing,0,0
2221,people,athlete,dress,crossclassified,,,52,38,14,people,clothing,0,0
8665,people,girl,toy,crossclassified,,,52,47,5,people,home,0,0
12882,people,helmet,athlete,crossclassified,,,52,29,23,people,people,0,0
4804,people,tennis player,lady,crossclassified,,,51,46,5,people,people,0,0
11650,people,woman,book,crossclassified,,,51,42,9,people,home,0,0
10986,people,child,pant,crossclassified,,,51,46,5,people,people,0,0
5341,people,helmet,t-shirt,crossclassified,,,51,36,15,people,clothing,0,0
6268,people,t-shirt,glass,crossclassified,,,51,28,23,clothing,home,0,0
4012,people,couple,person,crossclassified,,,51,36,15,people,people,0,0
3871,people,shirt,glass,crossclassified,,,51,27,24,clothing,home,0,0
3242,people,ball,kid,crossclassified,,,51,36,15,people,people,0,0
19,people,player,uniform,crossclassified,,,51,49,2,people,clothing,0,0
2587,people,person,jersey,crossclassified,,,50,45,5,people,clothing,0,0
2887,people,bench,person,crossclassified,,,50,27,23,home,people,0,0
6266,people,girl,glass,crossclassified,,,49,30,19,people,home,0,0
10959,people,kid,bat,crossclassified,,,49,37,12,people,people,0,0
8856,people,catcher,helmet,crossclassified,,,49,49,0,people,people,0,0
8342,people,boy,clothing,crossclassified,,,49,47,2,people,clothing,0,0
5633,people,shoe,skating,crossclassified,,,49,42,7,people,people,0,0
2932,people,woman,gamer,crossclassified,,,49,49,0,people,people,0,0
2124,people,person,eye glass,crossclassified,,,49,37,12,people,people,0,0
725,people,girl,umbrella,crossclassified,,,49,31,18,people,buildings,0,0
698,people,child,hat,crossclassified,,,49,43,6,people,clothing,0,0
309,people,man,chair,crossclassified,,,48,48,0,people,home,0,0
9260,people,woman,bride,crossclassified,,,48,39,9,people,people,0,0
5182,people,man,hitter,crossclassified,,,47,46,1,people,people,0,0
7379,people,child,phone,crossclassified,,,47,43,4,people,people,0,0
6222,people,child,doll,crossclassified,,,47,47,0,people,home,0,0
1518,people,woman,banana,crossclassified,,,47,47,0,people,home,0,0
3694,people,woman,face,crossclassified,,,47,36,11,people,people,0,0
2326,people,player,teenager,crossclassified,,,47,42,5,people,people,0,0
1653,people,person,eyeglass,crossclassified,,,47,30,17,people,people,0,0
1132,people,woman,helmet,crossclassified,,,46,41,5,people,people,0,0
1228,people,child,table,crossclassified,,,46,45,1,people,home,0,0
2117,people,woman,tie,crossclassified,,,46,41,5,people,clothing,0,0
3832,people,girl,mobile,crossclassified,,,46,34,12,people,people,0,0
5211,people,skier,shirt,crossclassified,,,46,45,1,people,clothing,0,0
5767,people,phone,t-shirt,crossclassified,,,46,23,23,people,clothing,0,0
8852,people,catcher,umpire,crossclassified,,,46,38,8,people,people,0,0
9605,people,t-shirt,phone,crossclassified,,,46,23,23,clothing,people,0,0
3161,people,kid,cake,crossclassified,,,45,36,9,people,food,0,0
