,domain,word1,word2,relation,same_object,subrelation,totalfreq,freq-w1-w2,freq-w2-w1,domain_w1,domain_w2,syn_w1,syn_w2
2476,clothing,shirt,top,crossclassified,t,overlapping,112,112,0,clothing,clothing,0,0
1597,clothing,coat,woman,crossclassified,f,Supports.2,111,76,35,clothing,people,0,0
2477,clothing,shirt,cake,crossclassified,f,adjacent,110,108,2,clothing,food,0,0
5052,clothing,suit,man,crossclassified,f,Supports.2,107,97,10,clothing,people,0,0
36,clothing,jacket,person,crossclassified,f,Supports.2,106,101,5,clothing,people,0,0
6060,clothing,tie,blazer,crossclassified,f,adjacent,102,88,14,clothing,clothing,0,0
4207,clothing,shirt,blazer,crossclassified,t,overlapping,97,67,30,clothing,clothing,0,0
5510,clothing,tie,man,crossclassified,f,Supports.2,97,75,22,clothing,people,0,0
1022,clothing,shirt,polo,crossclassified,t,overlapping,95,95,0,clothing,clothing,0,0
2156,clothing,shirt,phone,crossclassified,f,adjacent,91,88,3,clothing,people,0,0
2793,clothing,sweater,dress,crossclassified,t,overlapping,88,62,26,clothing,clothing,0,0
1912,clothing,vest,jacket,crossclassified,t,overlapping,87,52,35,clothing,clothing,0,0
5425,clothing,suit,tuxedo,crossclassified,t,Hypernym.1,86,84,2,clothing,clothing,0,0
2856,clothing,shirt,glass,crossclassified,f,adjacent,83,77,6,clothing,home,0,0
5430,clothing,jacket,tuxedo,crossclassified,t,Hypernym.1,83,78,5,clothing,clothing,0,0
7361,clothing,shirt,pizza,crossclassified,f,adjacent,80,80,0,clothing,food,0,0
7931,clothing,tie,dress shirt,crossclassified,f,Supports.2,79,74,5,clothing,clothing,0,0
755,clothing,shirt,boy,crossclassified,f,Supports.2,79,73,6,clothing,people,0,0
5432,clothing,jacket,court,crossclassified,t,Hypernym.1,78,78,0,clothing,clothing,0,0
935,clothing,hood,car,crossclassified,f,adjacent,75,63,12,clothing,vehicles,0,0
1025,clothing,t-shirt,polo,crossclassified,t,overlapping,74,59,15,clothing,clothing,0,0
2895,clothing,t-shirt,blouse,crossclassified,t,overlapping,71,40,31,clothing,clothing,0,0
4488,clothing,jacket,uniform,crossclassified,t,overlapping,70,58,12,clothing,clothing,0,0
1182,clothing,t-shirt,woman,crossclassified,f,Supports.2,69,43,26,clothing,people,0,0
4708,clothing,hat,beanie,crossclassified,t,Hypernym.1,68,68,0,clothing,clothing,0,0
1862,clothing,shirt,food,crossclassified,f,adjacent,67,66,1,clothing,food,0,0
10355,clothing,robe,jacket,crossclassified,t,overlapping,65,34,31,clothing,clothing,0,0
1590,clothing,coat,person,crossclassified,f,Supports.2,64,44,20,clothing,people,0,0
2047,clothing,shirt,necktie,crossclassified,f,adjacent,64,38,26,clothing,clothing,0,0
4310,clothing,shirt,plate,crossclassified,f,adjacent,62,56,6,clothing,food,0,0
6777,clothing,jacket,phone,crossclassified,f,adjacent,62,58,4,clothing,people,0,0
1397,clothing,tie,t-shirt,crossclassified,f,Supports.2,61,45,16,clothing,clothing,0,0
5903,clothing,suit,dress,crossclassified,t,overlapping,61,49,12,clothing,clothing,0,0
2644,clothing,shirt,clothes,crossclassified,t,Hypernym.2,59,52,7,clothing,clothing,0,0
5897,clothing,vest,tie,crossclassified,f,adjacent,57,31,26,clothing,clothing,0,0
13241,clothing,man,clothing,crossclassified,f,Supports.1,56,41,15,people,clothing,0,0
6805,clothing,shirt,girl,crossclassified,f,Supports.2,56,54,2,clothing,people,0,0
2703,clothing,sweatshirt,coat,crossclassified,t,overlapping,55,30,25,clothing,clothing,0,0
4092,clothing,woman,clothing,crossclassified,f,Supports.1,54,37,17,people,clothing,0,0
4231,clothing,sweater,woman,crossclassified,f,Supports.2,54,37,17,clothing,people,0,0
1861,clothing,shirt,donut,crossclassified,f,adjacent,54,48,6,clothing,food,0,0
2155,clothing,shirt,mobile,crossclassified,f,adjacent,53,51,2,clothing,people,0,0
6105,clothing,tie,dress,crossclassified,,,53,41,12,clothing,clothing,0,0
756,clothing,shirt,child,crossclassified,,,52,45,7,clothing,people,0,0
5833,clothing,banana,shirt,crossclassified,,,52,29,23,home,clothing,0,0
2654,clothing,jacket,blouse,crossclassified,,,51,36,15,clothing,clothing,0,0
5428,clothing,suit,court,crossclassified,,,51,51,0,clothing,clothing,0,0
8807,clothing,t-shirt,top,crossclassified,,,51,44,7,clothing,clothing,0,0
6448,clothing,coat,court,crossclassified,,,50,50,0,clothing,clothing,0,0
2653,clothing,jacket,clothes,crossclassified,,,49,46,3,clothing,clothing,0,0
8906,clothing,shirt,doll,crossclassified,,,46,39,7,clothing,home,0,0
6125,clothing,dress,kimono,crossclassified,,,46,28,18,clothing,clothing,0,0
1146,clothing,shirt,outfit,crossclassified,,,45,45,0,clothing,clothing,0,0
907,clothing,shirt,torso,crossclassified,,,44,44,0,clothing,clothing,0,0
5896,clothing,shirt,court,crossclassified,,,44,43,1,clothing,clothing,0,0
9148,clothing,hat,cat,crossclassified,,,44,44,0,clothing,animals_plants,0,0
11055,clothing,shirt,watch,crossclassified,,,44,36,8,clothing,people,0,0
4203,clothing,jacket,scarf,crossclassified,,,43,41,2,clothing,clothing,0,0
6108,clothing,vest,coat,crossclassified,,,43,29,14,clothing,clothing,0,0
7280,clothing,shirt,laptop,crossclassified,,,43,40,3,clothing,home,0,0
4581,clothing,t-shirt,boy,crossclassified,,,42,34,8,clothing,people,0,0
6376,clothing,tie,court,crossclassified,,,42,42,0,clothing,clothing,0,0
6779,clothing,coat,phone,crossclassified,,,42,38,4,clothing,people,0,0
7263,clothing,shirt,toy,crossclassified,,,42,26,16,clothing,home,0,0
11477,clothing,jacket,trench coat,crossclassified,,,42,42,0,clothing,clothing,0,0
1791,clothing,shirt,arm,crossclassified,,,41,36,5,clothing,clothing,0,0
7396,clothing,jacket,boy,crossclassified,,,41,39,2,clothing,people,0,0
900,clothing,dress,tank top,crossclassified,,,41,24,17,clothing,clothing,0,0
38,clothing,sweatshirt,man,crossclassified,,,41,24,17,clothing,people,0,0
5353,clothing,shirt,necklace,crossclassified,,,40,40,0,clothing,clothing,0,0
1148,clothing,shirt,bat,crossclassified,,,39,39,0,clothing,people,0,0
2790,clothing,jacket,chair,crossclassified,,,39,36,3,clothing,home,0,0
2799,clothing,dress,chair,crossclassified,,,39,38,1,clothing,home,0,0
3454,clothing,t-shirt,cake,crossclassified,,,38,34,4,clothing,food,0,0
3659,clothing,man,dress,crossclassified,,,38,25,13,people,clothing,0,0
6093,clothing,uniform,t-shirt,crossclassified,,,38,23,15,clothing,clothing,0,0
14957,clothing,jacket,cake,crossclassified,,,38,37,1,clothing,food,0,0
2362,clothing,shirt,bag,crossclassified,,,37,27,10,clothing,people,0,0
4711,clothing,hat,dog,crossclassified,,,37,37,0,clothing,animals_plants,0,0
25017,clothing,dress,toy,crossclassified,,,37,37,0,clothing,home,0,0
31582,clothing,shirt,apron,crossclassified,,,37,30,7,clothing,clothing,0,0
14268,clothing,jacket,dog,crossclassified,,,36,35,1,clothing,animals_plants,0,0
8750,clothing,jacket,mobile,crossclassified,,,36,29,7,clothing,people,0,0
6088,clothing,jersey,uniform,crossclassified,,,36,32,4,clothing,clothing,0,0
2364,clothing,jacket,bag,crossclassified,,,36,36,0,clothing,people,0,0
1966,clothing,shirt,hand,crossclassified,,,36,33,3,clothing,people,0,0
13531,clothing,shirt,collar,crossclassified,,,35,26,9,clothing,clothing,0,0
16094,clothing,tie,tuxedo,crossclassified,,,35,27,8,clothing,clothing,0,0
4494,clothing,uniform,coat,crossclassified,,,34,17,17,clothing,clothing,0,0
8756,clothing,phone,mobile,crossclassified,,,34,25,9,people,people,0,0
12866,clothing,dress,skirt,crossclassified,,,34,34,0,clothing,people,0,0
22608,clothing,coat,uniform,crossclassified,,,34,17,17,clothing,clothing,0,0
400,clothing,robe,coat,crossclassified,,,33,20,13,clothing,clothing,0,0
2475,clothing,dress,cake,crossclassified,,,33,22,11,clothing,food,0,0
4128,clothing,sweater,blouse,crossclassified,,,33,26,7,clothing,clothing,0,0
13532,clothing,shirt,bowtie,crossclassified,,,33,30,3,clothing,clothing,0,0
16871,clothing,shirt,sandwich,crossclassified,,,33,32,1,clothing,food,0,0
10362,clothing,robe,dress,crossclassified,,,32,17,15,clothing,clothing,0,0
21027,clothing,t-shirt,person,crossclassified,,,32,25,7,clothing,people,0,0
11928,clothing,jacket,glass,crossclassified,,,32,29,3,clothing,home,0,0
6130,clothing,uniform,suit,crossclassified,,,32,20,12,clothing,clothing,0,0
2894,clothing,blouse,woman,crossclassified,,,32,19,13,clothing,people,0,0
2651,clothing,jacket,top,crossclassified,,,32,29,3,clothing,clothing,0,0
751,clothing,shirt,toothbrush,crossclassified,,,31,31,0,clothing,people,0,0
2643,clothing,shirt,cloth,crossclassified,,,31,30,1,clothing,home,0,0
2647,clothing,dress,cloth,crossclassified,,,31,29,2,clothing,home,0,0
3920,clothing,jacket,food,crossclassified,,,31,30,1,clothing,food,0,0
6810,clothing,jacket,girl,crossclassified,,,31,29,2,clothing,people,0,0
902,clothing,dress,person,crossclassified,,,30,17,13,clothing,people,0,0
7858,clothing,jacket,outfit,crossclassified,,,30,27,3,clothing,clothing,0,0
17326,clothing,t-shirt,plate,crossclassified,,,30,21,9,clothing,food,0,0
17449,clothing,suit,t-shirt,crossclassified,,,30,23,7,clothing,clothing,0,0
27256,clothing,shirt,burger,crossclassified,,,30,30,0,clothing,food,0,0
4211,clothing,coat,scarf,crossclassified,,,29,23,6,clothing,clothing,0,0
5774,clothing,man,cap,crossclassified,,,29,19,10,people,people,0,0
3919,clothing,jacket,hotdog,crossclassified,,,29,25,4,clothing,food,0,0
752,clothing,shirt,brush,crossclassified,,,28,28,0,clothing,people,0,0
2474,clothing,dress,bag,crossclassified,,,28,22,6,clothing,people,0,0
7320,clothing,t-shirt,child,crossclassified,,,28,20,8,clothing,people,0,0
1023,clothing,shirt,ball,crossclassified,,,27,24,3,clothing,people,0,0
2788,clothing,jacket,arm,crossclassified,,,27,22,5,clothing,clothing,0,0
2789,clothing,jacket,bench,crossclassified,,,27,25,2,clothing,home,0,0
3793,clothing,shirt,cellphone,crossclassified,,,27,27,0,clothing,people,0,0
18347,clothing,shirt,chest,crossclassified,,,27,27,0,clothing,clothing,0,0
20212,clothing,shirt,knife,crossclassified,,,27,26,1,clothing,home,0,0
21385,clothing,shirt,cat,crossclassified,,,27,18,9,clothing,animals_plants,0,0
23655,clothing,dress,doll,crossclassified,,,27,26,1,clothing,home,0,0
8748,clothing,coat,mobile,crossclassified,,,26,19,7,clothing,people,0,0
20625,clothing,shirt,hotdog,crossclassified,,,26,26,0,clothing,food,0,0
13027,clothing,jacket,donut,crossclassified,,,26,25,1,clothing,food,0,0
12123,clothing,shirt,chain,crossclassified,,,26,26,0,clothing,clothing,0,0
8901,clothing,jacket,doll,crossclassified,,,26,25,1,clothing,home,0,0
7399,clothing,coat,boy,crossclassified,,,26,17,9,clothing,people,0,0
5352,clothing,shirt,cardigan,crossclassified,,,26,26,0,clothing,clothing,0,0
3570,clothing,dress,girl,crossclassified,,,26,23,3,clothing,people,0,0
3312,clothing,t-shirt,bat,crossclassified,,,26,18,8,clothing,people,0,0
2792,clothing,shirt,chair,crossclassified,,,26,21,5,clothing,home,0,0
3795,clothing,t-shirt,phone,crossclassified,,,25,20,5,clothing,people,0,0
24065,clothing,hat,umbrella,crossclassified,,,25,15,10,clothing,buildings,0,0
5771,clothing,hat,man,crossclassified,,,25,19,6,clothing,people,0,0
4493,clothing,coat,bag,crossclassified,,,25,22,3,clothing,people,0,0
2985,clothing,shirt,shoulder,crossclassified,,,25,25,0,clothing,clothing,0,0
2735,clothing,dress,phone,crossclassified,,,25,23,2,clothing,people,0,0
754,clothing,shirt,bottle,crossclassified,,,25,20,5,clothing,home,0,0
10210,clothing,t-shirt,pizza,crossclassified,,,24,20,4,clothing,food,0,0
31581,clothing,apron,dress,crossclassified,,,24,13,11,clothing,clothing,0,0
14278,clothing,shirt,dog,crossclassified,,,24,20,4,clothing,animals_plants,0,0
13585,clothing,shirt,shoulders,crossclassified,,,24,24,0,clothing,clothing,0,0
12827,clothing,coat,clothes,crossclassified,,,24,22,2,clothing,clothing,0,0
11056,clothing,t-shirt,watch,crossclassified,,,24,17,7,clothing,people,0,0
5685,clothing,shirt,ring,crossclassified,,,24,23,1,clothing,clothing,0,0
5153,clothing,jacket,pizza,crossclassified,,,24,21,3,clothing,food,0,0
2857,clothing,t-shirt,glass,crossclassified,,,24,21,3,clothing,home,0,0
2365,clothing,jacket,camera,crossclassified,,,24,24,0,clothing,people,0,0
1868,clothing,t-shirt,food,crossclassified,,,24,20,4,clothing,food,0,0
347,clothing,shirt,player,crossclassified,,,24,24,0,clothing,people,0,0
2112,clothing,polo,polo shirt,crossclassified,,,23,15,8,clothing,clothing,0,0
3301,clothing,shirt,tennis player,crossclassified,,,23,23,0,clothing,people,0,0
6470,clothing,shirt,cap,crossclassified,,,23,16,7,clothing,people,0,0
8894,clothing,jacket,toy,crossclassified,,,23,22,1,clothing,home,0,0
9454,clothing,sweater,top,crossclassified,,,23,20,3,clothing,clothing,0,0
9776,clothing,shirt,costume,crossclassified,,,23,20,3,clothing,clothing,0,0
21503,clothing,shirt,tuxedo,crossclassified,,,23,12,11,clothing,clothing,0,0
30980,clothing,shirt,spoon,crossclassified,,,23,23,0,clothing,home,0,0
9606,clothing,hood,cat,crossclassified,,,22,22,0,clothing,animals_plants,0,0
22612,clothing,uniform,tie,crossclassified,,,22,16,6,clothing,clothing,0,0
21858,clothing,suit,overcoat,crossclassified,,,22,19,3,clothing,clothing,0,0
9212,clothing,jacket,costume,crossclassified,,,22,20,2,clothing,clothing,0,0
8442,clothing,jacket,knife,crossclassified,,,22,15,7,clothing,home,0,0
4775,clothing,coat,chair,crossclassified,,,22,19,3,clothing,home,0,0
2791,clothing,shirt,bench,crossclassified,,,22,22,0,clothing,home,0,0
1027,clothing,t-shirt,ball,crossclassified,,,21,14,7,clothing,people,0,0
4065,clothing,jacket,statue,crossclassified,,,21,20,1,clothing,animals_plants,0,0
5317,clothing,jacket,skier,crossclassified,,,21,21,0,clothing,people,0,0
7094,clothing,sweater,boy,crossclassified,,,21,13,8,clothing,people,0,0
13225,clothing,jacket,watch,crossclassified,,,21,18,3,clothing,people,0,0
20058,clothing,coat,cake,crossclassified,,,21,16,5,clothing,food,0,0
35700,clothing,shirt,frisbee,crossclassified,,,21,12,9,clothing,people,0,0
8907,clothing,toy,bear,crossclassified,,,20,12,8,home,animals_plants,0,0
9795,clothing,t-shirt,torso,crossclassified,,,20,19,1,clothing,clothing,0,0
14964,clothing,sweatshirt,dress,crossclassified,,,20,13,7,clothing,clothing,0,0
7777,clothing,blazer,man,crossclassified,,,20,14,6,clothing,people,0,0
5902,clothing,suit,dress shirt,crossclassified,,,20,12,8,clothing,clothing,0,0
5108,clothing,sweater,tie,crossclassified,,,20,14,6,clothing,clothing,0,0
50836,clothing,shirt,bib,crossclassified,,,19,19,0,clothing,clothing,0,0
9784,clothing,outfit,t-shirt,crossclassified,,,19,10,9,clothing,clothing,0,0
8902,clothing,shirt,bear,crossclassified,,,19,19,0,clothing,animals_plants,0,0
7249,clothing,hat,toy,crossclassified,,,19,19,0,clothing,home,0,0
6813,clothing,jacket,child,crossclassified,,,19,17,2,clothing,people,0,0
6812,clothing,jacket,cardigan,crossclassified,,,19,18,1,clothing,clothing,0,0
6516,clothing,t-shirt,tennis player,crossclassified,,,19,16,3,clothing,people,0,0
6087,clothing,jersey,man,crossclassified,,,19,17,2,clothing,people,0,0
5318,clothing,coat,skier,crossclassified,,,19,15,4,clothing,people,0,0
4475,clothing,sweatshirt,woman,crossclassified,,,19,13,6,clothing,people,0,0
3706,clothing,shirt,raincoat,crossclassified,,,19,14,5,clothing,clothing,0,0
1026,clothing,t-shirt,player,crossclassified,,,19,18,1,clothing,people,0,0
4124,clothing,jacket,hand,crossclassified,,,19,18,1,clothing,people,0,0
12634,clothing,t-shirt,arm,crossclassified,,,18,14,4,clothing,clothing,0,0
25081,clothing,jacket,banana,crossclassified,,,18,9,9,clothing,home,0,0
6889,clothing,shirt,neck,crossclassified,,,18,18,0,clothing,clothing,0,0
26220,clothing,tuxedo,coat,crossclassified,,,18,10,8,clothing,clothing,0,0
45152,clothing,kimono,shirt,crossclassified,,,18,18,0,clothing,clothing,0,0
11129,clothing,phone,clothing,crossclassified,,,18,12,6,people,clothing,0,0
12500,clothing,jacket,torso,crossclassified,,,18,18,0,clothing,clothing,0,0
2798,clothing,dress,bench,crossclassified,,,18,17,1,clothing,home,0,0
8903,clothing,shirt,teddy bear,crossclassified,,,18,18,0,clothing,home,0,0
7859,clothing,coat,girl,crossclassified,,,18,18,0,clothing,people,0,0
6964,clothing,jacket,pant,crossclassified,,,18,18,0,clothing,people,0,0
5826,clothing,banana,jacket,crossclassified,,,18,9,9,home,clothing,0,0
4574,clothing,vest,t-shirt,crossclassified,,,18,13,5,clothing,clothing,0,0
2737,clothing,dress,mobile,crossclassified,,,18,14,4,clothing,people,0,0
51887,clothing,jacket,cat,crossclassified,,,17,16,1,clothing,animals_plants,0,0
36182,clothing,camera,coat,crossclassified,,,17,12,5,people,clothing,0,0
29868,clothing,glove,ball,crossclassified,,,17,17,0,clothing,people,0,0
21756,clothing,glove,hand,crossclassified,,,17,17,0,clothing,people,0,0
16878,clothing,suit,costume,crossclassified,,,17,12,5,clothing,clothing,0,0
16533,clothing,robe,clothes,crossclassified,,,17,14,3,clothing,clothing,0,0
14952,clothing,sweater,cake,crossclassified,,,17,13,4,clothing,food,0,0
10624,clothing,shirt,strap,crossclassified,,,17,17,0,clothing,clothing,0,0
8916,clothing,bear,teddy bear,crossclassified,,,17,12,5,animals_plants,home,0,0
4329,clothing,polo,man,crossclassified,,,17,12,5,clothing,people,0,0
4089,clothing,dress,vest,crossclassified,,,17,9,8,clothing,clothing,0,0
3926,clothing,coat,food,crossclassified,,,17,14,3,clothing,food,0,0
2652,clothing,jacket,cloth,crossclassified,,,17,16,1,clothing,home,0,0
21505,clothing,jacket,bowtie,crossclassified,,,16,12,4,clothing,clothing,0,0
16545,clothing,shirt,poncho,crossclassified,,,16,15,1,clothing,clothing,0,0
16737,clothing,shirt,pyjamas,crossclassified,,,16,16,0,clothing,clothing,0,0
19265,clothing,jacket,goat,crossclassified,,,16,8,8,clothing,animals_plants,0,0
21504,clothing,suit,bowtie,crossclassified,,,16,12,4,clothing,clothing,0,0
15012,clothing,t-shirt,girl,crossclassified,,,16,14,2,clothing,people,0,0
24245,clothing,necklace,dress,crossclassified,,,16,9,7,clothing,clothing,0,0
29838,clothing,bowtie,bow,crossclassified,,,16,15,1,clothing,clothing,0,0
32726,clothing,coat,doll,crossclassified,,,16,10,6,clothing,home,0,0
72157,clothing,goat,jacket,crossclassified,,,16,8,8,animals_plants,clothing,0,0
16280,clothing,shirt,baby,crossclassified,,,16,16,0,clothing,people,0,0
30133,clothing,vent,hood,crossclassified,,,16,16,0,clothing,clothing,0,0
15011,clothing,t-shirt,banana,crossclassified,,,16,11,5,clothing,home,0,0
7860,clothing,coat,outfit,crossclassified,,,16,16,0,clothing,clothing,0,0
14954,clothing,shirt,bun,crossclassified,,,16,16,0,clothing,food,0,0
5904,clothing,suit,clothes,crossclassified,,,16,16,0,clothing,clothing,0,0
5663,clothing,jacket,ring,crossclassified,,,16,15,1,clothing,clothing,0,0
6968,clothing,coat,pant,crossclassified,,,16,15,1,clothing,people,0,0
6564,clothing,shirt,sleeveless,crossclassified,,,16,16,0,clothing,people,0,0
8915,clothing,coat,toy,crossclassified,,,16,9,7,clothing,home,0,0
10544,clothing,shirt,wire,crossclassified,,,16,16,0,clothing,home,0,0
11551,clothing,shirt,table,crossclassified,,,16,15,1,clothing,home,0,0
12121,clothing,dress,chain,crossclassified,,,16,13,3,clothing,clothing,0,0
13224,clothing,shirt,pullover,crossclassified,,,16,16,0,clothing,clothing,0,0
11528,clothing,tank top,top,crossclassified,,,15,15,0,clothing,clothing,0,0
28267,clothing,trench coat,suit,crossclassified,,,15,10,5,clothing,clothing,0,0
23146,clothing,shirt,lady,crossclassified,,,15,15,0,clothing,people,0,0
21042,clothing,tie,bow,crossclassified,,,15,15,0,clothing,clothing,0,0
20777,clothing,t-shirt,mobile,crossclassified,,,15,11,4,clothing,people,0,0
19495,clothing,shirt,electronics,crossclassified,,,15,14,1,clothing,home,0,0
18292,clothing,shirt,remote,crossclassified,,,15,14,1,clothing,home,0,0
17985,clothing,coat,child,crossclassified,,,15,15,0,clothing,people,0,0
8923,clothing,bear,doll,crossclassified,,,15,9,6,animals_plants,home,0,0
7275,clothing,jacket,laptop,crossclassified,,,15,12,3,clothing,home,0,0
7058,clothing,jacket,collar,crossclassified,,,15,13,2,clothing,clothing,0,0
6091,clothing,uniform,man,crossclassified,,,15,8,7,clothing,people,0,0
5678,clothing,coat,arm,crossclassified,,,15,9,6,clothing,clothing,0,0
3298,clothing,shirt,tennis racket,crossclassified,,,15,14,1,clothing,people,0,0
2794,clothing,sweater,arm,crossclassified,,,15,12,3,clothing,clothing,0,0
7788,clothing,person,clothing,crossclassified,,,15,10,5,people,clothing,0,0
11550,clothing,shirt,flannel,crossclassified,,,14,14,0,clothing,clothing,0,0
16844,clothing,t-shirt,necklace,crossclassified,,,14,11,3,clothing,clothing,0,0
12126,clothing,tank top,blouse,crossclassified,,,14,7,7,clothing,clothing,0,0
12164,clothing,coat,blouse,crossclassified,,,14,10,4,clothing,clothing,0,0
15299,clothing,jacket,bottle,crossclassified,,,14,8,6,clothing,home,0,0
70812,clothing,hat,bow,crossclassified,,,14,14,0,clothing,clothing,0,0
16845,clothing,t-shirt,chain,crossclassified,,,14,8,6,clothing,clothing,0,0
19588,clothing,t-shirt,chest,crossclassified,,,14,13,1,clothing,clothing,0,0
32321,clothing,blouse,tank top,crossclassified,,,14,7,7,clothing,clothing,0,0
11939,clothing,blazer,dress,crossclassified,,,14,9,5,clothing,clothing,0,0
24402,clothing,suit,tux,crossclassified,,,14,14,0,clothing,clothing,0,0
11171,clothing,tie,person,crossclassified,,,14,13,1,clothing,people,0,0
10202,clothing,man,glass,crossclassified,,,14,9,5,people,home,0,0
9151,clothing,beanie,cat,crossclassified,,,14,9,5,clothing,animals_plants,0,0
6106,clothing,vest,man,crossclassified,,,14,14,0,clothing,people,0,0
3658,clothing,coat,bench,crossclassified,,,14,12,2,clothing,home,0,0
2363,clothing,shirt,camera,crossclassified,,,14,9,5,clothing,people,0,0
908,clothing,shirt,cell phone,crossclassified,,,14,12,2,clothing,people,0,0
1864,clothing,t-shirt,donut,crossclassified,,,14,10,4,clothing,food,0,0
1739,clothing,jacket,burger,crossclassified,,,14,14,0,clothing,food,0,0
10294,clothing,shirt,button,crossclassified,,,14,14,0,clothing,clothing,0,0
18293,clothing,t-shirt,remote,crossclassified,,,13,10,3,clothing,home,0,0
14357,clothing,cake,clothing,crossclassified,,,13,8,5,food,clothing,0,0
14427,clothing,jacket,beard,crossclassified,,,13,11,2,clothing,clothing,0,0
16881,clothing,coat,costume,crossclassified,,,13,8,5,clothing,clothing,0,0
17156,clothing,suit,sports coat,crossclassified,,,13,13,0,clothing,clothing,0,0
17181,clothing,car,windshield,crossclassified,,,13,7,6,vehicles,vehicles,0,0
30981,clothing,jacket,spoon,crossclassified,,,13,13,0,clothing,home,0,0
18644,clothing,coat,glass,crossclassified,,,13,8,5,clothing,home,0,0
21210,clothing,blouse,necklace,crossclassified,,,13,7,6,clothing,clothing,0,0
24404,clothing,jacket,tux,crossclassified,,,13,13,0,clothing,clothing,0,0
13300,clothing,woman,tie,crossclassified,,,13,7,6,people,clothing,0,0
31666,clothing,shirt,hair,crossclassified,,,13,13,0,clothing,people,0,0
69958,clothing,watch,suit,crossclassified,,,13,7,6,people,clothing,0,0
13646,clothing,hat,head,crossclassified,,,13,12,1,clothing,people,0,0
14356,clothing,man,cake,crossclassified,,,13,8,5,people,food,0,0
11482,clothing,man,trench coat,crossclassified,,,13,8,5,people,clothing,0,0
2986,clothing,t-shirt,shoulder,crossclassified,,,13,8,5,clothing,clothing,0,0
8585,clothing,man,dress shirt,crossclassified,,,13,7,6,people,clothing,0,0
767,clothing,t-shirt,brush,crossclassified,,,13,10,3,clothing,people,0,0
1395,clothing,tie,blouse,crossclassified,,,13,9,4,clothing,clothing,0,0
1740,clothing,jacket,button,crossclassified,,,13,13,0,clothing,clothing,0,0
2734,clothing,dress,sleeveless,crossclassified,,,13,12,1,clothing,people,0,0
2657,clothing,clothing,cloth,crossclassified,,,13,11,2,clothing,home,0,0
4209,clothing,scarf,t-shirt,crossclassified,,,13,8,5,clothing,clothing,0,0
6104,clothing,tie,clothes,crossclassified,,,13,13,0,clothing,clothing,0,0
