,hitid,assignmentid,workerid,image,object,name,rating,type,color,image_url,same_color,control_type,correct1,correct2
11,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2345735,905140,food,1.0,,8,http://object-naming-amore.upf.edu//2345735_905140_supercat_unique.png,"['sandwich', 'bun', 'sandich', 'meal', 'food']",,,
12,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2375404,3065688,sandwich,0.5,linguistic,2,http://object-naming-amore.upf.edu//2375404_3065688_seed_ambiguous.png,['sandwich'],,,
13,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2319991,996919,dog,1.0,,9,http://object-naming-amore.upf.edu//2319991_996919_supercat_unique.png,"['toy', 'dog', 'stuffed animal']",,,
14,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2345735,905140,plate,0.0,bounding box,0,http://object-naming-amore.upf.edu//2345735_905140_supercat_unique.png,"['plate', 'hotdog', 'knife']",,,
15,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2375404,3065688,food,1.0,,5,http://object-naming-amore.upf.edu//2375404_3065688_seed_ambiguous.png,"['food', 'cake']",,,
16,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2360995,784762,boy,1.0,,3,http://object-naming-amore.upf.edu//2360995_784762_singleton_obj.png,"['boy', 'person']",vg_majority,1.0,
17,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,782,1059153,building,0.5,linguistic,1,http://object-naming-amore.upf.edu//782_1059153_singleton_obj.png,['building'],,,
18,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2319991,996919,doll,0.5,linguistic,6,http://object-naming-amore.upf.edu//2319991_996919_supercat_unique.png,['doll'],,,
19,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2345735,905140,hotdog,0.0,visual,0,http://object-naming-amore.upf.edu//2345735_905140_supercat_unique.png,"['plate', 'hotdog', 'knife']",,,
20,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2375404,3065688,sprinkle,0.0,bounding box,0,http://object-naming-amore.upf.edu//2375404_3065688_seed_ambiguous.png,['sprinkle'],alternative,1.0,1.0
21,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2360995,784762,plant,0.0,visual,0,http://object-naming-amore.upf.edu//2360995_784762_singleton_obj.png,['plant'],alternative,,1.0
22,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,782,1059153,window,0.0,bounding box,0,http://object-naming-amore.upf.edu//782_1059153_singleton_obj.png,['window'],,,
23,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2370015,607119,plane,1.0,,2,http://object-naming-amore.upf.edu//2370015_607119_singleton_obj.png,"['plane', 'airplane']",,,
24,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2319991,996919,stuffed animal,1.0,,9,http://object-naming-amore.upf.edu//2319991_996919_supercat_unique.png,"['toy', 'dog', 'stuffed animal']",,,
25,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2345735,905140,knife,0.0,visual,0,http://object-naming-amore.upf.edu//2345735_905140_supercat_unique.png,"['plate', 'hotdog', 'knife']",alternative,,
26,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2375404,3065688,cake,1.0,,5,http://object-naming-amore.upf.edu//2375404_3065688_seed_ambiguous.png,"['food', 'cake']",,,
27,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2360995,784762,person,1.0,,3,http://object-naming-amore.upf.edu//2360995_784762_singleton_obj.png,"['boy', 'person']",,,
28,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,782,1059153,house,1.0,,3,http://object-naming-amore.upf.edu//782_1059153_singleton_obj.png,"['house', 'houe']",vg_majority,1.0,
29,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2370015,607119,airplane,1.0,,2,http://object-naming-amore.upf.edu//2370015_607119_singleton_obj.png,"['plane', 'airplane']",,,
30,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2319991,996919,teddy bear,0.5,visual,2,http://object-naming-amore.upf.edu//2319991_996919_supercat_unique.png,"['teddy', 'teddy bear']",,,
31,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2345735,905140,hot dog and fries,0.5,linguistic,4,http://object-naming-amore.upf.edu//2345735_905140_supercat_unique.png,['hot dog and fries'],,,
32,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2375404,3065688,bun,0.5,linguistic,1,http://object-naming-amore.upf.edu//2375404_3065688_seed_ambiguous.png,"['bread', 'bun']",,,
33,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2360995,784762,shirt,0.5,bounding box,1,http://object-naming-amore.upf.edu//2360995_784762_singleton_obj.png,['shirt'],,,
34,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,782,1059153,houe,1.0,,3,http://object-naming-amore.upf.edu//782_1059153_singleton_obj.png,"['house', 'houe']",typo-house,0.0,1.0
35,3XBYQ44Z6P4O289JM62DLQCFD1DWT4,3J2UYBXQQLCSE4VFNO60R57LTTX06T,A1B68E1R8PO9SS,2370015,607119,persn,0.0,visual,0,http://object-naming-amore.upf.edu//2370015_607119_singleton_obj.png,['persn'],random,,1.0
36,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2352294,3783929,jacket,1.0,,2,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,"['jacket', 'balzer', 'jzcket', 'coat', 'suit', 'blazer']",,,
37,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2352294,3783929,balzer,0.5,linguistic,2,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,"['jacket', 'balzer', 'jzcket', 'coat', 'suit', 'blazer']",typo-blazer,1.0,1.0
38,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2318417,3392338,baer cub,0.5,linguistic,1,http://object-naming-amore.upf.edu//2318417_3392338_supercat_unique.png,"['baer cub', 'puppy', 'bear cub', 'animal', 'bear', 'cub', 'dog']",typo-bear cub,1.0,1.0
39,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2352294,3783929,jzcket,0.5,linguistic,2,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,"['jacket', 'balzer', 'jzcket', 'coat', 'suit', 'blazer']",typo-jacket,1.0,1.0
40,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2318417,3392338,puppy,0.5,visual,1,http://object-naming-amore.upf.edu//2318417_3392338_supercat_unique.png,"['baer cub', 'puppy', 'bear cub', 'animal', 'bear', 'cub', 'dog']",,,
41,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2352294,3783929,coat,1.0,,2,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,"['jacket', 'balzer', 'jzcket', 'coat', 'suit', 'blazer']",,,
42,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2318417,3392338,bear cub,1.0,,1,http://object-naming-amore.upf.edu//2318417_3392338_supercat_unique.png,"['baer cub', 'puppy', 'bear cub', 'animal', 'bear', 'cub', 'dog']",,,
43,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2352294,3783929,shirt,1.0,,4,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,['shirt'],,,
44,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2318417,3392338,animal,1.0,,1,http://object-naming-amore.upf.edu//2318417_3392338_supercat_unique.png,"['baer cub', 'puppy', 'bear cub', 'animal', 'bear', 'cub', 'dog']",,,
45,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2387333,1276884,t-shirt,1.0,,0,http://object-naming-amore.upf.edu//2387333_1276884_singleton_obj.png,"['t-shirt', 'shirt']",,,
46,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2352294,3783929,tie,1.0,,3,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,['tie'],,,
47,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2318417,3392338,bear,1.0,,1,http://object-naming-amore.upf.edu//2318417_3392338_supercat_unique.png,"['baer cub', 'puppy', 'bear cub', 'animal', 'bear', 'cub', 'dog']",,,
48,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2387333,1276884,child,1.0,,2,http://object-naming-amore.upf.edu//2387333_1276884_singleton_obj.png,"['child', 'boy']",,,
49,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2352294,3783929,suit,1.0,,2,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,"['jacket', 'balzer', 'jzcket', 'coat', 'suit', 'blazer']",,,
50,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2318417,3392338,cub,1.0,,1,http://object-naming-amore.upf.edu//2318417_3392338_supercat_unique.png,"['baer cub', 'puppy', 'bear cub', 'animal', 'bear', 'cub', 'dog']",,,
51,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2387333,1276884,bat,1.0,,3,http://object-naming-amore.upf.edu//2387333_1276884_singleton_obj.png,['bat'],,,
52,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,107996,1073842,table,0.0,bounding box,2,http://object-naming-amore.upf.edu//107996_1073842_supercat_unique.png,['table'],alternative,,1.0
53,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2347527,3052675,cow,0.0,visual,3,http://object-naming-amore.upf.edu//2347527_3052675_supercat_unique.png,['cow'],,,
54,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2352294,3783929,blazer,1.0,,2,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,"['jacket', 'balzer', 'jzcket', 'coat', 'suit', 'blazer']",,,
55,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2318417,3392338,watch,1.0,,2,http://object-naming-amore.upf.edu//2318417_3392338_supercat_unique.png,['watch'],,,
56,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2387333,1276884,boy,1.0,,2,http://object-naming-amore.upf.edu//2387333_1276884_singleton_obj.png,"['child', 'boy']",vg_majority,1.0,
57,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,107996,1073842,shirt,1.0,,0,http://object-naming-amore.upf.edu//107996_1073842_supercat_unique.png,"['shirt', 'sweater']",vg_majority,1.0,
58,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2347527,3052675,coolots,0.0,other,2,http://object-naming-amore.upf.edu//2347527_3052675_supercat_unique.png,['coolots'],random,,1.0
59,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2349149,1903388,kitten,1.0,,1,http://object-naming-amore.upf.edu//2349149_1903388_singleton_obj.png,"['kitten', 'cat']",,,
60,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2352294,3783929,man,1.0,,1,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,['man'],,,
61,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2318417,3392338,dog,0.5,visual,1,http://object-naming-amore.upf.edu//2318417_3392338_supercat_unique.png,"['baer cub', 'puppy', 'bear cub', 'animal', 'bear', 'cub', 'dog']",,,
62,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2387333,1276884,home,0.0,visual,1,http://object-naming-amore.upf.edu//2387333_1276884_singleton_obj.png,['home'],alternative,,1.0
63,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,107996,1073842,watch,1.0,,1,http://object-naming-amore.upf.edu//107996_1073842_supercat_unique.png,['watch'],,,
64,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2347527,3052675,giraffe,1.0,,1,http://object-naming-amore.upf.edu//2347527_3052675_supercat_unique.png,['giraffe'],vg_majority,1.0,
65,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2349149,1903388,cat,1.0,,1,http://object-naming-amore.upf.edu//2349149_1903388_singleton_obj.png,"['kitten', 'cat']",vg_majority,1.0,
66,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2352294,3783929,court,0.0,visual,-1,http://object-naming-amore.upf.edu//2352294_3783929_supercat_unique.png,['court'],,,
67,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2318417,3392338,bold,0.0,other,-1,http://object-naming-amore.upf.edu//2318417_3392338_supercat_unique.png,['bold'],random,,1.0
68,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2387333,1276884,shirt,1.0,,0,http://object-naming-amore.upf.edu//2387333_1276884_singleton_obj.png,"['t-shirt', 'shirt']",,,
69,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,107996,1073842,sweater,1.0,,0,http://object-naming-amore.upf.edu//107996_1073842_supercat_unique.png,"['shirt', 'sweater']",,,
70,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2347527,3052675,tongue,1.0,,0,http://object-naming-amore.upf.edu//2347527_3052675_supercat_unique.png,['tongue'],,,
71,30UZJB2POHCPQ8W5BQ9DDDV4Z5J350,3ATPCQ38J8AQY133L9YLZ23R0JYAYD,A1H1TKK54YG94Q,2349149,1903388,whisker,1.0,,0,http://object-naming-amore.upf.edu//2349149_1903388_singleton_obj.png,['whisker'],alternative,,1.0
72,3UUIU9GZC55UPPUZQ5F4VQZ2T4W5TJ,3II4UPYCOJ7FN6FTE98TCH8VMC9QDL,A1H1TKK54YG94Q,2356311,2693583,beans,1.0,,0,http://object-naming-amore.upf.edu//2356311_2693583_supercat_ambiguous.png,"['beans', 'green beans', 'food', 'green beas', 'vegetable', 'bean', 'green bean']",,,
73,3UUIU9GZC55UPPUZQ5F4VQZ2T4W5TJ,3II4UPYCOJ7FN6FTE98TCH8VMC9QDL,A1H1TKK54YG94Q,2356311,2693583,flower,1.0,,3,http://object-naming-amore.upf.edu//2356311_2693583_supercat_ambiguous.png,['flower'],,,
74,3UUIU9GZC55UPPUZQ5F4VQZ2T4W5TJ,3II4UPYCOJ7FN6FTE98TCH8VMC9QDL,A1H1TKK54YG94Q,2366736,3877450,player,1.0,,0,http://object-naming-amore.upf.edu//2366736_3877450_seed_ambiguous.png,"['player', 'athlete', 'preson', 'tennis player', 'lady', 'person', 'woman', 'girl']",,,
75,3UUIU9GZC55UPPUZQ5F4VQZ2T4W5TJ,3II4UPYCOJ7FN6FTE98TCH8VMC9QDL,A1H1TKK54YG94Q,2356311,2693583,green beans,1.0,,0,http://object-naming-amore.upf.edu//2356311_2693583_supercat_ambiguous.png,"['beans', 'green beans', 'food', 'green beas', 'vegetable', 'bean', 'green bean']",,,
76,3UUIU9GZC55UPPUZQ5F4VQZ2T4W5TJ,3II4UPYCOJ7FN6FTE98TCH8VMC9QDL,A1H1TKK54YG94Q,2366736,3877450,athlete,1.0,,0,http://object-naming-amore.upf.edu//2366736_3877450_seed_ambiguous.png,"['player', 'athlete', 'preson', 'tennis player', 'lady', 'person', 'woman', 'girl']",,,
77,3UUIU9GZC55UPPUZQ5F4VQZ2T4W5TJ,3II4UPYCOJ7FN6FTE98TCH8VMC9QDL,A1H1TKK54YG94Q,2356311,2693583,food,1.0,,0,http://object-naming-amore.upf.edu//2356311_2693583_supercat_ambiguous.png,"['beans', 'green beans', 'food', 'green beas', 'vegetable', 'bean', 'green bean']",,,
78,3UUIU9GZC55UPPUZQ5F4VQZ2T4W5TJ,3II4UPYCOJ7FN6FTE98TCH8VMC9QDL,A1H1TKK54YG94Q,2366736,3877450,preson,0.5,linguistic,0,http://object-naming-amore.upf.edu//2366736_3877450_seed_ambiguous.png,"['player', 'athlete', 'preson', 'tennis player', 'lady', 'person', 'woman', 'girl']",typo-person,1.0,1.0
79,3UUIU9GZC55UPPUZQ5F4VQZ2T4W5TJ,3II4UPYCOJ7FN6FTE98TCH8VMC9QDL,A1H1TKK54YG94Q,2356311,2693583,green beas,0.5,linguistic,0,http://object-naming-amore.upf.edu//2356311_2693583_supercat_ambiguous.png,"['beans', 'green beans', 'food', 'green beas', 'vegetable', 'bean', 'green bean']",typo-green beans,1.0,1.0
80,3UUIU9GZC55UPPUZQ5F4VQZ2T4W5TJ,3II4UPYCOJ7FN6FTE98TCH8VMC9QDL,A1H1TKK54YG94Q,2366736,3877450,tennis player,1.0,,0,http://object-naming-amore.upf.edu//2366736_3877450_seed_ambiguous.png,"['player', 'athlete', 'preson', 'tennis player', 'lady', 'person', 'woman', 'girl']",,,
81,3UUIU9GZC55UPPUZQ5F4VQZ2T4W5TJ,3II4UPYCOJ7FN6FTE98TCH8VMC9QDL,A1H1TKK54YG94Q,2333343,3140573,gas stove,1.0,,1,http://object-naming-amore.upf.edu//2333343_3140573_singleton_obj.png,"['gas stove', 'stove', 'stove top']",,,
82,3UUIU9GZC55UPPUZQ5F4VQZ2T4W5TJ,3II4UPYCOJ7FN6FTE98TCH8VMC9QDL,A1H1TKK54YG94Q,2356311,2693583,plate,1.0,,2,http://object-naming-amore.upf.edu//2356311_2693583_supercat_ambiguous.png,['plate'],,,
83,3UUIU9GZC55UPPUZQ5F4VQZ2T4W5TJ,3II4UPYCOJ7FN6FTE98TCH8VMC9QDL,A1H1TKK54YG94Q,2366736,3877450,lady,1.0,,0,http://object-naming-amore.upf.edu//2366736_3877450_seed_ambiguous.png,"['player', 'athlete', 'preson', 'tennis player', 'lady', 'person', 'woman', 'girl']",,,
84,3UUIU9GZC55UPPUZQ5F4VQZ2T4W5TJ,3II4UPYCOJ7FN6FTE98TCH8VMC9QDL,A1H1TKK54YG94Q,2333343,3140573,stove,1.0,,1,http://object-naming-amore.upf.edu//2333343_3140573_singleton_obj.png,"['gas stove', 'stove', 'stove top']",,,
85,3UUIU9GZC55UPPUZQ5F4VQZ2T4W5TJ,3II4UPYCOJ7FN6FTE98TCH8VMC9QDL,A1H1TKK54YG94Q,2356311,2693583,vegetable,1.0,,0,http://object-naming-amore.upf.edu//2356311_2693583_supercat_ambiguous.png,"['beans', 'green beans', 'food', 'green beas', 'vegetable', 'bean', 'green bean']",,,
86,3UUIU9GZC55UPPUZQ5F4VQZ2T4W5TJ,3II4UPYCOJ7FN6FTE98TCH8VMC9QDL,A1H1TKK54YG94Q,2366736,3877450,person,1.0,,0,http://object-naming-amore.upf.edu//2366736_3877450_seed_ambiguous.png,"['player', 'athlete', 'preson', 'tennis player', 'lady', 'person', 'woman', 'girl']",,,
87,3UUIU9GZC55UPPUZQ5F4VQZ2T4W5TJ,3II4UPYCOJ7FN6FTE98TCH8VMC9QDL,A1H1TKK54YG94Q,2333343,3140573,counter,1.0,,2,http://object-naming-amore.upf.edu//2333343_3140573_singleton_obj.png,"['counter', 'countertop']",,,
88,3UUIU9GZC55UPPUZQ5F4VQZ2T4W5TJ,3II4UPYCOJ7FN6FTE98TCH8VMC9QDL,A1H1TKK54YG94Q,2378580,3836155,plate,1.0,,1,http://object-naming-amore.upf.edu//2378580_3836155_supercat_unique.png,['plate'],,,
89,3UUIU9GZC55UPPUZQ5F4VQZ2T4W5TJ,3II4UPYCOJ7FN6FTE98TCH8VMC9QDL,A1H1TKK54YG94Q,2397454,434022,laptop,1.0,,2,http://object-naming-amore.upf.edu//2397454_434022_supercat_unique.png,['laptop'],,,
90,3UUIU9GZC55UPPUZQ5F4VQZ2T4W5TJ,3II4UPYCOJ7FN6FTE98TCH8VMC9QDL,A1H1TKK54YG94Q,2348021,1679004,clothes,1.0,,3,http://object-naming-amore.upf.edu//2348021_1679004_supercat_unique.png,['clothes'],alternative,,1.0
