assignmentid,rating_mean,color_mean,n_annotations,correct1_count,correct1_sum,correct2_count,correct2_sum,correct3_count,correct3_sum,correct3_<lambda>,control_score,control_score-filtered,n_controls,n_correct,n_controls-filtered,hitid,requesterannotation,control_score_mturk,workerid,errors_mturk,n_controls_mturk,n_correct_mturk,decision1,decision2,executed1,executed2,explanation,mistakes,n_mistakes
3PWWM24LHSYMESHHVQ7CU7WRZO882F,0.5483870967741935,0.7096774193548387,31,8,8.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,13,13.0,13,3PMR2DOWOO1A84F9B4EWNINAEQA54P,../1_pre-pilot/verification_round0_amt.csv_666,1.0,worker0,[''],13,13,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
340UGXU9DY1T9GMWM3SSS4BRTCXUVR,0.5161290322580645,0.4838709677419355,31,8,7.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9230769230769231,0.9230769230769231,13,12.0,13,39WICJI5ATSNXMGUIEGT2H2Z1O7Z3O,../1_pre-pilot/verification_round0_amt.csv_466,0.9230769230769231,worker0,['0-0-alt1'],13,12,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2411945_206340_singleton_obj.png - window: must be 'bounding box error'; you said 'named object misinterpreted'""]",1
3QAVNHZ3EM46Y2W42U9V5U1VVAMALT,0.5806451612903226,0.5161290322580645,31,10,10.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,16,16.0,16,3PCPFX4U40Q9Z6VWFDYICXFSZCTQFY,../1_pre-pilot/verification_round0_amt.csv_552,1.0,worker0,[''],16,16,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
33SA9F9TRXUPZ9PFMDIJAO82EWIEWF,0.6129032258064516,0.5806451612903226,31,9,9.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,14,14.0,14,3P458N04Q1H979KWDWE3MMHWNBBX2I,../1_pre-pilot/verification_round0_amt.csv_571,1.0,worker0,[''],14,14,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3GU1KF0O4I118XGU002YHMULI27PB0,0.6129032258064516,0.6774193548387096,31,7,7.0,3,3.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,10,10.0,10,3CVBMEMMXBGJ7KHNE4DCFRAAA1F7HG,../1_pre-pilot/verification_round0_amt.csv_584,1.0,worker0,[''],10,10,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
30H4UDGLT2IXROKRRPS7V25FU3RMP6,0.4838709677419355,0.2903225806451613,31,7,7.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,12,12.0,12,3NQUW096N68P7ZO6KMQULFUNM79L98,../1_pre-pilot/verification_round0_amt.csv_447,1.0,worker0,[''],12,12,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3LOTDFNYA7ZH5NPBHO2PS6T2QXQWF8,0.3870967741935484,0.6129032258064516,31,6,5.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9166666666666666,1.0,12,11.0,11,3E9ZFLPWOYSDIUYY2ZZV92ODC78IXE,../1_pre-pilot/verification_round0_amt.csv_541,0.9166666666666666,worker0,['2-1-alt0'],12,11,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2377633_2280124_seed_ambiguous.png - vehicle: must be 'bounding box error'; you said 'adequate'""]",1
3OE22WJIGIO148QF04YIMHCJCKCUQR,0.3870967741935484,0.5483870967741935,31,6,5.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9,1.0,10,9.0,9,3NZ1E5QA6Z1UT30IQJOJVWTGOHCB5K,../1_pre-pilot/verification_round0_amt.csv_443,0.9,worker0,['5-0-rand1'],10,9,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2355153_832287_singleton_obj.png - chothes: must be 'other'; you said 'bounding box error'""]",1
3QRYMNZ7FYH11YYYK7GRDRVCOVHTNB,0.5483870967741935,0.4838709677419355,31,6,5.0,4,3.0,1,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8181818181818182,0.9,11,9.0,10,3OQQD2WO8I612WRKIAS72MZ95C83I0,../1_pre-pilot/verification_round0_amt.csv_563,0.8181818181818181,worker0,"['2-3-rand1', '2-3-0-rand2']",11,9,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2342353_934862_seed_ambiguous.png - sleve: must be 'other'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2342353_934862_seed_ambiguous.png - sleve: you erroneously gave this the same color as ['tank top', 'sleve', 'shirt', 'dress']""]",2
3E13VNJ1NNV8EDBYL8JP2DG0AEZ1IZ,0.5806451612903226,0.3225806451612903,31,9,8.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9411764705882353,0.9411764705882353,17,16.0,17,3E24UO25QZQAV1P5Z73ATM7FRCJO6W,../1_pre-pilot/verification_round0_amt.csv_605,0.9411764705882353,worker0,['2-0-typo-building1'],17,16,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2407559_277529_singleton_obj.png - buklding: must be 'linguistic'; you said 'bounding box error'""]",1
3O7L7BFSHEP7YE5AXWE49XZUZLIEI6,0.45161290322580644,0.0967741935483871,31,7,7.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,12,12.0,12,3TZDZ3Y0JS6CHSK2RC8B10L9O2719N,../1_pre-pilot/verification_round0_amt.csv_572,1.0,worker0,[''],12,12,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3PZDLQMM0TLOQV7UC2NHWTSAPG2C20,0.6774193548387096,0.25806451612903225,31,7,7.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,13,13.0,13,3H1C3QRA01JDZRLHFKDHAA5BJWRCEB,../1_pre-pilot/verification_round0_amt.csv_791,1.0,worker0,[''],13,13,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
39L1G8WVWQRTOATF05C2Y7EBRUM31H,0.5483870967741935,0.2903225806451613,31,8,7.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9285714285714286,0.9285714285714286,14,13.0,14,307L9TDWJYSTGX2BFQ5Z7UVQRB23NG,../1_pre-pilot/verification_round0_amt.csv_579,0.9285714285714286,worker0,['4-5-bold-child0'],14,13,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2393807_1216626_supercat_unique.png - kid: must be syn; you said 'adequate'""]",1
3CFJTT4SXTQMPZQ0AO0Y3N7DD007I3,0.6129032258064516,0.8709677419354839,31,5,4.0,2,2.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8571428571428571,0.8571428571428571,7,6.0,7,3TZDZ3Y0JS6CHSK2RC8B10L9O2791V,../1_pre-pilot/verification_round0_amt.csv_578,0.8571428571428572,worker0,['0-0-alt1'],7,6,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2346787_2065852_supercat_unique.png - brush: must be 'bounding box error'; you said 'named object misinterpreted'""]",1
3WRFBPLXRAOW2H045SA0VEREUVV3NT,0.45161290322580644,0.16129032258064516,31,8,7.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9285714285714286,0.9285714285714286,14,13.0,14,3IZVJEBJ6AKMU53C1GER9KEJBGBZ6Y,../1_pre-pilot/verification_round0_amt.csv_566,0.9285714285714286,worker0,['doughnuts0'],14,13,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2358557_801345_singleton_obj.png - donuts: must be syn; you said 'adequate'""]",1
3TPZPLC3M0CW52CHL7NSZ3W9UA93P2,0.5161290322580645,0.41935483870967744,31,8,7.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9166666666666666,0.9166666666666666,12,11.0,12,3VLL1PIENQOCJB9G1C0LQK0AWF0ZOG,../1_pre-pilot/verification_round0_amt.csv_414,0.9166666666666666,worker0,['2-1-rand1'],12,11,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2379461_1357384_seed_ambiguous.png - opening: must be 'other'; you said 'bounding box error'""]",1
358010RM5ETLQKGRR83FCBAVNVBXVL,0.3870967741935484,0.5161290322580645,31,7,6.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9166666666666666,1.0,12,11.0,11,35F6NGNVM8J9CT8IEYU1TADYLVM7T2,../1_pre-pilot/verification_round0_amt.csv_674,0.9166666666666666,worker0,['2-2-rand1'],12,11,approve,bonus,False,False,"good enough assignment, bonus because very good assignment","[""http://object-naming-amore.upf.edu//2326771_2828464_singleton_obj.png - straps: must be 'other'; you said 'bounding box error'""]",1
30IQTZXKAK65XJFBOBFQRIK5TZ00XY,0.45161290322580644,0.6774193548387096,31,10,9.0,7,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9411764705882353,0.9411764705882353,17,16.0,17,35YHTYFL1G314ERD1CSSIKE0G4KVF9,../1_pre-pilot/verification_round0_amt.csv_683,0.9411764705882353,worker0,['4-5-rand1'],17,16,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2409753_234358_singleton_obj.png - beanies: must be 'other'; you said 'bounding box error'""]",1
3G5F9DBFOPXO4UGCM4LT9PM1Z5RVHP,0.41935483870967744,0.0,31,5,4.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9,0.9,10,9.0,10,368IUKXGA58SG116E7GPIMC51HFP6E,../1_pre-pilot/verification_round0_amt.csv_625,0.9,worker0,['1-1-alt1'],10,9,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2330623_3719911_supercat_unique.png - spine: must be 'bounding box error'; you said 'named object misinterpreted'""]",1
3ZOTGHDK5IBI4JLVWMBEIBZVCNBOS1,0.6451612903225806,0.1935483870967742,31,8,7.0,8,8.0,1,1.0,"[nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9411764705882353,0.9411764705882353,17,16.0,17,3KWGG5KP6J2BBFDUWI10NIAKSYFMC7,../1_pre-pilot/verification_round0_amt.csv_620,0.9411764705882353,worker0,['0-0-rand1'],17,16,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2375313_1690971_supercat_unique.png - blades: must be 'other'; you said 'bounding box error'""]",1
3LPW2N6LKT2CBM7HGCAFO6HSGNU5US,0.3548387096774194,0.06451612903225806,31,8,8.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,14,14.0,14,3HRWUH63QU2WUCPFT9TSMRTA56RN5M,../1_pre-pilot/verification_round0_amt.csv_496,1.0,worker0,[''],14,14,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3R9WASFE2ZGLZIUGSBMWRANK7Z8ZFF,0.5161290322580645,0.22580645161290322,31,8,7.0,5,5.0,1,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan]",0.9285714285714286,0.9285714285714286,14,13.0,14,3HUR21WDDUPZ8UD36HLYVQI12Q6XYZ,../1_pre-pilot/verification_round0_amt.csv_544,0.9285714285714286,worker0,['0-1-alt1'],14,13,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2319257_3240570_singleton_obj.png - bottle: must be 'bounding box error'; you said 'named object misinterpreted'""]",1
3JPSL1DZ5SZWM2ZPE7PAIM5K05OANX,0.7096774193548387,0.1935483870967742,31,9,9.0,7,7.0,1,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,17,17.0,17,3XBYQ44Z6P4O289JM62DLQCFELGWTC,../1_pre-pilot/verification_round0_amt.csv_461,1.0,worker0,[''],17,17,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3ZOTGHDK5IBI4JLVWMBEIBZVCNBSO5,0.5806451612903226,0.2903225806451613,31,8,8.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,12,12.0,12,3ZFRE2BDQ9EZDKN823NH9XR38KAXZQ,../1_pre-pilot/verification_round0_amt.csv_553,1.0,worker0,[''],12,12,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3ZY8KE4ISJ31HNFF5U8NI3E2QSPVQN,0.5806451612903226,0.9354838709677419,31,8,8.0,3,3.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,11,11.0,11,3HA5ODM5KASA8JWZ7WSRPJXF5UESVP,../1_pre-pilot/verification_round0_amt.csv_677,1.0,worker0,[''],11,11,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3AQF3RZ558IJB8A5Q6PLUCUP2VBF64,0.3870967741935484,0.1935483870967742,31,8,6.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8333333333333334,0.8333333333333334,12,10.0,12,3HFWPF5AK9JQWAUGNMML6O5WE983SO,../1_pre-pilot/verification_round0_amt.csv_467,0.8333333333333334,worker0,"['0-0-rand1', '2-3-alt1']",12,10,approve,,False,False,good enough assignment,"[""http://object-naming-amore.upf.edu//2357730_2365643_seed_ambiguous.png - triangle: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2348631_880891_singleton_obj.png - grenade: must be 'other'; you said 'named object misinterpreted'""]",2
3R6P78PK7KBVR6HCX33WN7MFNJ4GTZ,0.5161290322580645,0.16129032258064516,31,7,7.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,13,13.0,13,3X878VYTIEIZTOQHJEPCC6YXUM17FH,../1_pre-pilot/verification_round0_amt.csv_528,1.0,worker0,[''],13,13,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3AAPLD8UCCH9R2CNH9LE87YG2KHHT1,0.6129032258064516,1.3225806451612903,31,9,9.0,5,5.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,14,14.0,14,3I01FDIL6M8V93FFMWDRSFE47TCD29,../1_pre-pilot/verification_round0_amt.csv_739,1.0,worker1,[''],14,14,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3I33IC7ZWF20XGAWSORQQY2MPATA22,0.5161290322580645,0.5483870967741935,31,8,8.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,14,14.0,14,36U4VBVNQODYUP7MNHIH3NQ05LARUZ,../1_pre-pilot/verification_round0_amt.csv_561,1.0,worker2,[''],14,14,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3ZAZR5XV01IEW6A619WVJ42HAO7ZCZ,0.6129032258064516,0.9032258064516129,31,7,3.0,2,2.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.5555555555555556,0.5555555555555556,9,5.0,9,3RDTX9JRTY1QSEZ4GSPK2ACMROK975,../1_pre-pilot/verification_round0_amt.csv_765,0.5555555555555556,worker3,"['1-0-alt1', '2-0-alt1', '3-2-alt1', '4-4-alt1']",9,5,reject,block,False,False,"failed assignment, worker not good enough on average, lenience already applied, blocked because very bad assignment, blocked because low average quality","[""http://object-naming-amore.upf.edu//285683_3591512_supercat_unique.png - person: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2315573_3401747_singleton_obj.png - blue: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2354307_2327387_singleton_obj.png - wall: must be 'bounding box error'; you said 'named object misinterpreted'"", ""http://object-naming-amore.upf.edu//2366228_1880482_seed_ambiguous.png - graphic: must be 'bounding box error'; you said 'named object misinterpreted'""]",4
