,hitid,requesterannotation,assignmentid,workerid,image,object,name,rating,type,color,image_url,names,same_color,colors,control_type,correct1,correct2,correct3,correct3_explanation,reliable1,reliable2,correct1-filtered,correct2-filtered,correct3-filtered
10,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2318399,3417848,woman,0,,0,http://object-naming-amore.upf.edu//2318399_3417848_supercat_ambiguous.png,"['lady', 'person', 'hand', 'woman']","['woman', 'person', 'lady']","{'lady': 1, 'person': 1, 'hand': 0, 'woman': 1}",,,,,,False,False,,,
11,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2345735,905140,plate,2,bounding box,2,http://object-naming-amore.upf.edu//2345735_905140_supercat_unique.png,"['hot dog and fries', 'hotdog', 'plate', 'sandwich', 'food', 'bun', 'meat', 'meal']",['plate'],"{'hot dog and fries': 0, 'hotdog': 0, 'plate': 1, 'sandwich': 0, 'food': 0, 'bun': 0, 'meat': 0, 'meal': 0}",,,,1.0,,False,False,,,1.0
12,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2363753,2630772,wheel,2,visual,2,http://object-naming-amore.upf.edu//2363753_2630772_singleton_obj.png,"['bike', 'truck', 'wheel', 'vehicle', 'car', 'crouton']",['wheel'],"{'bike': 0, 'truck': 0, 'wheel': 1, 'vehicle': 0, 'car': 0, 'crouton': 0}",syn-bike,0.0,0.0,,,True,False,0.0,,
13,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2388889,1265919,colla,2,visual,2,http://object-naming-amore.upf.edu//2388889_1265919_supercat_unique.png,"['bun', 'hand', 'colla', 'hotdog', 'bread']",['colla'],"{'bun': 0, 'hand': 0, 'colla': 1, 'hotdog': 0, 'bread': 0}",random,0.0,1.0,,,True,True,0.0,1.0,
14,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2318399,3417848,hand,2,linguistic,2,http://object-naming-amore.upf.edu//2318399_3417848_supercat_ambiguous.png,"['lady', 'person', 'hand', 'woman']",['hand'],"{'lady': 0, 'person': 0, 'hand': 1, 'woman': 0}",alternative,0.0,,,,True,False,0.0,,
15,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2349149,1903388,kitten,0,,0,http://object-naming-amore.upf.edu//2349149_1903388_singleton_obj.png,"['eye', 'cat', 'kitten']","['kitten', 'cat']","{'eye': 0, 'cat': 1, 'kitten': 1}",,,,,,False,False,,,
16,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2345735,905140,hotdog,1,other,1,http://object-naming-amore.upf.edu//2345735_905140_supercat_unique.png,"['hot dog and fries', 'hotdog', 'plate', 'sandwich', 'food', 'bun', 'meat', 'meal']",['hotdog'],"{'hot dog and fries': 0, 'hotdog': 1, 'plate': 0, 'sandwich': 0, 'food': 0, 'bun': 0, 'meat': 0, 'meal': 0}",,,,,,False,False,,,
17,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2363753,2630772,truck,1,other,0,http://object-naming-amore.upf.edu//2363753_2630772_singleton_obj.png,"['bike', 'truck', 'wheel', 'vehicle', 'car', 'crouton']","['car', 'vehicle', 'truck']","{'bike': 0, 'truck': 1, 'wheel': 0, 'vehicle': 1, 'car': 1, 'crouton': 0}",vg_majority,0.0,,,,True,False,0.0,,
18,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2388889,1265919,hand,0,,1,http://object-naming-amore.upf.edu//2388889_1265919_supercat_unique.png,"['bun', 'hand', 'colla', 'hotdog', 'bread']",['hand'],"{'bun': 0, 'hand': 1, 'colla': 0, 'hotdog': 0, 'bread': 0}",,,,,,False,False,,,
19,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2318399,3417848,person,0,,0,http://object-naming-amore.upf.edu//2318399_3417848_supercat_ambiguous.png,"['lady', 'person', 'hand', 'woman']","['woman', 'person', 'lady']","{'lady': 1, 'person': 1, 'hand': 0, 'woman': 1}",,,,,,False,False,,,
20,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2349149,1903388,cat,0,,0,http://object-naming-amore.upf.edu//2349149_1903388_singleton_obj.png,"['eye', 'cat', 'kitten']","['kitten', 'cat']","{'eye': 0, 'cat': 1, 'kitten': 1}",vg_majority,1.0,,,,True,False,1.0,,
21,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2345735,905140,hot dog and fries,0,,0,http://object-naming-amore.upf.edu//2345735_905140_supercat_unique.png,"['hot dog and fries', 'hotdog', 'plate', 'sandwich', 'food', 'bun', 'meat', 'meal']","['meal', 'food', 'hot dog and fries']","{'hot dog and fries': 1, 'hotdog': 0, 'plate': 0, 'sandwich': 0, 'food': 1, 'bun': 0, 'meat': 0, 'meal': 1}",,,,,,False,False,,,
22,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2363753,2630772,bike,0,,1,http://object-naming-amore.upf.edu//2363753_2630772_singleton_obj.png,"['bike', 'truck', 'wheel', 'vehicle', 'car', 'crouton']",['bike'],"{'bike': 1, 'truck': 0, 'wheel': 0, 'vehicle': 0, 'car': 0, 'crouton': 0}",,,,,,False,False,,,
23,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2388889,1265919,bun,2,bounding box,0,http://object-naming-amore.upf.edu//2388889_1265919_supercat_unique.png,"['bun', 'hand', 'colla', 'hotdog', 'bread']","['bread', 'bun']","{'bun': 1, 'hand': 0, 'colla': 0, 'hotdog': 0, 'bread': 1}",,,,1.0,,False,False,,,1.0
24,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2318399,3417848,lady,0,,0,http://object-naming-amore.upf.edu//2318399_3417848_supercat_ambiguous.png,"['lady', 'person', 'hand', 'woman']","['woman', 'person', 'lady']","{'lady': 1, 'person': 1, 'hand': 0, 'woman': 1}",,,,,,False,False,,,
25,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2349149,1903388,eye,2,visual,2,http://object-naming-amore.upf.edu//2349149_1903388_singleton_obj.png,"['eye', 'cat', 'kitten']",['eye'],"{'eye': 1, 'cat': 0, 'kitten': 0}",alternative,0.0,1.0,,,True,True,0.0,1.0,
26,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2379767,1354596,store,0,,0,http://object-naming-amore.upf.edu//2379767_1354596_singleton_obj.png,"['shop', 'restaurant', 'restaurabt', 'house', 'storefront', 'pizza hut', 'building', 'store']","['store', 'building', 'pizza hut', 'storefront', 'restaurabt', 'restaurant', 'shop']","{'shop': 1, 'restaurant': 1, 'restaurabt': 1, 'house': 0, 'storefront': 1, 'pizza hut': 1, 'building': 1, 'store': 1}",,,,,,False,False,,,
27,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2379767,1354596,building,0,,0,http://object-naming-amore.upf.edu//2379767_1354596_singleton_obj.png,"['shop', 'restaurant', 'restaurabt', 'house', 'storefront', 'pizza hut', 'building', 'store']","['store', 'building', 'pizza hut', 'storefront', 'restaurabt', 'restaurant', 'shop']","{'shop': 1, 'restaurant': 1, 'restaurabt': 1, 'house': 0, 'storefront': 1, 'pizza hut': 1, 'building': 1, 'store': 1}",,,,,,False,False,,,
28,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2347127,1974512,egde,2,other,3,http://object-naming-amore.upf.edu//2347127_1974512_singleton_obj.png,"['wheel', 'number plate', 'vehicle', 'motorbike', 'bike', 'motorcycle', 'egde']",['egde'],"{'wheel': 0, 'number plate': 0, 'vehicle': 0, 'motorbike': 0, 'bike': 0, 'motorcycle': 0, 'egde': 1}",alternative,1.0,1.0,,,True,True,1.0,1.0,
29,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2379767,1354596,pizza hut,2,visual,0,http://object-naming-amore.upf.edu//2379767_1354596_singleton_obj.png,"['shop', 'restaurant', 'restaurabt', 'house', 'storefront', 'pizza hut', 'building', 'store']","['store', 'building', 'pizza hut', 'storefront', 'restaurabt', 'restaurant', 'shop']","{'shop': 1, 'restaurant': 1, 'restaurabt': 1, 'house': 0, 'storefront': 1, 'pizza hut': 1, 'building': 1, 'store': 1}",,,,,,False,False,,,
30,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2347127,1974512,motorcycle,0,,0,http://object-naming-amore.upf.edu//2347127_1974512_singleton_obj.png,"['wheel', 'number plate', 'vehicle', 'motorbike', 'bike', 'motorcycle', 'egde']","['motorcycle', 'bike', 'motorbike', 'vehicle']","{'wheel': 0, 'number plate': 0, 'vehicle': 1, 'motorbike': 1, 'bike': 1, 'motorcycle': 1, 'egde': 0}",vg_majority,1.0,,,,True,False,1.0,,
31,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2379767,1354596,storefront,0,,0,http://object-naming-amore.upf.edu//2379767_1354596_singleton_obj.png,"['shop', 'restaurant', 'restaurabt', 'house', 'storefront', 'pizza hut', 'building', 'store']","['store', 'building', 'pizza hut', 'storefront', 'restaurabt', 'restaurant', 'shop']","{'shop': 1, 'restaurant': 1, 'restaurabt': 1, 'house': 0, 'storefront': 1, 'pizza hut': 1, 'building': 1, 'store': 1}",,,,,,False,False,,,
32,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2347127,1974512,bike,0,,0,http://object-naming-amore.upf.edu//2347127_1974512_singleton_obj.png,"['wheel', 'number plate', 'vehicle', 'motorbike', 'bike', 'motorcycle', 'egde']","['motorcycle', 'bike', 'motorbike', 'vehicle']","{'wheel': 0, 'number plate': 0, 'vehicle': 1, 'motorbike': 1, 'bike': 1, 'motorcycle': 1, 'egde': 0}",syn-wheel,0.0,0.0,,,False,False,,,
33,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2357516,811425,car,0,,1,http://object-naming-amore.upf.edu//2357516_811425_singleton_obj.png,"['grass', 'vehicle', 'truck', 'mirror', 'car']","['car', 'truck', 'vehicle']","{'grass': 0, 'vehicle': 1, 'truck': 1, 'mirror': 0, 'car': 1}",vg_majority,1.0,,,,True,False,1.0,,
34,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2379767,1354596,house,2,visual,1,http://object-naming-amore.upf.edu//2379767_1354596_singleton_obj.png,"['shop', 'restaurant', 'restaurabt', 'house', 'storefront', 'pizza hut', 'building', 'store']",['house'],"{'shop': 0, 'restaurant': 0, 'restaurabt': 0, 'house': 1, 'storefront': 0, 'pizza hut': 0, 'building': 0, 'store': 0}",,,,,,False,False,,,
35,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2347127,1974512,motorbike,0,,0,http://object-naming-amore.upf.edu//2347127_1974512_singleton_obj.png,"['wheel', 'number plate', 'vehicle', 'motorbike', 'bike', 'motorcycle', 'egde']","['motorcycle', 'bike', 'motorbike', 'vehicle']","{'wheel': 0, 'number plate': 0, 'vehicle': 1, 'motorbike': 1, 'bike': 1, 'motorcycle': 1, 'egde': 0}",,,,,,False,False,,,
36,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2357516,811425,mirror,1,bounding box,2,http://object-naming-amore.upf.edu//2357516_811425_singleton_obj.png,"['grass', 'vehicle', 'truck', 'mirror', 'car']",['mirror'],"{'grass': 0, 'vehicle': 0, 'truck': 0, 'mirror': 1, 'car': 0}",,,,,,False,False,,,
37,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2364992,758248,car,0,,2,http://object-naming-amore.upf.edu//2364992_758248_supercat_ambiguous.png,"['vehicle', 'parnips', 'wheel', 'car']","['car', 'vehicle']","{'vehicle': 1, 'parnips': 0, 'wheel': 0, 'car': 1}",vg_majority,1.0,,,,True,False,1.0,,
38,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2379767,1354596,restaurabt,2,linguistic,0,http://object-naming-amore.upf.edu//2379767_1354596_singleton_obj.png,"['shop', 'restaurant', 'restaurabt', 'house', 'storefront', 'pizza hut', 'building', 'store']","['store', 'building', 'pizza hut', 'storefront', 'restaurabt', 'restaurant', 'shop']","{'shop': 1, 'restaurant': 1, 'restaurabt': 1, 'house': 0, 'storefront': 1, 'pizza hut': 1, 'building': 1, 'store': 1}",typo-restaurant,1.0,1.0,,,True,True,1.0,1.0,
39,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2347127,1974512,vehicle,0,,0,http://object-naming-amore.upf.edu//2347127_1974512_singleton_obj.png,"['wheel', 'number plate', 'vehicle', 'motorbike', 'bike', 'motorcycle', 'egde']","['motorcycle', 'bike', 'motorbike', 'vehicle']","{'wheel': 0, 'number plate': 0, 'vehicle': 1, 'motorbike': 1, 'bike': 1, 'motorcycle': 1, 'egde': 0}",,,,,,False,False,,,
40,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2357516,811425,truck,0,,1,http://object-naming-amore.upf.edu//2357516_811425_singleton_obj.png,"['grass', 'vehicle', 'truck', 'mirror', 'car']","['car', 'truck', 'vehicle']","{'grass': 0, 'vehicle': 1, 'truck': 1, 'mirror': 0, 'car': 1}",,,,,,False,False,,,
41,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2364992,758248,wheel,2,bounding box,1,http://object-naming-amore.upf.edu//2364992_758248_supercat_ambiguous.png,"['vehicle', 'parnips', 'wheel', 'car']",['wheel'],"{'vehicle': 0, 'parnips': 0, 'wheel': 1, 'car': 0}",,,,1.0,,False,False,,,1.0
42,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2377664,564264,chair,0,,2,http://object-naming-amore.upf.edu//2377664_564264_singleton_obj.png,"['hand', 'bench', 'chair']","['chair', 'bench']","{'hand': 0, 'bench': 1, 'chair': 1}",,,,,,False,False,,,
43,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2379767,1354596,restaurant,2,visual,0,http://object-naming-amore.upf.edu//2379767_1354596_singleton_obj.png,"['shop', 'restaurant', 'restaurabt', 'house', 'storefront', 'pizza hut', 'building', 'store']","['store', 'building', 'pizza hut', 'storefront', 'restaurabt', 'restaurant', 'shop']","{'shop': 1, 'restaurant': 1, 'restaurabt': 1, 'house': 0, 'storefront': 1, 'pizza hut': 1, 'building': 1, 'store': 1}",,,,,,False,False,,,
44,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2347127,1974512,number plate,1,bounding box,2,http://object-naming-amore.upf.edu//2347127_1974512_singleton_obj.png,"['wheel', 'number plate', 'vehicle', 'motorbike', 'bike', 'motorcycle', 'egde']",['number plate'],"{'wheel': 0, 'number plate': 1, 'vehicle': 0, 'motorbike': 0, 'bike': 0, 'motorcycle': 0, 'egde': 0}",,,,,,False,False,,,
45,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2357516,811425,vehicle,0,,1,http://object-naming-amore.upf.edu//2357516_811425_singleton_obj.png,"['grass', 'vehicle', 'truck', 'mirror', 'car']","['car', 'truck', 'vehicle']","{'grass': 0, 'vehicle': 1, 'truck': 1, 'mirror': 0, 'car': 1}",,,,,,False,False,,,
46,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2364992,758248,parnips,2,other,0,http://object-naming-amore.upf.edu//2364992_758248_supercat_ambiguous.png,"['vehicle', 'parnips', 'wheel', 'car']",['parnips'],"{'vehicle': 0, 'parnips': 1, 'wheel': 0, 'car': 0}",random,1.0,1.0,,,True,True,1.0,1.0,
47,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2377664,564264,bench,0,,2,http://object-naming-amore.upf.edu//2377664_564264_singleton_obj.png,"['hand', 'bench', 'chair']","['chair', 'bench']","{'hand': 0, 'bench': 1, 'chair': 1}",vg_majority,1.0,,,,True,False,1.0,,
48,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2379767,1354596,shop,0,,0,http://object-naming-amore.upf.edu//2379767_1354596_singleton_obj.png,"['shop', 'restaurant', 'restaurabt', 'house', 'storefront', 'pizza hut', 'building', 'store']","['store', 'building', 'pizza hut', 'storefront', 'restaurabt', 'restaurant', 'shop']","{'shop': 1, 'restaurant': 1, 'restaurabt': 1, 'house': 0, 'storefront': 1, 'pizza hut': 1, 'building': 1, 'store': 1}",syn-store,1.0,1.0,,,True,True,1.0,1.0,
49,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2347127,1974512,wheel,1,bounding box,1,http://object-naming-amore.upf.edu//2347127_1974512_singleton_obj.png,"['wheel', 'number plate', 'vehicle', 'motorbike', 'bike', 'motorcycle', 'egde']",['wheel'],"{'wheel': 1, 'number plate': 0, 'vehicle': 0, 'motorbike': 0, 'bike': 0, 'motorcycle': 0, 'egde': 0}",,,,,,False,False,,,
50,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2357516,811425,grass,1,bounding box,0,http://object-naming-amore.upf.edu//2357516_811425_singleton_obj.png,"['grass', 'vehicle', 'truck', 'mirror', 'car']",['grass'],"{'grass': 1, 'vehicle': 0, 'truck': 0, 'mirror': 0, 'car': 0}",alternative,1.0,1.0,,,True,True,1.0,1.0,
51,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2364992,758248,vehicle,0,,2,http://object-naming-amore.upf.edu//2364992_758248_supercat_ambiguous.png,"['vehicle', 'parnips', 'wheel', 'car']","['car', 'vehicle']","{'vehicle': 1, 'parnips': 0, 'wheel': 0, 'car': 1}",,,,,,False,False,,,
52,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2377664,564264,hand,1,bounding box,1,http://object-naming-amore.upf.edu//2377664_564264_singleton_obj.png,"['hand', 'bench', 'chair']",['hand'],"{'hand': 1, 'bench': 0, 'chair': 0}",alternative,1.0,1.0,,,True,True,1.0,1.0,
