assignmentid,rating_mean,color_mean,correct1_count,correct1_sum,correct2_count,correct2_sum,correct3_count,correct3_sum,correct3_<lambda>,control_score,control_score-filtered,n_controls,n_correct,hitid,requesterannotation,control_score_mturk,workerid,errors_mturk,n_controls_mturk,n_correct_mturk,decision1,decision2,executed1,executed2,explanation,mistakes,n_mistakes
3HYA4D452RJVT7R434DI4ZDDK7DF2N,0.5833333333333334,0.4166666666666667,13,12.0,8,7.0,1,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9090909090909091,0.9523809523809523,22,20.0,3BFF0DJK8XCVVRSA21SCO19U8Z3TSV,../1_pre-pilot/verification_pilot_amt.csv_8,0.9047619047619048,worker8,['0.09523809523809523'],21,19,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2406793_290252_seed_ambiguous.png - filming - random: visual', ""http://object-naming-amore.upf.edu//2406793_290252_seed_ambiguous.png - filming - random: ['curtain', 'filming']""]",2
3Q8GYXHFEP2GPSQHULPFU0VM72XC5R,0.4166666666666667,0.4166666666666667,13,9.0,8,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8095238095238095,0.85,21,17.0,3BFF0DJK8XCVVRSA21SCO19U8Z3TSV,../1_pre-pilot/verification_pilot_amt.csv_8,0.8095238095238095,worker16,['0.19047619047619047'],21,17,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2319991_996919_supercat_unique.png - tracks - alternative: linguistic', 'http://object-naming-amore.upf.edu//2383959_529233_supercat_ambiguous.png - dotdog - random: linguistic', 'http://object-naming-amore.upf.edu//2320110_2918513_seed_ambiguous.png - engine - alternative: linguistic', 'http://object-naming-amore.upf.edu//2406793_290252_seed_ambiguous.png - filming - random: bounding box']",4
37XITHEISW95UFOFRS2IX10IZKQRCO,0.6944444444444444,1.8888888888888888,9,8.0,4,4.0,2,2.0,"[nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9333333333333333,0.9333333333333333,15,14.0,3BJKPTD2QCCJUCSXNCS7YR4YMXKRT5,../1_pre-pilot/verification_pilot_amt.csv_9,0.9230769230769231,worker9,['0.07692307692307693'],13,12,approve,,False,False,good enough assignment,['http://object-naming-amore.upf.edu//2360367_2857132_singleton_obj.png - sticker - alternative: visual'],1
3JNQLM5FT4MHTZ10PFGGZCIXH3Q2L6,1.0277777777777777,0.5555555555555556,9,5.0,4,4.0,8,8.0,"[nan, nan, nan, nan, 1.0, 1.0, nan, nan, 1.0, 1.0, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, 1.0, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8095238095238095,0.8095238095238095,21,17.0,3BJKPTD2QCCJUCSXNCS7YR4YMXKRT5,../1_pre-pilot/verification_pilot_amt.csv_9,0.6923076923076923,worker11,['0.3076923076923077'],13,9,approve,block,False,False,"good enough assignment, blocked because low average quality","['http://object-naming-amore.upf.edu//2411642_2769770_singleton_obj.png - hinge - alternative: visual', 'http://object-naming-amore.upf.edu//2413244_177212_singleton_obj.png - sleet - random: visual', 'http://object-naming-amore.upf.edu//2343655_921276_supercat_ambiguous.png - stripes - random: visual', 'http://object-naming-amore.upf.edu//2415942_2881595_supercat_ambiguous.png - shirt - vg_majority: visual']",4
3SNVL38CI4SJ7BBK18TLWPE44UPKCL,0.75,0.8888888888888888,9,8.0,4,4.0,1,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9285714285714286,0.9285714285714286,14,13.0,3BJKPTD2QCCJUCSXNCS7YR4YMXKRT5,../1_pre-pilot/verification_pilot_amt.csv_9,0.9230769230769231,worker20,['0.07692307692307693'],13,12,approve,,False,False,good enough assignment,['http://object-naming-amore.upf.edu//2343655_921276_supercat_ambiguous.png - stripes - random: visual'],1
3VNL7UK1XFJPD6LHMJXE5MM3KKNTFQ,0.5277777777777778,0.5277777777777778,9,9.0,4,4.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,13,13.0,3BJKPTD2QCCJUCSXNCS7YR4YMXKRT5,../1_pre-pilot/verification_pilot_amt.csv_9,1.0,worker24,['0'],13,13,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
36DSNE9QZ5YP5G259S20QA88EHRJOX,0.2777777777777778,0.9166666666666666,10,5.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.6875,0.6875,16,11.0,3BJKPTD2QCCJUCSXNCS7YR4YMXKTR7,../1_pre-pilot/verification_pilot_amt.csv_2,0.6875,worker18,['0.3125'],16,11,reject,block,False,False,"failed assignment, worker not good enough on average, lenience already applied, blocked because low average quality","['http://object-naming-amore.upf.edu//2375426_2950862_singleton_obj.png - script - random: visual', 'http://object-naming-amore.upf.edu//1238_3635438_singleton_obj.png - shoebox - alternative: visual', 'http://object-naming-amore.upf.edu//2317212_1022693_singleton_obj.png - pot - alternative: visual', 'http://object-naming-amore.upf.edu//2385974_684689_singleton_obj.png - car - alternative: 0', 'http://object-naming-amore.upf.edu//2376206_575136_supercat_unique.png - plaque - alternative: visual']",5
3C6FJU71TQTADAH1REFCZ3FL99BYUA,0.9722222222222222,1.0,10,9.0,6,6.0,6,5.0,"[1.0, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, 0.0, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9090909090909091,0.9090909090909091,22,20.0,3BJKPTD2QCCJUCSXNCS7YR4YMXKTR7,../1_pre-pilot/verification_pilot_amt.csv_2,0.9375,worker11,['0.0625'],16,15,approve,block,False,False,"good enough assignment, blocked because low average quality","['http://object-naming-amore.upf.edu//2376206_575136_supercat_unique.png - plaque - alternative: visual', 'http://object-naming-amore.upf.edu//2385974_684689_singleton_obj.png - garage -  ~ garage_building']",2
3LOZAJ85YDDCTTIP3YJ4A6DKOA52XT,0.8888888888888888,1.4722222222222223,10,9.0,6,6.0,6,6.0,"[1.0, nan, 1.0, nan, 1.0, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9545454545454546,0.9545454545454546,22,21.0,3BJKPTD2QCCJUCSXNCS7YR4YMXKTR7,../1_pre-pilot/verification_pilot_amt.csv_2,0.9375,worker9,['0.0625'],16,15,approve,,False,False,good enough assignment,['http://object-naming-amore.upf.edu//2376206_575136_supercat_unique.png - jacket - vg_majority: visual'],1
3SEPORI8WNZQ3RD8HV04D9CT80CZAF,0.2777777777777778,0.7777777777777778,10,9.0,6,6.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9375,0.9375,16,15.0,3BJKPTD2QCCJUCSXNCS7YR4YMXKTR7,../1_pre-pilot/verification_pilot_amt.csv_2,0.9375,worker26,['0.0625'],16,15,approve,,False,False,good enough assignment,['http://object-naming-amore.upf.edu//2385974_684689_singleton_obj.png - car - alternative: 0'],1
31HQ4X3T3SAAYYIYJUVMQUV1FVSSLY,0.5945945945945946,0.7837837837837838,10,6.0,7,7.0,2,2.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan]",0.7894736842105263,0.8333333333333334,19,15.0,3DFYDSXB2W0HW1O9FC981W49VUXJUW,../1_pre-pilot/verification_pilot_amt.csv_11,0.7647058823529411,worker19,['0.23529411764705882'],17,13,approve,block,False,False,"good enough assignment, blocked because low average quality","['http://object-naming-amore.upf.edu//2355185_2071636_singleton_obj.png - runawy - typo-runway: 0', 'http://object-naming-amore.upf.edu//2358656_800444_supercat_unique.png - comics - random: visual', 'http://object-naming-amore.upf.edu//107996_1073842_supercat_unique.png - rocker - alternative: visual', 'http://object-naming-amore.upf.edu//2349227_2299218_singleton_obj.png - section - alternative: visual']",4
33SA9F9TRXUPZ9PFMDIJAO82CCNEWE,0.6756756756756757,1.1081081081081081,10,10.0,7,7.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,17,17.0,3DFYDSXB2W0HW1O9FC981W49VUXJUW,../1_pre-pilot/verification_pilot_amt.csv_11,1.0,worker7,['0'],17,17,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
33TIN5LC04ACTITYT3KL37S7WMCY9Q,0.5135135135135135,1.0810810810810811,10,8.0,7,6.0,1,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.8333333333333334,0.8823529411764706,18,15.0,3DFYDSXB2W0HW1O9FC981W49VUXJUW,../1_pre-pilot/verification_pilot_amt.csv_11,0.8235294117647058,worker3,['0.17647058823529413'],17,14,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2358656_800444_supercat_unique.png - comics - random: visual', 'http://object-naming-amore.upf.edu//2358962_797293_supercat_unique.png - ty - random: linguistic', ""http://object-naming-amore.upf.edu//2358962_797293_supercat_unique.png - wheel - syn-bike: ['wheel']""]",3
3WSELTNVR32UHF49B3BMRLBCN4WTAZ,0.972972972972973,1.2432432432432432,10,7.0,7,6.0,5,3.0,"[nan, nan, 0.0, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, 0.0]",0.7272727272727273,0.7619047619047619,22,16.0,3DFYDSXB2W0HW1O9FC981W49VUXJUW,../1_pre-pilot/verification_pilot_amt.csv_11,0.7647058823529411,worker11,['0.23529411764705882'],17,13,approve,block,False,False,"failed assignment, but apply lenience, blocked because low average quality","['http://object-naming-amore.upf.edu//2358656_800444_supercat_unique.png - comics - random: visual', 'http://object-naming-amore.upf.edu//2358962_797293_supercat_unique.png - wheel - syn-bike: 0', 'http://object-naming-amore.upf.edu//107996_1073842_supercat_unique.png - shirt - vg_majority: visual', ""http://object-naming-amore.upf.edu//2358962_797293_supercat_unique.png - wheel - syn-bike: ['wheel']"", 'http://object-naming-amore.upf.edu//2355185_2071636_singleton_obj.png - airfield -  ~ airfield_field,runway,land,tarmac,road,landing strip', 'http://object-naming-amore.upf.edu//2349227_2299218_singleton_obj.png - tie -  ~ tie_shirt']",6
39LNWE0K4UWONA2WNWT9DFLXJQ5UIS,0.4166666666666667,0.6666666666666666,12,10.0,9,9.0,2,2.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan]",0.9130434782608695,0.9130434782608695,23,21.0,3DTJ4WT8BDFQ7KWR7YXPL86WS4GEZV,../1_pre-pilot/verification_pilot_amt.csv_4,0.9047619047619048,worker20,['0.09523809523809523'],21,19,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2361249_2215755_seed_ambiguous.png - jakcet - typo-jacket: 0', 'http://object-naming-amore.upf.edu//2417254_2930050_singleton_obj.png - motorcycle - syn-motorbike: visual']",2
3GS6S824SQXTTF2SFCL20B2BQ3UNWG,0.19444444444444445,0.75,13,12.0,9,8.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9090909090909091,0.9090909090909091,22,20.0,3DTJ4WT8BDFQ7KWR7YXPL86WS4GEZV,../1_pre-pilot/verification_pilot_amt.csv_4,0.9090909090909091,worker18,['0.09090909090909091'],22,20,approve,block,False,False,"good enough assignment, blocked because low average quality","['http://object-naming-amore.upf.edu//2417254_2930050_singleton_obj.png - motorcyccle - typo-motorcycle: 0', ""http://object-naming-amore.upf.edu//2319992_996910_seed_ambiguous.png - girl - syn-girls: ['athlete', 'soccer player', 'athleet', 'woman', 'person', 'girl', 'player']""]",2
3SBEHTYCWN354JM1XXQYG0RAFCZYI9,0.7222222222222222,0.7777777777777778,13,12.0,9,8.0,6,6.0,"[nan, nan, 1.0, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, 1.0, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, 1.0, nan]",0.9285714285714286,0.9285714285714286,28,26.0,3DTJ4WT8BDFQ7KWR7YXPL86WS4GEZV,../1_pre-pilot/verification_pilot_amt.csv_4,0.9090909090909091,worker25,['0.09090909090909091'],22,20,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2319992_996910_seed_ambiguous.png - girl - syn-girls: 0', ""http://object-naming-amore.upf.edu//2319992_996910_seed_ambiguous.png - girl - syn-girls: ['athlete', 'soccer player', 'athleet', 'woman', 'person', 'girl', 'player']""]",2
3X4JMASXCM9YKGCAJFN82LTD8C30BA,0.3333333333333333,0.2777777777777778,13,13.0,9,9.0,0,0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1.0,1.0,22,22.0,3DTJ4WT8BDFQ7KWR7YXPL86WS4GEZV,../1_pre-pilot/verification_pilot_amt.csv_4,1.0,worker24,['0'],22,22,approve,bonus,False,False,"good enough assignment, bonus because very good assignment",[],0
3BXQMRHWKZYAJTSN8BR158SE0ZQUM9,0.4864864864864865,1.0810810810810811,10,7.0,6,6.0,2,2.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan]",0.8333333333333334,0.8333333333333334,18,15.0,3EKZL9T8Y8MPJ1CJ5LLNVD2OB2MHCF,../1_pre-pilot/verification_pilot_amt.csv_16,0.8125,worker3,['0.1875'],16,13,approve,,False,False,good enough assignment,"['http://object-naming-amore.upf.edu//2398442_425300_supercat_unique.png - lgiht - random: linguistic', 'http://object-naming-amore.upf.edu//2320509_3007652_singleton_obj.png - leavess - random: linguistic', 'http://object-naming-amore.upf.edu//2402888_1130347_singleton_obj.png - roof - alternative: linguistic']",3
3DY46V3X3PIVQ7H2FB27GUPCFLD55E,0.8108108108108109,1.3513513513513513,10,9.0,6,6.0,1,1.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.9411764705882353,0.9411764705882353,17,16.0,3EKZL9T8Y8MPJ1CJ5LLNVD2OB2MHCF,../1_pre-pilot/verification_pilot_amt.csv_16,0.9375,worker14,['0.0625'],16,15,approve,,False,False,good enough assignment,['http://object-naming-amore.upf.edu//2404756_338301_singleton_obj.png - neck - alternative: visual'],1
