,domain,word1,word2,relation,same_object,subrelation,totalfreq,freq-w1-w2,freq-w2-w1,domain_w1,domain_w2,syn_w1,syn_w2
8419,animals_plants,horse,pole,crossclassified,f,adjacent,34,34,0,animals_plants,buildings,0,0
6886,animals_plants,horse,pant,crossclassified,f,adjacent,33,33,0,animals_plants,people,0,0
9598,animals_plants,dog,statue,crossclassified,t,overlapping,33,32,1,animals_plants,animals_plants,0,0
33148,animals_plants,bird,peak,crossclassified,f,adjacent,33,33,0,animals_plants,animals_plants,0,0
4293,animals_plants,belt,animal,crossclassified,f,adjacent,30,15,15,animals_plants,animals_plants,0,0
10018,animals_plants,animal,belt,crossclassified,f,adjacent,30,15,15,animals_plants,animals_plants,0,0
7407,animals_plants,guinea pig,hamster,crossclassified,t,conc_disagreement,29,19,10,animals_plants,animals_plants,0,0
4119,animals_plants,cat,bed,crossclassified,f,supports.2,28,24,4,animals_plants,home,0,0
3366,animals_plants,giraffe,pole,crossclassified,f,adjacent,27,27,0,animals_plants,buildings,0,0
12154,animals_plants,bull,yak,crossclassified,t,conc_disagreement,27,25,2,animals_plants,animals_plants,0,0
1758,animals_plants,bull,horse,crossclassified,t,conc_disagreement,27,23,4,animals_plants,animals_plants,0,0
1109,animals_plants,lamb,cow,crossclassified,f,adjacent,27,19,8,animals_plants,animals_plants,0,0
3313,animals_plants,dog,plate,crossclassified,f,adjacent,26,26,0,animals_plants,food,0,0
5235,animals_plants,dog,bed,crossclassified,f,supports.2,26,26,0,animals_plants,home,0,0
6493,animals_plants,cow,statue,crossclassified,t,overlapping,26,21,5,animals_plants,animals_plants,0,0
24769,animals_plants,cat,shoe,crossclassified,f,adjacent,26,26,0,animals_plants,people,0,0
2001,animals_plants,cow,buffalo,crossclassified,f,conc_disagreement,26,23,3,animals_plants,animals_plants,0,0
9983,animals_plants,horse,cap,crossclassified,f,adjacent,25,25,0,animals_plants,people,0,0
17861,animals_plants,sheep,flock,crossclassified,f,adjacent,24,24,0,animals_plants,animals_plants,0,0
31604,animals_plants,cat,bag,crossclassified,f,adjacent,23,22,1,animals_plants,people,0,0
13972,animals_plants,flower,vase,crossclassified,f,supports.2,22,22,0,animals_plants,home,0,0
21399,animals_plants,giraffe,tree,crossclassified,f,adjacent,21,21,0,animals_plants,buildings,0,0
12645,animals_plants,belt,shoe,crossclassified,f,adjacent,21,12,9,animals_plants,people,0,0
13335,animals_plants,cat,pillow,crossclassified,f,adjacent,21,21,0,animals_plants,home,0,0
15944,animals_plants,horse,saddle,crossclassified,f,supports.1,21,21,0,animals_plants,animals_plants,0,0
8826,animals_plants,dog,pillow,crossclassified,f,adjacent,21,21,0,animals_plants,home,0,0
5963,animals_plants,toy,bear,crossclassified,t,overlapping,21,21,0,home,animals_plants,0,0
5409,animals_plants,giraffe,wooden,crossclassified,f,material.2,21,21,0,animals_plants,home,0,0
11035,animals_plants,shoe,animal,crossclassified,f,adjacent,20,17,3,people,animals_plants,0,0
12798,animals_plants,animal,horn,crossclassified,f,part.2,20,20,0,animals_plants,animals_plants,0,0
4374,animals_plants,sheep,dog,crossclassified,t,conc_disagreement,19,18,1,animals_plants,animals_plants,0,0
10587,animals_plants,animal,pole,crossclassified,f,adjacent,19,12,7,animals_plants,buildings,0,0
11866,animals_plants,sheep,statue,crossclassified,t,overlapping,19,10,9,animals_plants,animals_plants,0,0
14098,animals_plants,sheep,llama,crossclassified,t,conc_disagreement,19,18,1,animals_plants,animals_plants,0,0
15067,animals_plants,statue,toy,crossclassified,t,overlapping,19,18,1,animals_plants,home,0,0
5974,animals_plants,bear,dog,crossclassified,t,conc_disagreement,18,15,3,animals_plants,animals_plants,0,0
27187,animals_plants,cow,horn,crossclassified,f,part.2,18,18,0,animals_plants,animals_plants,0,0
35273,animals_plants,dog,shoe,crossclassified,f,adjacent,18,12,6,animals_plants,people,0,0
5985,animals_plants,teddy bear,bear,crossclassified,t,overlapping,17,12,5,home,animals_plants,0,0
11798,animals_plants,horse,jacket,crossclassified,f,adjacent,17,17,0,animals_plants,clothing,0,0
27295,animals_plants,bull,buffalo,crossclassified,t,conc_disagreement,17,17,0,animals_plants,animals_plants,0,0
8289,animals_plants,cat,keyboard,crossclassified,f,adjacent,16,16,0,animals_plants,home,0,0
21725,animals_plants,fish,chicken,crossclassified,f,adjacent,16,13,3,animals_plants,animals_plants,0,0
3328,animals_plants,goat,ewe,crossclassified,f,conc_disagreement,16,16,0,animals_plants,animals_plants,0,0
3611,animals_plants,cat,sink,crossclassified,f,adjacent,16,16,0,animals_plants,home,0,0
1629,animals_plants,ram,cow,crossclassified,t,conc_disagreement,15,8,7,animals_plants,animals_plants,0,0
2685,animals_plants,horse,dog,crossclassified,t,conc_disagreement,15,9,6,animals_plants,animals_plants,0,0
9895,animals_plants,statue,bird,crossclassified,t,overlapping,15,8,7,animals_plants,animals_plants,0,0
15137,animals_plants,dog,frisbee,crossclassified,f,adjacent,15,15,0,animals_plants,people,0,0
28158,animals_plants,horse,woman,crossclassified,f,adjacent,15,15,0,animals_plants,people,0,0
32460,animals_plants,cow,toy,crossclassified,t,overlapping,15,15,0,animals_plants,home,0,0
39449,animals_plants,field,grass,crossclassified,f,part.2,15,8,7,animals_plants,animals_plants,0,0
348,animals_plants,dog,t-shirt,crossclassified,f,adjacent,15,14,1,animals_plants,clothing,0,0
14096,animals_plants,goat,llama,crossclassified,t,conc_disagreement,14,10,4,animals_plants,animals_plants,0,0
45804,animals_plants,flower,dandelion,crossclassified,t,hypernym.1,14,14,0,animals_plants,animals_plants,0,0
29265,animals_plants,cow,cap,crossclassified,f,adjacent,14,14,0,animals_plants,people,0,0
27188,animals_plants,bull,horn,crossclassified,f,part.2,14,14,0,animals_plants,animals_plants,0,0
26202,animals_plants,dog,ball,crossclassified,f,adjacent,14,11,3,animals_plants,people,0,0
21613,animals_plants,queen,woman,crossclassified,t,overlapping,14,14,0,animals_plants,people,0,0
15061,animals_plants,cat,toy,crossclassified,t,overlapping,14,13,1,animals_plants,home,0,0
7709,animals_plants,horse,wood,crossclassified,f,material,14,14,0,animals_plants,home,0,0
12135,animals_plants,horse,wheel,crossclassified,f,adjacent,14,13,1,animals_plants,vehicles,0,0
10023,animals_plants,dog,rope,crossclassified,f,adjacent,14,14,0,animals_plants,animals_plants,0,0
4701,animals_plants,dog,pet,crossclassified,t,overlapping,14,13,1,animals_plants,animals_plants,0,0
3661,animals_plants,giraffe,head,crossclassified,f,part.2,14,14,0,animals_plants,people,0,0
2158,animals_plants,cow,rope,crossclassified,f,adjacent,14,13,1,animals_plants,animals_plants,0,0
1640,animals_plants,goat,dog,crossclassified,t,conc_disagreement,14,11,3,animals_plants,animals_plants,0,0
9603,animals_plants,statue,animal,crossclassified,t,overlapping,13,11,2,animals_plants,animals_plants,0,0
21357,animals_plants,cow,bison,crossclassified,t,conc_disagreement,13,13,0,animals_plants,animals_plants,0,0
14374,animals_plants,sheep,field,crossclassified,f,adjacent,13,13,0,animals_plants,animals_plants,0,0
13869,animals_plants,herd,goat,crossclassified,f,part.2,13,10,3,animals_plants,animals_plants,0,0
34944,animals_plants,cat,belt,crossclassified,f,adjacent,13,11,2,animals_plants,animals_plants,0,0
7315,animals_plants,pony,donkey,crossclassified,t,conc_disagreement,13,10,3,animals_plants,animals_plants,0,0
2968,animals_plants,cat,table,crossclassified,f,adjacent,13,13,0,animals_plants,home,0,0
2517,animals_plants,bird,wood,crossclassified,f,material,13,13,0,animals_plants,home,0,0
4776,animals_plants,bird,tree,crossclassified,f,adjacent,13,13,0,animals_plants,buildings,0,0
14531,animals_plants,sheep,calf,crossclassified,,,12,12,0,animals_plants,animals_plants,0,0
37649,animals_plants,cat,mirror,crossclassified,,,12,12,0,animals_plants,vehicles,0,0
32161,animals_plants,cat,plate,crossclassified,,,12,12,0,animals_plants,food,0,0
31229,animals_plants,dog,car,crossclassified,,,12,12,0,animals_plants,vehicles,0,0
16524,animals_plants,giraffe,garfield,crossclassified,,,12,12,0,animals_plants,animals_plants,0,0
15976,animals_plants,goat,horse,crossclassified,,,12,10,2,animals_plants,animals_plants,0,0
41549,animals_plants,dog,doll,crossclassified,,,12,10,2,animals_plants,home,0,0
12055,animals_plants,yak,buffalo,crossclassified,,,12,8,4,animals_plants,animals_plants,0,0
11748,animals_plants,dog,chair,crossclassified,,,12,12,0,animals_plants,home,0,0
8655,animals_plants,cat,chair,crossclassified,,,12,12,0,animals_plants,home,0,0
5460,animals_plants,horse,wrap,crossclassified,,,12,12,0,animals_plants,clothing,0,0
3593,animals_plants,cat,television,crossclassified,,,12,12,0,animals_plants,home,0,0
2089,animals_plants,horse,head,crossclassified,,,12,12,0,animals_plants,people,0,0
12054,animals_plants,buffalo,oxen,crossclassified,,,12,9,3,animals_plants,animals_plants,0,0
28184,animals_plants,cat,book,crossclassified,,,11,11,0,animals_plants,home,0,0
69528,animals_plants,sand,beach,crossclassified,,,11,11,0,animals_plants,home,0,0
42881,animals_plants,belt,rope,crossclassified,,,11,8,3,animals_plants,animals_plants,0,0
41644,animals_plants,pelican,stork,crossclassified,,,11,10,1,animals_plants,animals_plants,0,0
31158,animals_plants,pelican,duck,crossclassified,,,11,6,5,animals_plants,animals_plants,0,0
10203,animals_plants,zebra,head,crossclassified,,,11,11,0,animals_plants,people,0,0
17932,animals_plants,crane,pelican,crossclassified,,,11,6,5,animals_plants,animals_plants,0,0
10011,animals_plants,cow,pole,crossclassified,,,11,11,0,animals_plants,buildings,0,0
4568,animals_plants,cat,sofa,crossclassified,,,11,11,0,animals_plants,home,0,0
2977,animals_plants,horse,wooden,crossclassified,,,11,11,0,animals_plants,home,0,0
821,animals_plants,donkey,mule,crossclassified,,,11,9,2,animals_plants,animals_plants,0,0
9275,animals_plants,statue,bull,crossclassified,,,10,10,0,animals_plants,animals_plants,0,0
22318,animals_plants,horse,toy,crossclassified,,,10,10,0,animals_plants,home,0,0
22238,animals_plants,flower,flower pot,crossclassified,,,10,10,0,animals_plants,home,0,0
14536,animals_plants,goat,calf,crossclassified,,,10,7,3,animals_plants,animals_plants,0,0
11271,animals_plants,salmon,meat,crossclassified,,,10,9,1,animals_plants,animals_plants,0,0
7659,animals_plants,bird,wings,crossclassified,,,10,10,0,animals_plants,vehicles,0,0
4334,animals_plants,cat,remote,crossclassified,,,10,10,0,animals_plants,home,0,0
4279,animals_plants,cow,belt,crossclassified,,,10,10,0,animals_plants,animals_plants,0,0
3353,animals_plants,giraffe,statue,crossclassified,,,10,10,0,animals_plants,animals_plants,0,0
5462,animals_plants,horse,hare,crossclassified,,,10,10,0,animals_plants,animals_plants,0,0
27860,animals_plants,bull,bison,crossclassified,,,9,7,2,animals_plants,animals_plants,0,0
19080,animals_plants,lamb,dog,crossclassified,,,9,9,0,animals_plants,animals_plants,0,0
58940,animals_plants,shark,costume,crossclassified,,,9,9,0,animals_plants,clothing,0,0
58278,animals_plants,mask,costume,crossclassified,,,9,9,0,clothing,clothing,0,0
38997,animals_plants,zebra,tree,crossclassified,,,9,9,0,animals_plants,buildings,0,0
29959,animals_plants,goat,flock,crossclassified,,,9,8,1,animals_plants,animals_plants,0,0
29246,animals_plants,puppy,cat,crossclassified,,,9,5,4,animals_plants,animals_plants,0,0
26614,animals_plants,seagull,duck,crossclassified,,,9,7,2,animals_plants,animals_plants,0,0
24370,animals_plants,zebra,zipper,crossclassified,,,9,9,0,animals_plants,animals_plants,0,0
24177,animals_plants,sheep,wool,crossclassified,,,9,9,0,animals_plants,animals_plants,0,0
21166,animals_plants,yak,steer,crossclassified,,,9,5,4,animals_plants,animals_plants,0,0
21833,animals_plants,sheep,horse,crossclassified,,,9,6,3,animals_plants,animals_plants,0,0
17862,animals_plants,sheep,grass,crossclassified,,,9,9,0,animals_plants,animals_plants,0,0
4702,animals_plants,cat,pet,crossclassified,,,9,9,0,animals_plants,animals_plants,0,0
678,animals_plants,seagull,dove,crossclassified,,,9,9,0,animals_plants,animals_plants,0,0
679,animals_plants,seagull,pigeon,crossclassified,,,9,7,2,animals_plants,animals_plants,0,0
2082,animals_plants,duck,crane,crossclassified,,,9,8,1,animals_plants,animals_plants,0,0
4377,animals_plants,dog,tie,crossclassified,,,9,9,0,animals_plants,clothing,0,0
2085,animals_plants,goose,crane,crossclassified,,,9,5,4,animals_plants,animals_plants,0,0
7057,animals_plants,giraffe,leaf,crossclassified,,,9,9,0,animals_plants,animals_plants,0,0
10017,animals_plants,animal,t-shirt,crossclassified,,,9,7,2,animals_plants,clothing,0,0
11404,animals_plants,bird,beak,crossclassified,,,9,9,0,animals_plants,animals_plants,0,0
12793,animals_plants,goat,horn,crossclassified,,,9,9,0,animals_plants,animals_plants,0,0
28925,animals_plants,cow,cube,crossclassified,,,8,8,0,animals_plants,animals_plants,0,0
38871,animals_plants,animals,flock,crossclassified,,,8,5,3,animals_plants,animals_plants,0,0
29607,animals_plants,giraffe,toy,crossclassified,,,8,8,0,animals_plants,home,0,0
30590,animals_plants,fish,toy,crossclassified,,,8,8,0,animals_plants,home,0,0
34950,animals_plants,sheep,fur,crossclassified,,,8,8,0,animals_plants,animals_plants,0,0
35138,animals_plants,dog,table,crossclassified,,,8,8,0,animals_plants,home,0,0
38866,animals_plants,animals,herd,crossclassified,,,8,5,3,animals_plants,animals_plants,0,0
52203,animals_plants,tower,clock,crossclassified,,,8,8,0,buildings,buildings,0,0
39949,animals_plants,horse,giraffe,crossclassified,,,8,5,3,animals_plants,animals_plants,0,0
48236,animals_plants,cow,dress,crossclassified,,,8,8,0,animals_plants,clothing,0,0
52200,animals_plants,clock tower,clock,crossclassified,,,8,8,0,buildings,buildings,0,0
52829,animals_plants,pig,balloon,crossclassified,,,8,8,0,animals_plants,vehicles,0,0
58152,animals_plants,kite,flag,crossclassified,,,8,8,0,vehicles,animals_plants,0,0
70893,animals_plants,toy,duck,crossclassified,,,8,8,0,home,animals_plants,0,0
26318,animals_plants,horse,dress,crossclassified,,,8,8,0,animals_plants,clothing,0,0
27061,animals_plants,kitten,dog,crossclassified,,,8,5,3,animals_plants,animals_plants,0,0
17545,animals_plants,bird,wing,crossclassified,,,8,8,0,animals_plants,vehicles,0,0
25170,animals_plants,shoe,rope,crossclassified,,,8,6,2,people,animals_plants,0,0
11867,animals_plants,statue,lamb,crossclassified,,,8,7,1,animals_plants,animals_plants,0,0
4657,animals_plants,sheep,doge,crossclassified,,,8,8,0,animals_plants,animals_plants,0,0
21719,animals_plants,meat,broccoli,crossclassified,,,8,8,0,animals_plants,food,0,0
5401,animals_plants,cat,box,crossclassified,,,8,8,0,animals_plants,home,0,0
5461,animals_plants,horse,harness,crossclassified,,,8,8,0,animals_plants,animals_plants,0,0
5789,animals_plants,horse,horse head,crossclassified,,,8,8,0,animals_plants,animals_plants,0,0
8522,animals_plants,cat,wheel,crossclassified,,,8,8,0,animals_plants,vehicles,0,0
9437,animals_plants,sheep,pole,crossclassified,,,8,8,0,animals_plants,buildings,0,0
8164,animals_plants,cat,wooden,crossclassified,,,8,8,0,animals_plants,home,0,0
13384,animals_plants,bird,leaf,crossclassified,,,8,8,0,animals_plants,animals_plants,0,0
15197,animals_plants,animal,shirt,crossclassified,,,8,8,0,animals_plants,clothing,0,0
16837,animals_plants,dog,sofa,crossclassified,,,8,8,0,animals_plants,home,0,0
17451,animals_plants,plant,stems,crossclassified,,,8,8,0,animals_plants,animals_plants,0,0
21034,animals_plants,giraffe,cow,crossclassified,,,8,6,2,animals_plants,animals_plants,0,0
21371,animals_plants,yak,bison,crossclassified,,,8,5,3,animals_plants,animals_plants,0,0
34535,animals_plants,dog,mirror,crossclassified,,,7,7,0,animals_plants,vehicles,0,0
26113,animals_plants,dog,chain,crossclassified,,,7,7,0,animals_plants,clothing,0,0
26114,animals_plants,giraffe,wall,crossclassified,,,7,7,0,animals_plants,home,0,0
27564,animals_plants,cat,reflection,crossclassified,,,7,7,0,animals_plants,animals_plants,0,0
29109,animals_plants,seagull,pelican,crossclassified,,,7,4,3,animals_plants,animals_plants,0,0
29865,animals_plants,animal,pant,crossclassified,,,7,6,1,animals_plants,people,0,0
30108,animals_plants,dog,fur,crossclassified,,,7,5,2,animals_plants,animals_plants,0,0
31734,animals_plants,flower,pot,crossclassified,,,7,7,0,animals_plants,home,0,0
34278,animals_plants,dog,wheel,crossclassified,,,7,6,1,animals_plants,vehicles,0,0
56347,animals_plants,bug,keyboard,crossclassified,,,7,7,0,animals_plants,home,0,0
36399,animals_plants,laptop,animal,crossclassified,,,7,4,3,home,animals_plants,0,0
42395,animals_plants,animal,cap,crossclassified,,,7,5,2,animals_plants,people,0,0
44257,animals_plants,toy,face,crossclassified,,,7,7,0,home,people,0,0
48761,animals_plants,fur,animal,crossclassified,,,7,7,0,animals_plants,animals_plants,0,0
52089,animals_plants,cat,glass,crossclassified,,,7,7,0,animals_plants,home,0,0
54413,animals_plants,grass,shoe,crossclassified,,,7,7,0,animals_plants,people,0,0
56350,animals_plants,insect,keyboard,crossclassified,,,7,7,0,animals_plants,home,0,0
22446,animals_plants,goat,deer,crossclassified,,,7,4,3,animals_plants,animals_plants,0,0
23956,animals_plants,eagle,falcon,crossclassified,,,7,4,3,animals_plants,animals_plants,0,0
8165,animals_plants,animal,wooden,crossclassified,,,7,5,2,animals_plants,home,0,0
21349,animals_plants,bison,oxen,crossclassified,,,7,4,3,animals_plants,animals_plants,0,0
9604,animals_plants,plate,animal,crossclassified,,,7,5,2,food,animals_plants,0,0
3357,animals_plants,giraffe,prow,crossclassified,,,7,7,0,animals_plants,animals_plants,0,0
20445,animals_plants,guinea pig,gerbil,crossclassified,,,7,4,3,animals_plants,animals_plants,0,0
7410,animals_plants,guinea pig,rabbit,crossclassified,,,7,7,0,animals_plants,animals_plants,0,0
7415,animals_plants,hamster,rabbit,crossclassified,,,7,7,0,animals_plants,animals_plants,0,0
8556,animals_plants,cat,bottle,crossclassified,,,7,7,0,animals_plants,home,0,0
9337,animals_plants,cat,window,crossclassified,,,7,7,0,animals_plants,home,0,0
9599,animals_plants,statue,figurine,crossclassified,,,7,4,3,animals_plants,animals_plants,0,0
4304,animals_plants,bull,sheep,crossclassified,,,7,4,3,animals_plants,animals_plants,0,0
10936,animals_plants,dog,wooden,crossclassified,,,7,7,0,animals_plants,home,0,0
13820,animals_plants,sheep,got,crossclassified,,,7,7,0,animals_plants,animals_plants,0,0
14694,animals_plants,llama,lamb,crossclassified,,,7,6,1,animals_plants,animals_plants,0,0
17047,animals_plants,cow,shirt,crossclassified,,,7,7,0,animals_plants,clothing,0,0
17856,animals_plants,horse,foal,crossclassified,,,7,7,0,animals_plants,animals_plants,0,0
20043,animals_plants,bird,rain,crossclassified,,,7,7,0,animals_plants,animals_plants,0,0
20444,animals_plants,guinea pig,cat,crossclassified,,,7,5,2,animals_plants,animals_plants,0,0
11290,animals_plants,fish,plate,crossclassified,,,7,7,0,animals_plants,food,0,0
29864,animals_plants,rope,animal,crossclassified,,,6,4,2,animals_plants,animals_plants,0,0
39083,animals_plants,dog,book,crossclassified,,,6,6,0,animals_plants,home,0,0
38876,animals_plants,bird,brits,crossclassified,,,6,6,0,animals_plants,animals_plants,0,0
32549,animals_plants,bananas,flower,crossclassified,,,6,6,0,home,animals_plants,0,0
31332,animals_plants,animal,grass,crossclassified,,,6,4,2,animals_plants,animals_plants,0,0
30300,animals_plants,bull,cube,crossclassified,,,6,6,0,animals_plants,animals_plants,0,0
25420,animals_plants,animal,wood,crossclassified,,,6,6,0,animals_plants,home,0,0
27082,animals_plants,giraffe,gate,crossclassified,,,6,6,0,animals_plants,animals_plants,0,0
26151,animals_plants,bull,calf,crossclassified,,,6,4,2,animals_plants,animals_plants,0,0
25666,animals_plants,horse,calf,crossclassified,,,6,5,1,animals_plants,animals_plants,0,0
24675,animals_plants,horse,gate,crossclassified,,,6,6,0,animals_plants,animals_plants,0,0
23907,animals_plants,horse,jumper,crossclassified,,,6,6,0,animals_plants,clothing,0,0
40641,animals_plants,horse,car,crossclassified,,,6,6,0,animals_plants,vehicles,0,0
39964,animals_plants,cat,tie,crossclassified,,,6,6,0,animals_plants,clothing,0,0
20647,animals_plants,lamb,ewe,crossclassified,,,6,6,0,animals_plants,animals_plants,0,0
44681,animals_plants,cat,suitcase,crossclassified,,,6,6,0,animals_plants,home,0,0
47396,animals_plants,animal,sofa,crossclassified,,,6,6,0,animals_plants,home,0,0
48109,animals_plants,pony,cow,crossclassified,,,6,4,2,animals_plants,animals_plants,0,0
51807,animals_plants,horse,tree,crossclassified,,,6,6,0,animals_plants,buildings,0,0
52201,animals_plants,clock tower,building,crossclassified,,,6,6,0,buildings,buildings,0,0
52206,animals_plants,clock,building,crossclassified,,,6,6,0,buildings,buildings,0,0
52830,animals_plants,pig,toy,crossclassified,,,6,6,0,animals_plants,home,0,0
52831,animals_plants,pig,kite,crossclassified,,,6,6,0,animals_plants,vehicles,0,0
56348,animals_plants,bug,cricket,crossclassified,,,6,6,0,animals_plants,animals_plants,0,0
56353,animals_plants,keyboard,cricket,crossclassified,,,6,6,0,home,animals_plants,0,0
58536,animals_plants,guinea pig,pet,crossclassified,,,6,6,0,animals_plants,animals_plants,0,0
71268,animals_plants,reflection,mirror,crossclassified,,,6,6,0,animals_plants,vehicles,0,0
74868,animals_plants,carriage,horse,crossclassified,,,6,6,0,vehicles,animals_plants,0,0
75174,animals_plants,penguin,beak,crossclassified,,,6,6,0,animals_plants,animals_plants,0,0
21356,animals_plants,cow,wildebeest,crossclassified,,,6,6,0,animals_plants,animals_plants,0,0
68935,animals_plants,dog,teddy bear,crossclassified,,,6,3,3,animals_plants,home,0,0
19830,animals_plants,meat,burger,crossclassified,,,6,6,0,animals_plants,food,0,0
8682,animals_plants,giraffe,net,crossclassified,,,6,6,0,animals_plants,people,0,0
680,animals_plants,seagull,sparrow,crossclassified,,,6,6,0,animals_plants,animals_plants,0,0
1111,animals_plants,cow,head,crossclassified,,,6,4,2,animals_plants,people,0,0
1134,animals_plants,zebra,camel,crossclassified,,,6,6,0,animals_plants,animals_plants,0,0
134,animals_plants,cat,cow,crossclassified,,,6,6,0,animals_plants,animals_plants,0,0
1630,animals_plants,goat,yak,crossclassified,,,6,4,2,animals_plants,animals_plants,0,0
2078,animals_plants,bird,water,crossclassified,,,6,6,0,animals_plants,home,0,0
2088,animals_plants,swan,crane,crossclassified,,,6,4,2,animals_plants,animals_plants,0,0
2802,animals_plants,horse,jockey,crossclassified,,,6,6,0,animals_plants,animals_plants,0,0
3744,animals_plants,bird,toy,crossclassified,,,6,5,1,animals_plants,home,0,0
4277,animals_plants,cow,donkey,crossclassified,,,6,5,1,animals_plants,animals_plants,0,0
4282,animals_plants,goat,oxen,crossclassified,,,6,4,2,animals_plants,animals_plants,0,0
5236,animals_plants,animal,bed,crossclassified,,,6,5,1,animals_plants,home,0,0
5975,animals_plants,teddy bear,dog,crossclassified,,,6,3,3,home,animals_plants,0,0
7425,animals_plants,zebra,pole,crossclassified,,,6,6,0,animals_plants,buildings,0,0
17546,animals_plants,bird,feather,crossclassified,,,6,6,0,animals_plants,animals_plants,0,0
8878,animals_plants,bird,pole,crossclassified,,,6,6,0,animals_plants,buildings,0,0
12796,animals_plants,sheep,horn,crossclassified,,,6,6,0,animals_plants,animals_plants,0,0
17452,animals_plants,plant,roots,crossclassified,,,6,6,0,animals_plants,animals_plants,0,0
15363,animals_plants,sheep,t-shirt,crossclassified,,,6,6,0,animals_plants,clothing,0,0
15064,animals_plants,cat,doll,crossclassified,,,6,6,0,animals_plants,home,0,0
14109,animals_plants,sheep,alpaca,crossclassified,,,6,5,1,animals_plants,animals_plants,0,0
13822,animals_plants,goat,got,crossclassified,,,6,6,0,animals_plants,animals_plants,0,0
8879,animals_plants,bird,wooden,crossclassified,,,6,6,0,animals_plants,home,0,0
12794,animals_plants,ram,horn,crossclassified,,,6,6,0,animals_plants,animals_plants,0,0
11286,animals_plants,fish,pizza,crossclassified,,,6,6,0,animals_plants,food,0,0
11052,animals_plants,dog,shirt,crossclassified,,,6,6,0,animals_plants,clothing,0,0
9597,animals_plants,dog,figurine,crossclassified,,,6,6,0,animals_plants,animals_plants,0,0
8933,animals_plants,horse,coat,crossclassified,,,6,6,0,animals_plants,clothing,0,0
11296,animals_plants,meat,pizza,crossclassified,,,6,6,0,animals_plants,food,0,0
33034,animals_plants,toy,reindeer,crossclassified,,,5,5,0,home,animals_plants,0,0
41547,animals_plants,dog,glass,crossclassified,,,5,5,0,animals_plants,home,0,0
38988,animals_plants,lion,zebra,crossclassified,,,5,4,1,animals_plants,animals_plants,0,0
37038,animals_plants,shoe,kitten,crossclassified,,,5,3,2,people,animals_plants,0,0
36570,animals_plants,polar bear,ball,crossclassified,,,5,5,0,animals_plants,people,0,0
36569,animals_plants,bear,ball,crossclassified,,,5,5,0,animals_plants,people,0,0
36488,animals_plants,belt,shirt,crossclassified,,,5,4,1,animals_plants,clothing,0,0
34957,animals_plants,goat,wool,crossclassified,,,5,4,1,animals_plants,animals_plants,0,0
32613,animals_plants,giraffe,wood,crossclassified,,,5,5,0,animals_plants,home,0,0
32683,animals_plants,oxen,horn,crossclassified,,,5,4,1,animals_plants,animals_plants,0,0
