,domain,word1,word2,relation,same_object,subrelation,totalfreq,freq-w1-w2,freq-w2-w1,domain_w1,domain_w2,syn_w1,syn_w2
3933,home,table,computer,crossclassified,f,supports.1,202,179,23,home,home,0,0
4648,home,desk,mouse,crossclassified,f,supports.1,196,193,3,home,animals_plants,0,0
4109,home,keyboard,desktop,crossclassified,f,supports.2,195,168,27,home,home,0,0
7185,home,desk,cat,crossclassified,f,supports.1,187,171,16,home,animals_plants,0,0
1423,home,table,shelf,crossclassified,f,adjacent,186,142,44,home,home,0,0
3541,home,sink,table,crossclassified,f,part.1,185,143,42,home,home,0,0
1769,home,cabinet,shelf,crossclassified,f,part.1,184,122,62,home,home,0,0
3709,home,carpet,cat,crossclassified,f,supports.1,182,141,41,home,animals_plants,0,0
2904,home,couch,t-shirt,crossclassified,f,supports.1,182,178,4,home,clothing,0,0
951,home,chair,shirt,crossclassified,f,supports.1,182,150,32,home,clothing,0,0
1806,home,counter,plate,crossclassified,f,supports.1,181,163,18,home,food,0,0
5479,home,couch,dog,crossclassified,f,supports.1,181,123,58,home,animals_plants,0,0
17393,home,bookshelf,bookcase,crossclassified,t,loose_synonyms,181,161,20,home,home,0,0
2907,home,sofa,t-shirt,crossclassified,f,supports.1,178,168,10,home,clothing,0,0
4651,home,table,mouse,crossclassified,f,supports.1,178,158,20,home,animals_plants,0,0
89,home,desk,electronics,crossclassified,f,supports.1,177,176,1,home,home,0,0
2488,home,table,electronics,crossclassified,f,supports.1,174,174,0,home,home,0,0
3346,home,couch,table,crossclassified,f,adjacent,174,142,32,home,home,0,0
3347,home,couch,cat,crossclassified,f,supports.1,171,148,23,home,animals_plants,0,0
7866,home,bed,cat,crossclassified,f,supports.1,169,136,33,home,animals_plants,0,0
152,home,curtain,window,crossclassified,f,adjacent,168,123,45,home,home,0,0
991,home,sink,cabinet,crossclassified,f,part.1,165,100,65,home,home,0,0
13824,home,carpet,sofa,crossclassified,f,supports.1,163,145,18,home,home,0,0
2277,home,vanity,countertop,crossclassified,t,loose_synonyms,162,84,78,home,home,0,0
1939,home,shelf,bookcase,crossclassified,t,loose_synonyms,159,100,59,home,home,0,0
857,home,bench,shoe,crossclassified,f,supports.1,158,156,2,home,people,0,0
646,home,table,tabletop,crossclassified,t,metonymy,155,155,0,home,home,0,0
7137,home,bed,chair,crossclassified,f,adjacent,155,82,73,home,home,0,0
8297,home,table,book,crossclassified,f,supports.1,153,123,30,home,home,0,0
1554,home,table,bottle,crossclassified,f,supports.1,151,139,12,home,home,0,0
1198,home,chair,t-shirt,crossclassified,f,supports.1,149,129,20,home,clothing,0,0
7714,home,bench,wood,crossclassified,f,part.2,144,142,2,home,home,0,0
8463,home,floor,sofa,crossclassified,f,supports.1,141,88,53,home,home,0,0
11751,home,rug,bed,crossclassified,f,supports.1,140,85,55,home,home,0,0
4337,home,floor,cat,crossclassified,f,supports.1,139,94,45,home,animals_plants,0,0
10103,home,counter,pizza,crossclassified,f,supports.1,139,108,31,home,food,0,0
2343,home,counter,kitchen,crossclassified,f,part.2,138,132,6,home,home,0,0
1933,home,desk,chair,crossclassified,f,adjacent,138,107,31,home,home,0,0
3297,home,bed,laptop,crossclassified,f,supports.1,136,126,10,home,home,0,0
9277,home,couch,laptop,crossclassified,f,supports.1,135,124,11,home,home,0,0
3349,home,sofa,cat,crossclassified,f,supports.1,135,80,55,home,animals_plants,0,0
1000,home,couch,shirt,crossclassified,f,supports.1,133,127,6,home,clothing,0,0
3553,home,bottle,wine,crossclassified,t,metonymy,133,132,1,home,home,0,0
5490,home,sofa,dog,crossclassified,f,supports.1,133,69,64,home,animals_plants,0,0
998,home,vanity,cabinet,crossclassified,t,loose_synonyms,131,74,57,home,home,0,0
6631,home,bathtub,sink,crossclassified,f,adjacent,130,90,40,home,home,0,0
7756,home,chair,wood,crossclassified,f,part.2,129,125,4,home,home,0,0
9387,home,desk,book,crossclassified,f,supports.1,129,99,30,home,home,0,0
5954,home,cup,coffee,crossclassified,t,metonymy,128,119,9,home,home,0,0
2342,home,counter,stove,crossclassified,t,loose_synonyms,127,104,23,home,home,0,0
2850,home,desk,cabinet,crossclassified,t,loose_synonyms,127,64,63,home,home,0,0
1556,home,table,bowl,crossclassified,f,supports.1,126,107,19,home,home,0,0
1328,home,pan,food,crossclassified,,,126,90,36,home,food,0,0
1004,home,sofa,shirt,crossclassified,,,125,98,27,home,clothing,0,0
742,home,bench,cat,crossclassified,,,124,114,10,home,animals_plants,0,0
3543,home,cabinet,countertop,crossclassified,,,124,75,49,home,home,0,0
1187,home,bench,t-shirt,crossclassified,,,123,118,5,home,clothing,0,0
9284,home,sofa,laptop,crossclassified,,,123,89,34,home,home,0,0
4235,home,keyboard,computer,crossclassified,,,121,96,25,home,home,0,0
13827,home,rug,sofa,crossclassified,,,121,91,30,home,home,0,0
2129,home,bowl,salad,crossclassified,,,119,96,23,home,food,0,0
12857,home,pillow,bed sheet,crossclassified,,,115,73,42,home,home,0,0
2045,home,table,t-shirt,crossclassified,,,114,96,18,home,clothing,0,0
2668,home,laptop,electronics,crossclassified,,,114,101,13,home,home,0,0
3707,home,rug,cat,crossclassified,,,113,76,37,home,animals_plants,0,0
3024,home,table,cupboard,crossclassified,,,113,68,45,home,home,0,0
2340,home,counter,island,crossclassified,,,110,97,13,home,home,0,0
4745,home,laptop,desktop,crossclassified,,,109,74,35,home,home,0,0
280,home,bed,dog,crossclassified,,,109,93,16,home,animals_plants,0,0
745,home,bench,dog,crossclassified,,,109,106,3,home,animals_plants,0,0
92,home,keyboard,electronics,crossclassified,,,106,101,5,home,home,0,0
2345,home,table,island,crossclassified,,,105,85,20,home,home,0,0
6634,home,tub,sink,crossclassified,,,105,79,26,home,home,0,0
10154,home,bench,shirt,crossclassified,,,105,97,8,home,clothing,0,0
7727,home,chair,pillow,crossclassified,,,104,63,41,home,home,0,0
1509,home,floor,mat,crossclassified,,,103,76,27,home,home,0,0
2686,home,table,banana,crossclassified,,,102,90,12,home,home,0,0
10809,home,counter,cupboard,crossclassified,,,101,84,17,home,home,0,0
3727,home,counter,glass,crossclassified,,,100,84,16,home,home,0,0
3904,home,sofa,armchair,crossclassified,,,99,80,19,home,home,0,0
1013,home,chair,man,crossclassified,,,98,90,8,home,people,0,0
1602,home,bed,bedspread,crossclassified,,,97,97,0,home,home,0,0
1532,home,counter,bottle,crossclassified,,,97,88,9,home,home,0,0
6720,home,desk,floor,crossclassified,,,96,60,36,home,home,0,0
17805,home,curtain,cat,crossclassified,,,96,84,12,home,animals_plants,0,0
1529,home,counter,counter top,crossclassified,,,94,94,0,home,home,0,0
1189,home,chair,child,crossclassified,,,93,79,14,home,people,0,0
2485,home,table,paper,crossclassified,,,93,87,6,home,home,0,0
7089,home,carpet,dog,crossclassified,,,93,81,12,home,animals_plants,0,0
5837,home,toilet,toilet bowl,crossclassified,,,92,92,0,home,home,0,0
9289,home,chair,laptop,crossclassified,,,92,66,26,home,home,0,0
4901,home,desk,cup,crossclassified,,,91,67,24,home,home,0,0
11966,home,countertop,desk,crossclassified,,,91,47,44,home,home,0,0
13165,home,floor,shoe,crossclassified,,,91,81,10,home,people,0,0
1417,home,counter,shelf,crossclassified,,,90,52,38,home,home,0,0
1431,home,desk,shelf,crossclassified,,,89,48,41,home,home,0,0
4646,home,desk,wood,crossclassified,,,89,86,3,home,home,0,0
2714,home,countertop,food,crossclassified,,,89,52,37,home,food,0,0
867,home,chair,shoe,crossclassified,,,88,53,35,home,people,0,0
6168,home,bed,bedding,crossclassified,,,88,88,0,home,home,0,0
2348,home,table,kitchen,crossclassified,,,87,58,29,home,home,0,0
4531,home,cabinets,cupboard,crossclassified,,,87,69,18,home,home,0,0
4655,home,keyboard,mouse,crossclassified,,,87,73,14,home,animals_plants,0,0
5717,home,bench,pant,crossclassified,,,87,86,1,home,people,0,0
13167,home,carpet,shoe,crossclassified,,,87,81,6,home,people,0,0
2353,home,countertop,kitchen,crossclassified,,,86,68,18,home,home,0,0
1813,home,countertop,plate,crossclassified,,,84,50,34,home,food,0,0
9290,home,floor,laptop,crossclassified,,,84,46,38,home,home,0,0
33972,home,carpet,laptop,crossclassified,,,83,64,19,home,home,0,0
3947,home,vase,glass,crossclassified,,,83,63,20,home,home,0,0
4904,home,counter,cup,crossclassified,,,83,71,12,home,home,0,0
9548,home,vase,bottle,crossclassified,,,82,63,19,home,home,0,0
2535,home,bed,comforter,crossclassified,,,81,81,0,home,home,0,0
1293,home,pizza,plate,crossclassified,,,80,57,23,food,food,0,0
53366,home,table,wooden leg,crossclassified,,,80,80,0,home,home,0,0
5571,home,chair,toy,crossclassified,,,79,72,7,home,home,0,0
5083,home,table,tray,crossclassified,,,78,63,15,home,home,0,0
5449,home,pot,food,crossclassified,,,78,53,25,home,food,0,0
6708,home,table,wire,crossclassified,,,78,77,1,home,home,0,0
1848,home,table,tablecloth,crossclassified,,,76,66,10,home,home,0,0
2598,home,table,knife,crossclassified,,,76,65,11,home,home,0,0
8199,home,table,pot,crossclassified,,,75,72,3,home,home,0,0
4530,home,cabinet,door,crossclassified,,,75,51,24,home,home,0,0
8770,home,carpet,desk,crossclassified,,,74,51,23,home,home,0,0
10160,home,table,shirt,crossclassified,,,74,60,14,home,clothing,0,0
7712,home,bench,bed,crossclassified,,,73,37,36,home,home,0,0
10723,home,desk,wire,crossclassified,,,72,70,2,home,home,0,0
7377,home,bench,wooden,crossclassified,,,72,71,1,home,home,0,0
1807,home,counter,cake,crossclassified,,,71,54,17,home,food,0,0
1551,home,table,counter top,crossclassified,,,70,52,18,home,home,0,0
7090,home,floor,dog,crossclassified,,,70,52,18,home,animals_plants,0,0
7091,home,rug,dog,crossclassified,,,70,54,16,home,animals_plants,0,0
8673,home,table,wooden,crossclassified,,,70,56,14,home,home,0,0
3906,home,couch,armchair,crossclassified,,,69,47,22,home,home,0,0
5445,home,spoon,food,crossclassified,,,69,47,22,home,food,0,0
3857,home,fruit,food,crossclassified,,,69,49,20,home,food,0,0
1320,home,tray,food,crossclassified,,,69,35,34,home,food,0,0
2482,home,desk,paper,crossclassified,,,68,64,4,home,home,0,0
3596,home,vase,cup,crossclassified,,,68,54,14,home,home,0,0
3809,home,chair,jacket,crossclassified,,,68,68,0,home,clothing,0,0
5466,home,vase,jug,crossclassified,,,68,68,0,home,home,0,0
6178,home,fork,plate,crossclassified,,,68,48,20,home,food,0,0
1313,home,pan,tray,crossclassified,,,68,50,18,home,home,0,0
7393,home,counter,washbasin,crossclassified,,,67,61,6,home,home,0,0
2520,home,table,fruit,crossclassified,,,66,52,14,home,home,0,0
11036,home,pillow,bed cover,crossclassified,,,64,45,19,home,home,0,0
8393,home,table,toy,crossclassified,,,63,51,12,home,home,0,0
6685,home,countertop,bottle,crossclassified,,,62,38,24,home,home,0,0
6553,home,vase,flower,crossclassified,,,61,52,9,home,animals_plants,0,0
7167,home,cabinet,drawer,crossclassified,,,61,55,6,home,home,0,0
5067,home,counter,chair,crossclassified,,,61,52,9,home,home,0,0
1305,home,pizza,pan,crossclassified,,,61,31,30,food,home,0,0
6670,home,shelf,cupboard,crossclassified,,,60,36,24,home,home,0,0
1534,home,counter,bowl,crossclassified,,,59,52,7,home,home,0,0
1767,home,cabinet,entertainment center,crossclassified,,,59,55,4,home,home,0,0
1811,home,plate,cake,crossclassified,,,59,37,22,food,food,0,0
3652,home,chair,pant,crossclassified,,,59,43,16,home,people,0,0
4725,home,table,phone,crossclassified,,,59,58,1,home,people,0,0
7133,home,couch,pant,crossclassified,,,59,54,5,home,people,0,0
10465,home,cabinet,wood,crossclassified,,,59,53,6,home,home,0,0
15451,home,carpet,couch,crossclassified,,,59,35,24,home,home,0,0
18100,home,bed,woman,crossclassified,,,59,57,2,home,people,0,0
14128,home,vase,flower pot,crossclassified,,,58,50,8,home,home,0,0
18568,home,bowl,banana,crossclassified,,,58,54,4,home,home,0,0
3550,home,bottle,drink,crossclassified,,,58,58,0,home,home,0,0
636,home,bed,bedframe,crossclassified,,,58,58,0,home,home,0,0
4269,home,bed,bunked,crossclassified,,,57,37,20,home,home,0,0
4603,home,food,container,crossclassified,,,57,51,6,food,home,0,0
5477,home,couch,cushion,crossclassified,,,57,47,10,home,home,0,0
493,home,floor,furniture,crossclassified,,,56,54,2,home,home,0,0
7139,home,sofa,pant,crossclassified,,,56,48,8,home,people,0,0
17149,home,bowl,broccoli,crossclassified,,,56,42,14,home,food,0,0
12779,home,fork,food,crossclassified,,,55,38,17,home,food,0,0
29289,home,bookshelf,book,crossclassified,,,55,54,1,home,home,0,0
23627,home,counter,wood,crossclassified,,,55,54,1,home,home,0,0
17940,home,cabinet,kitchen,crossclassified,,,55,37,18,home,home,0,0
13665,home,table,mat,crossclassified,,,55,36,19,home,home,0,0
9392,home,book,shelf,crossclassified,,,55,28,27,home,home,0,0
7980,home,cabinet,hutch,crossclassified,,,55,55,0,home,home,0,0
7961,home,bottle,beer,crossclassified,,,55,55,0,home,food,0,0
4247,home,fruit,plate,crossclassified,,,55,35,20,home,food,0,0
2341,home,counter,kitchen island,crossclassified,,,55,55,0,home,home,0,0
1001,home,couch,man,crossclassified,,,54,51,3,home,people,0,0
2352,home,countertop,stove,crossclassified,,,54,33,21,home,home,0,0
7070,home,counter,banana,crossclassified,,,54,32,22,home,home,0,0
7378,home,chair,wooden,crossclassified,,,54,47,7,home,home,0,0
18321,home,sofa,dress,crossclassified,,,54,49,5,home,clothing,0,0
14010,home,table,shoe,crossclassified,,,53,34,19,home,people,0,0
6711,home,counter,floor,crossclassified,,,52,32,20,home,home,0,0
29292,home,bookcase,book,crossclassified,,,52,34,18,home,home,0,0
18319,home,couch,dress,crossclassified,,,52,47,5,home,clothing,0,0
14471,home,curtain,bed,crossclassified,,,52,38,14,home,home,0,0
7761,home,sofa,wood,crossclassified,,,52,52,0,home,home,0,0
7288,home,curtain,man,crossclassified,,,52,52,0,home,people,0,0
3875,home,chair,loveseat,crossclassified,,,52,31,21,home,home,0,0
3741,home,countertop,glass,crossclassified,,,52,28,24,home,home,0,0
2346,home,table,kitchen island,crossclassified,,,52,52,0,home,home,0,0
5496,home,bed,t-shirt,crossclassified,,,52,48,4,home,clothing,0,0
2268,home,counter,wash basin,crossclassified,,,52,52,0,home,home,0,0
13962,home,wine,wine bottle,crossclassified,,,51,39,12,home,home,0,0
8293,home,table,remote,crossclassified,,,51,45,6,home,home,0,0
10143,home,booth,bench,crossclassified,,,51,30,21,home,home,0,0
11435,home,chair,dress,crossclassified,,,51,45,6,home,clothing,0,0
15321,home,desk,monitor,crossclassified,,,51,51,0,home,home,0,0
1804,home,table,dog,crossclassified,,,50,32,18,home,animals_plants,0,0
4458,home,couch,futon,crossclassified,,,50,39,11,home,home,0,0
8462,home,couch,floor,crossclassified,,,50,31,19,home,home,0,0
9242,home,curtain,wall,crossclassified,,,49,26,23,home,home,0,0
6978,home,laptop,mouse,crossclassified,,,49,35,14,home,animals_plants,0,0
13362,home,desk,plate,crossclassified,,,49,29,20,home,food,0,0
7079,home,table,apple,crossclassified,,,49,48,1,home,food,0,0
1008,home,shirt,man,crossclassified,,,49,31,18,clothing,people,0,0
2991,home,cabinet,armoire,crossclassified,,,49,46,3,home,home,0,0
2347,home,table,stove,crossclassified,,,49,31,18,home,home,0,0
1011,home,bed,man,crossclassified,,,49,42,7,home,people,0,0
2622,home,counter,knife,crossclassified,,,49,42,7,home,home,0,0
1193,home,chair,girl,crossclassified,,,48,33,15,home,people,0,0
1239,home,bowl,orange,crossclassified,,,48,40,8,home,home,0,0
5951,home,mug,coffee,crossclassified,,,48,38,10,home,home,0,0
7569,home,counter,vase,crossclassified,,,48,31,17,home,home,0,0
11395,home,cup,soup,crossclassified,,,48,27,21,home,food,0,0
21844,home,laptop,counter,crossclassified,,,48,24,24,home,home,0,0
23644,home,table,box,crossclassified,,,48,34,14,home,home,0,0
35694,home,counter,laptop,crossclassified,,,48,24,24,home,home,0,0
5158,home,table,burger,crossclassified,,,47,45,2,home,food,0,0
53356,home,desk,flowerpot,crossclassified,,,47,47,0,home,home,0,0
16304,home,table,monitor,crossclassified,,,47,41,6,home,home,0,0
10466,home,cabinet,wooden,crossclassified,,,47,45,2,home,home,0,0
1005,home,sofa,man,crossclassified,,,47,40,7,home,people,0,0
4027,home,desk,tabletop,crossclassified,,,47,42,5,home,home,0,0
3944,home,bowl,vase,crossclassified,,,47,25,22,home,home,0,0
2493,home,counter,basin,crossclassified,,,47,47,0,home,home,0,0
13266,home,carpet,t-shirt,crossclassified,,,46,44,2,home,clothing,0,0
20076,home,rug,shoe,crossclassified,,,46,32,14,home,people,0,0
17506,home,vase,planter,crossclassified,,,46,26,20,home,home,0,0
16164,home,table,flower,crossclassified,,,46,44,2,home,animals_plants,0,0
14597,home,bed sheet,bed cover,crossclassified,,,46,26,20,home,home,0,0
9853,home,knife,plate,crossclassified,,,46,25,21,home,food,0,0
5249,home,sink,kitchen,crossclassified,,,46,35,11,home,home,0,0
3352,home,cat,pillow,crossclassified,,,46,26,20,animals_plants,home,0,0
1771,home,cabinet,stand,crossclassified,,,46,31,15,home,home,0,0
7154,home,table,drawer,crossclassified,,,46,36,10,home,home,0,0
5572,home,chair,doll,crossclassified,,,45,37,8,home,home,0,0
7729,home,pillow,furniture,crossclassified,,,45,33,12,home,home,0,0
9851,home,bench,dress,crossclassified,,,45,45,0,home,clothing,0,0
20693,home,shelf,furniture,crossclassified,,,45,26,19,home,home,0,0
53357,home,table,flowerpot,crossclassified,,,45,45,0,home,home,0,0
46526,home,curtain,shower,crossclassified,,,44,22,22,home,home,0,0
34764,home,rug,laptop,crossclassified,,,44,36,8,home,home,0,0
15808,home,bench,bag,crossclassified,,,44,39,5,home,people,0,0
5750,home,shower,curtain,crossclassified,,,44,22,22,home,home,0,0
5588,home,toy,bear,crossclassified,,,44,27,17,home,animals_plants,0,0
4459,home,sofa,futon,crossclassified,,,44,42,2,home,home,0,0
2350,home,countertop,island,crossclassified,,,43,25,18,home,home,0,0
4013,home,table,vegetables,crossclassified,,,43,41,2,home,food,0,0
4727,home,desk,phone,crossclassified,,,43,37,6,home,people,0,0
5263,home,glass,drink,crossclassified,,,43,27,16,home,home,0,0
5784,home,bowl,meal,crossclassified,,,43,42,1,home,food,0,0
9280,home,couch,blanket,crossclassified,,,43,24,19,home,home,0,0
16178,home,pizza,countertop,crossclassified,,,43,25,18,food,home,0,0
54673,home,laptop,flowerpot,crossclassified,,,43,43,0,home,home,0,0
14825,home,chair,boy,crossclassified,,,42,39,3,home,people,0,0
12035,home,counter,t-shirt,crossclassified,,,42,39,3,home,clothing,0,0
6840,home,carpet,wood,crossclassified,,,42,40,2,home,home,0,0
19245,home,carpet,pant,crossclassified,,,42,41,1,home,people,0,0
8152,home,table,key board,crossclassified,,,42,40,2,home,home,0,0
5143,home,keyboard,counter,crossclassified,,,42,22,20,home,home,0,0
3004,home,cupboard,furniture,crossclassified,,,42,31,11,home,home,0,0
2911,home,shirt,jacket,crossclassified,,,42,32,10,clothing,clothing,0,0
4707,home,bed,wood,crossclassified,,,42,39,3,home,home,0,0
1424,home,table,table top,crossclassified,,,42,42,0,home,home,0,0
36435,home,carpet,toy,crossclassified,,,41,33,8,home,home,0,0
19248,home,floor,pant,crossclassified,,,41,39,2,home,people,0,0
20485,home,bench,book,crossclassified,,,41,35,6,home,home,0,0
13207,home,food,desk,crossclassified,,,41,27,14,food,home,0,0
9861,home,table,bag,crossclassified,,,41,26,15,home,people,0,0
8616,home,couch,remote,crossclassified,,,41,28,13,home,home,0,0
7721,home,couch,wood,crossclassified,,,41,41,0,home,home,0,0
2491,home,counter,tile,crossclassified,,,41,41,0,home,home,0,0
9095,home,bench,desk,crossclassified,,,40,22,18,home,home,0,0
15034,home,table,wall,crossclassified,,,40,28,12,home,home,0,0
13273,home,floor,shirt,crossclassified,,,40,31,9,home,clothing,0,0
13179,home,carpet,bag,crossclassified,,,40,40,0,home,people,0,0
12036,home,countertop,cup,crossclassified,,,40,29,11,home,home,0,0
1430,home,dresser,shelf,crossclassified,,,40,26,14,home,home,0,0
8150,home,desk,key board,crossclassified,,,40,36,4,home,home,0,0
6842,home,floor,wood,crossclassified,,,40,37,3,home,home,0,0
3801,home,bench,man,crossclassified,,,40,40,0,home,people,0,0
1805,home,table,spoon,crossclassified,,,40,37,3,home,home,0,0
22567,home,bench,wall,crossclassified,,,40,30,10,home,home,0,0
21709,home,counter,cat,crossclassified,,,39,20,19,home,animals_plants,0,0
13274,home,floor,t-shirt,crossclassified,,,39,34,5,home,clothing,0,0
9875,home,floor,bag,crossclassified,,,39,36,3,home,people,0,0
24042,home,sofa,woman,crossclassified,,,39,24,15,home,people,0,0
10019,home,table,tile,crossclassified,,,39,39,0,home,home,0,0
968,home,knife,food,crossclassified,,,39,26,13,home,food,0,0
5578,home,chair,bag,crossclassified,,,39,29,10,home,people,0,0
3662,home,bowl,cereal,crossclassified,,,39,39,0,home,food,0,0
1295,home,pan,plate,crossclassified,,,39,32,7,home,food,0,0
5014,home,dress,t-shirt,crossclassified,,,39,20,19,clothing,clothing,0,0
8154,home,laptop,key board,crossclassified,,,38,34,4,home,home,0,0
27821,home,bookcase,shelves,crossclassified,,,38,29,9,home,home,0,0
24211,home,rug,desk,crossclassified,,,38,24,14,home,home,0,0
16234,home,countertop,cabinets,crossclassified,,,38,19,19,home,home,0,0
15949,home,desk,desk top,crossclassified,,,38,38,0,home,home,0,0
14136,home,chair,baby,crossclassified,,,38,35,3,home,people,0,0
12985,home,bowl,apple,crossclassified,,,38,35,3,home,food,0,0
12922,home,cabinets,countertop,crossclassified,,,38,19,19,home,home,0,0
5573,home,chair,bear,crossclassified,,,38,32,6,home,animals_plants,0,0
5196,home,plate,meal,crossclassified,,,38,30,8,food,food,0,0
4763,home,table,sandwich,crossclassified,,,38,37,1,home,food,0,0
4078,home,desk,glass,crossclassified,,,38,27,11,home,home,0,0
3702,home,vase,pottery,crossclassified,,,38,28,10,home,home,0,0
2367,home,blender,cup,crossclassified,,,38,35,3,home,home,0,0
1036,home,bar,countertop,crossclassified,,,38,26,12,home,home,0,0
16848,home,table,window,crossclassified,,,37,29,8,home,home,0,0
34200,home,laptop,wire,crossclassified,,,37,37,0,home,home,0,0
30529,home,keyboard,cat,crossclassified,,,37,24,13,home,animals_plants,0,0
17941,home,cabinet,cupboards,crossclassified,,,37,34,3,home,home,0,0
17560,home,couch,woman,crossclassified,,,37,30,7,home,people,0,0
17311,home,curtain,chair,crossclassified,,,37,28,9,home,home,0,0
13993,home,t-shirt,man,crossclassified,,,37,20,17,clothing,people,0,0
7392,home,vanity,washbasin,crossclassified,,,37,33,4,home,home,0,0
6637,home,sink,bath,crossclassified,,,37,22,15,home,home,0,0
3822,home,chair,animal,crossclassified,,,37,34,3,home,animals_plants,0,0
15767,home,rug,couch,crossclassified,,,37,24,13,home,home,0,0
5482,home,sofa,cushion,crossclassified,,,36,22,14,home,home,0,0
10994,home,bed,crib,crossclassified,,,36,29,7,home,home,0,0
53348,home,bench,wooden leg,crossclassified,,,36,36,0,home,home,0,0
42235,home,t-shirt,pant,crossclassified,,,36,19,17,clothing,people,0,0
13265,home,carpet,shirt,crossclassified,,,36,26,10,home,clothing,0,0
12563,home,cabinet,drawers,crossclassified,,,36,25,11,home,home,0,0
11450,home,keyboard,wire,crossclassified,,,36,35,1,home,home,0,0
11399,home,blanket,cat,crossclassified,,,36,24,12,home,animals_plants,0,0
5024,home,shirt,dress,crossclassified,,,36,23,13,clothing,clothing,0,0
5191,home,table,meal,crossclassified,,,36,36,0,home,food,0,0
4026,home,food,tabletop,crossclassified,,,36,29,7,food,home,0,0
2315,home,sofa,sectional,crossclassified,,,36,36,0,home,home,0,0
2313,home,couch,sectional,crossclassified,,,36,36,0,home,home,0,0
2285,home,vanity,wash basin,crossclassified,,,36,32,4,home,home,0,0
944,home,bathtub,toilet,crossclassified,,,36,26,10,home,home,0,0
