,hitid,requesterannotation,assignmentid,workerid,image,object,name,rating,type,color,image_url,names,same_color,colors,control_type,correct1,correct2,correct3,correct3_explanation,reliable1,reliable2,correct1-filtered,correct2-filtered,correct3-filtered
21,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2363753,2630772,wheel,2,visual,2,http://object-naming-amore.upf.edu//2363753_2630772_singleton_obj.png,"['bike', 'truck', 'wheel', 'vehicle', 'car', 'crouton']",['wheel'],"{'bike': 0, 'truck': 0, 'wheel': 1, 'vehicle': 0, 'car': 0, 'crouton': 0}",syn-bike,0.0,0.0,,,True,False,0.0,,
22,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2388889,1265919,colla,2,visual,2,http://object-naming-amore.upf.edu//2388889_1265919_supercat_unique.png,"['bun', 'hand', 'colla', 'hotdog', 'bread']",['colla'],"{'bun': 0, 'hand': 0, 'colla': 1, 'hotdog': 0, 'bread': 0}",random,0.0,1.0,,,True,True,0.0,1.0,
23,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2318399,3417848,hand,2,linguistic,2,http://object-naming-amore.upf.edu//2318399_3417848_supercat_ambiguous.png,"['lady', 'person', 'hand', 'woman']",['hand'],"{'lady': 0, 'person': 0, 'hand': 1, 'woman': 0}",alternative,0.0,,,,True,False,0.0,,
24,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2349149,1903388,kitten,0,,0,http://object-naming-amore.upf.edu//2349149_1903388_singleton_obj.png,"['eye', 'cat', 'kitten']","['kitten', 'cat']","{'eye': 0, 'cat': 1, 'kitten': 1}",,,,,,False,False,,,
25,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,712987,1577034,helmet,2,other,2,http://object-naming-amore.upf.edu//712987_1577034_seed_ambiguous.png,"['jacket', 'helmet', 'skier', 'pant', 'men', 'woman', 'human', 'shoe', 'shrit', 'pole', 'person']",['helmet'],"{'jacket': 0, 'helmet': 1, 'skier': 0, 'pant': 0, 'men': 0, 'woman': 0, 'human': 0, 'shoe': 0, 'shrit': 0, 'pole': 0, 'person': 0}",,,,,,False,False,,,
26,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2345735,905140,hotdog,1,other,1,http://object-naming-amore.upf.edu//2345735_905140_supercat_unique.png,"['hot dog and fries', 'hotdog', 'plate', 'sandwich', 'food', 'bun', 'meat', 'meal']",['hotdog'],"{'hot dog and fries': 0, 'hotdog': 1, 'plate': 0, 'sandwich': 0, 'food': 0, 'bun': 0, 'meat': 0, 'meal': 0}",,,,,,False,False,,,
27,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2363753,2630772,truck,1,other,0,http://object-naming-amore.upf.edu//2363753_2630772_singleton_obj.png,"['bike', 'truck', 'wheel', 'vehicle', 'car', 'crouton']","['car', 'vehicle', 'truck']","{'bike': 0, 'truck': 1, 'wheel': 0, 'vehicle': 1, 'car': 1, 'crouton': 0}",vg_majority,0.0,,,,True,False,0.0,,
28,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2388889,1265919,hand,0,,1,http://object-naming-amore.upf.edu//2388889_1265919_supercat_unique.png,"['bun', 'hand', 'colla', 'hotdog', 'bread']",['hand'],"{'bun': 0, 'hand': 1, 'colla': 0, 'hotdog': 0, 'bread': 0}",,,,,,False,False,,,
29,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2318399,3417848,person,0,,0,http://object-naming-amore.upf.edu//2318399_3417848_supercat_ambiguous.png,"['lady', 'person', 'hand', 'woman']","['woman', 'person', 'lady']","{'lady': 1, 'person': 1, 'hand': 0, 'woman': 1}",,,,,,False,False,,,
30,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2349149,1903388,cat,0,,0,http://object-naming-amore.upf.edu//2349149_1903388_singleton_obj.png,"['eye', 'cat', 'kitten']","['kitten', 'cat']","{'eye': 0, 'cat': 1, 'kitten': 1}",vg_majority,1.0,,,,True,False,1.0,,
31,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,712987,1577034,jacket,2,other,1,http://object-naming-amore.upf.edu//712987_1577034_seed_ambiguous.png,"['jacket', 'helmet', 'skier', 'pant', 'men', 'woman', 'human', 'shoe', 'shrit', 'pole', 'person']",['jacket'],"{'jacket': 1, 'helmet': 0, 'skier': 0, 'pant': 0, 'men': 0, 'woman': 0, 'human': 0, 'shoe': 0, 'shrit': 0, 'pole': 0, 'person': 0}",,,,,,False,False,,,
32,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2345735,905140,hot dog and fries,0,,0,http://object-naming-amore.upf.edu//2345735_905140_supercat_unique.png,"['hot dog and fries', 'hotdog', 'plate', 'sandwich', 'food', 'bun', 'meat', 'meal']","['meal', 'food', 'hot dog and fries']","{'hot dog and fries': 1, 'hotdog': 0, 'plate': 0, 'sandwich': 0, 'food': 1, 'bun': 0, 'meat': 0, 'meal': 1}",,,,,,False,False,,,
33,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2363753,2630772,bike,0,,1,http://object-naming-amore.upf.edu//2363753_2630772_singleton_obj.png,"['bike', 'truck', 'wheel', 'vehicle', 'car', 'crouton']",['bike'],"{'bike': 1, 'truck': 0, 'wheel': 0, 'vehicle': 0, 'car': 0, 'crouton': 0}",,,,,,False,False,,,
34,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2388889,1265919,bun,2,bounding box,0,http://object-naming-amore.upf.edu//2388889_1265919_supercat_unique.png,"['bun', 'hand', 'colla', 'hotdog', 'bread']","['bread', 'bun']","{'bun': 1, 'hand': 0, 'colla': 0, 'hotdog': 0, 'bread': 1}",,,,1.0,,False,False,,,1.0
35,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2318399,3417848,lady,0,,0,http://object-naming-amore.upf.edu//2318399_3417848_supercat_ambiguous.png,"['lady', 'person', 'hand', 'woman']","['woman', 'person', 'lady']","{'lady': 1, 'person': 1, 'hand': 0, 'woman': 1}",,,,,,False,False,,,
36,3MDWE879UH2DUQ2UT9107CYIA4E9BA,../1_pre-pilot/verification_pilot_amt.csv_14,36ZN444YTRYTA5IZRAH0E9T812TIOB,worker0,2349149,1903388,eye,2,visual,2,http://object-naming-amore.upf.edu//2349149_1903388_singleton_obj.png,"['eye', 'cat', 'kitten']",['eye'],"{'eye': 1, 'cat': 0, 'kitten': 0}",alternative,0.0,1.0,,,True,True,0.0,1.0,
37,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2410526,215380,building,1,bounding box,1,http://object-naming-amore.upf.edu//2410526_215380_singleton_obj.png,"['fence', 'grill', 'part', 'bars', 'tower', 'clock', 'railing', 'window', 'building']","['building', 'tower']","{'fence': 0, 'grill': 0, 'part': 0, 'bars': 0, 'tower': 1, 'clock': 0, 'railing': 0, 'window': 0, 'building': 1}",,,,,,False,False,,,
38,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2410526,215380,window,1,bounding box,3,http://object-naming-amore.upf.edu//2410526_215380_singleton_obj.png,"['fence', 'grill', 'part', 'bars', 'tower', 'clock', 'railing', 'window', 'building']",['window'],"{'fence': 0, 'grill': 0, 'part': 0, 'bars': 0, 'tower': 0, 'clock': 0, 'railing': 0, 'window': 1, 'building': 0}",,,,,,False,False,,,
39,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2379767,1354596,store,0,,0,http://object-naming-amore.upf.edu//2379767_1354596_singleton_obj.png,"['shop', 'restaurant', 'restaurabt', 'house', 'storefront', 'pizza hut', 'building', 'store']","['store', 'building', 'pizza hut', 'storefront', 'restaurabt', 'restaurant', 'shop']","{'shop': 1, 'restaurant': 1, 'restaurabt': 1, 'house': 0, 'storefront': 1, 'pizza hut': 1, 'building': 1, 'store': 1}",,,,,,False,False,,,
40,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2410526,215380,railing,0,,0,http://object-naming-amore.upf.edu//2410526_215380_singleton_obj.png,"['fence', 'grill', 'part', 'bars', 'tower', 'clock', 'railing', 'window', 'building']","['railing', 'bars', 'grill', 'fence']","{'fence': 1, 'grill': 1, 'part': 0, 'bars': 1, 'tower': 0, 'clock': 0, 'railing': 1, 'window': 0, 'building': 0}",,,,,,False,False,,,
41,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2379767,1354596,building,0,,0,http://object-naming-amore.upf.edu//2379767_1354596_singleton_obj.png,"['shop', 'restaurant', 'restaurabt', 'house', 'storefront', 'pizza hut', 'building', 'store']","['store', 'building', 'pizza hut', 'storefront', 'restaurabt', 'restaurant', 'shop']","{'shop': 1, 'restaurant': 1, 'restaurabt': 1, 'house': 0, 'storefront': 1, 'pizza hut': 1, 'building': 1, 'store': 1}",,,,,,False,False,,,
42,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2347127,1974512,egde,2,other,3,http://object-naming-amore.upf.edu//2347127_1974512_singleton_obj.png,"['wheel', 'number plate', 'vehicle', 'motorbike', 'bike', 'motorcycle', 'egde']",['egde'],"{'wheel': 0, 'number plate': 0, 'vehicle': 0, 'motorbike': 0, 'bike': 0, 'motorcycle': 0, 'egde': 1}",alternative,1.0,1.0,,,True,True,1.0,1.0,
43,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2410526,215380,clock,1,bounding box,2,http://object-naming-amore.upf.edu//2410526_215380_singleton_obj.png,"['fence', 'grill', 'part', 'bars', 'tower', 'clock', 'railing', 'window', 'building']",['clock'],"{'fence': 0, 'grill': 0, 'part': 0, 'bars': 0, 'tower': 0, 'clock': 1, 'railing': 0, 'window': 0, 'building': 0}",,,,,,False,False,,,
44,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2379767,1354596,pizza hut,2,visual,0,http://object-naming-amore.upf.edu//2379767_1354596_singleton_obj.png,"['shop', 'restaurant', 'restaurabt', 'house', 'storefront', 'pizza hut', 'building', 'store']","['store', 'building', 'pizza hut', 'storefront', 'restaurabt', 'restaurant', 'shop']","{'shop': 1, 'restaurant': 1, 'restaurabt': 1, 'house': 0, 'storefront': 1, 'pizza hut': 1, 'building': 1, 'store': 1}",,,,,,False,False,,,
45,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2347127,1974512,motorcycle,0,,0,http://object-naming-amore.upf.edu//2347127_1974512_singleton_obj.png,"['wheel', 'number plate', 'vehicle', 'motorbike', 'bike', 'motorcycle', 'egde']","['motorcycle', 'bike', 'motorbike', 'vehicle']","{'wheel': 0, 'number plate': 0, 'vehicle': 1, 'motorbike': 1, 'bike': 1, 'motorcycle': 1, 'egde': 0}",vg_majority,1.0,,,,True,False,1.0,,
46,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2410526,215380,tower,1,bounding box,1,http://object-naming-amore.upf.edu//2410526_215380_singleton_obj.png,"['fence', 'grill', 'part', 'bars', 'tower', 'clock', 'railing', 'window', 'building']","['building', 'tower']","{'fence': 0, 'grill': 0, 'part': 0, 'bars': 0, 'tower': 1, 'clock': 0, 'railing': 0, 'window': 0, 'building': 1}",,,,,,False,False,,,
47,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2379767,1354596,storefront,0,,0,http://object-naming-amore.upf.edu//2379767_1354596_singleton_obj.png,"['shop', 'restaurant', 'restaurabt', 'house', 'storefront', 'pizza hut', 'building', 'store']","['store', 'building', 'pizza hut', 'storefront', 'restaurabt', 'restaurant', 'shop']","{'shop': 1, 'restaurant': 1, 'restaurabt': 1, 'house': 0, 'storefront': 1, 'pizza hut': 1, 'building': 1, 'store': 1}",,,,,,False,False,,,
48,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2347127,1974512,bike,0,,0,http://object-naming-amore.upf.edu//2347127_1974512_singleton_obj.png,"['wheel', 'number plate', 'vehicle', 'motorbike', 'bike', 'motorcycle', 'egde']","['motorcycle', 'bike', 'motorbike', 'vehicle']","{'wheel': 0, 'number plate': 0, 'vehicle': 1, 'motorbike': 1, 'bike': 1, 'motorcycle': 1, 'egde': 0}",syn-wheel,0.0,0.0,,,False,False,,,
49,3M67TQBQQHO8BGX2NV14C1ECSMT9AF,../1_pre-pilot/verification_pilot_amt.csv_10,3SLE99ER0NDVM1I0N9008KWZQHDBZ0,worker1,2357516,811425,car,0,,1,http://object-naming-amore.upf.edu//2357516_811425_singleton_obj.png,"['grass', 'vehicle', 'truck', 'mirror', 'car']","['car', 'truck', 'vehicle']","{'grass': 0, 'vehicle': 1, 'truck': 1, 'mirror': 0, 'car': 1}",vg_majority,1.0,,,,True,False,1.0,,
