"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url_1","Input.vg_name_1","Input.response_1_1","Answer.ambiguous_box.on","Answer.ambiguous_box_notsure.on","Answer.comments_1","Answer.correct.on","Answer.correct_not_sure.on","Answer.identification.label","Answer.incorrect.on","Answer.no_ambiguous_box.on","Answer.not_really_correct.on","Answer.quite correct.on","Approve","Reject"
"3GVPRXWRPHUQNWR1Q6IS131UURJI7B","3X2H010HBRVGKM5X391N3JE4WH8R2E","Object name verification","Verify that the same object was named","name, object, image","$0.01","Thu Jul 25 07:48:43 PDT 2019","3","BatchId:245785;OriginalHitTemplateId:921587254;","3600","259200","Sun Sep 22 02:11:22 PDT 2019","","","3SKEMFQBZ35NGPK2QG0CG27I3098K3","A224CWDR7XXF53","Approved","Mon Jul 29 00:57:02 PDT 2019","Mon Jul 29 00:57:17 PDT 2019","Thu Aug 01 00:57:17 PDT 2019","Thu Aug 01 00:58:07 PDT 2019","","","15","100% (642/642)","0% (0/0)","0% (0/0)","http://object-naming-amore.upf.edu//2323738_2709711_singleton_obj.png","motorbike","wheel","false","false","","false","false","No","false","true","false","false"
"3PN6H8C9R4QRYN9D5VT1KXN73UHADS","3X2H010HBRVGKM5X391N3JE4WH8R2E","Object name verification","Verify that the same object was named","name, object, image","$0.01","Thu Jul 25 07:46:30 PDT 2019","3","BatchId:245785;OriginalHitTemplateId:921587254;","3600","259200","Sat Aug 10 09:43:37 PDT 2019","","","3V5Q80FXIXR6YCA6PTZCPPDD6E632V","A224CWDR7XXF53","Approved","Wed Jul 31 04:46:39 PDT 2019","Wed Jul 31 04:47:12 PDT 2019","Sat Aug 03 04:47:12 PDT 2019","Sat Aug 03 04:48:07 PDT 2019","","","33","100% (642/642)","0% (0/0)","0% (0/0)","http://object-naming-amore.upf.edu//2387321_1277095_singleton_obj.png","cabinet","hatstand","false","false","","false","false","Yes","true","false","false","false"
"3QE4DGPGBRBF8I3NYKKIDF44OC1G4X","3X2H010HBRVGKM5X391N3JE4WH8R2E","Object name verification","Verify that the same object was named","name, object, image","$0.01","Thu Jul 25 07:48:43 PDT 2019","3","BatchId:245785;OriginalHitTemplateId:921587254;","3600","259200","Sun Sep 22 02:11:22 PDT 2019","","","36NEMU28XFDTWEGN9VTY9V28ACHWML","A224CWDR7XXF53","Approved","Wed Jul 31 05:07:12 PDT 2019","Wed Jul 31 05:07:18 PDT 2019","Sat Aug 03 05:07:18 PDT 2019","Sat Aug 03 05:08:07 PDT 2019","","","6","100% (642/642)","0% (0/0)","0% (0/0)","http://object-naming-amore.upf.edu//2323738_2709711_singleton_obj.png","motorbike","bike","false","false","","true","false","Yes","false","false","false","false"
"3ZLW647WALV4BSCCZRUA16IX0T032G","3X2H010HBRVGKM5X391N3JE4WH8R2E","Object name verification","Verify that the same object was named","name, object, image","$0.01","Thu Jul 25 07:46:30 PDT 2019","3","BatchId:245785;OriginalHitTemplateId:921587254;","3600","259200","Sat Aug 10 09:43:37 PDT 2019","","","3634BBTX0OU5P941YRL6DE9RY0VFIE","A224CWDR7XXF53","Approved","Sun Jul 28 13:00:22 PDT 2019","Sun Jul 28 13:00:53 PDT 2019","Wed Jul 31 13:00:53 PDT 2019","Wed Jul 31 13:01:07 PDT 2019","","","31","100% (642/642)","0% (0/0)","0% (0/0)","http://object-naming-amore.upf.edu//2387321_1277095_singleton_obj.png","cabinet","shelves","false","false","","true","false","Yes","false","false","false","false"
"35A1YQPVFEGB0SDI2D3V3JNY3LO5IJ","3X2H010HBRVGKM5X391N3JE4WH8R2E","Object name verification","Verify that the same object was named","name, object, image","$0.01","Thu Jul 25 07:46:30 PDT 2019","3","BatchId:245785;OriginalHitTemplateId:921587254;","3600","259200","Sun Sep 22 02:11:22 PDT 2019","","","3E7TUJ2EGCMFGOX23RK3CL7332U9DQ","A91P6MTYV299S","Submitted","Wed Sep 11 10:41:30 PDT 2019","Wed Sep 11 10:41:46 PDT 2019","Sat Sep 14 10:41:46 PDT 2019","","","","16","100% (107/107)","0% (0/0)","0% (0/0)","http://object-naming-amore.upf.edu//2387321_1277095_singleton_obj.png","cabinet","shelf","false","false","","true","false","Yes","false","false","false","false"
"35A1YQPVFEGB0SDI2D3V3JNY3LO5IJ","3X2H010HBRVGKM5X391N3JE4WH8R2E","Object name verification","Verify that the same object was named","name, object, image","$0.01","Thu Jul 25 07:46:30 PDT 2019","3","BatchId:245785;OriginalHitTemplateId:921587254;","3600","259200","Sun Sep 22 02:11:22 PDT 2019","","","3NKQQ8O39Y5D0GL512FU8HUHGI2DU9","A224CWDR7XXF53","Approved","Sun Jul 28 13:08:50 PDT 2019","Sun Jul 28 13:09:02 PDT 2019","Wed Jul 31 13:09:02 PDT 2019","Wed Jul 31 13:09:07 PDT 2019","","","12","100% (642/642)","0% (0/0)","0% (0/0)","http://object-naming-amore.upf.edu//2387321_1277095_singleton_obj.png","cabinet","shelf","false","false","","false","false","Yes","false","false","false","true"
"3SSN80MU8COB86NG8M728ITVOONKXJ","3X2H010HBRVGKM5X391N3JE4WH8R2E","Object name verification","Verify that the same object was named","name, object, image","$0.01","Thu Jul 25 07:48:43 PDT 2019","3","BatchId:245785;OriginalHitTemplateId:921587254;","3600","259200","Sun Sep 22 02:11:22 PDT 2019","","","3ON104KXQKWDSORH3RT2N1L8OLWW4Q","A224CWDR7XXF53","Approved","Wed Jul 31 04:55:49 PDT 2019","Wed Jul 31 04:55:54 PDT 2019","Sat Aug 03 04:55:54 PDT 2019","Sat Aug 03 04:56:07 PDT 2019","","","5","100% (642/642)","0% (0/0)","0% (0/0)","http://object-naming-amore.upf.edu//2323738_2709711_singleton_obj.png","motorbike","motorcycle","false","false","","true","false","Yes","false","false","false","false"
"37YYO3NWHDQ5MA0XPDUH6MVDIXQCCW","3X2H010HBRVGKM5X391N3JE4WH8R2E","Object name verification","Verify that the same object was named","name, object, image","$0.01","Thu Jul 25 07:46:30 PDT 2019","3","BatchId:245785;OriginalHitTemplateId:921587254;","3600","259200","Sun Sep 22 02:11:22 PDT 2019","","","3W8CV64QJ2ZWS424PN3T36M1VPOH9Y","A224CWDR7XXF53","Approved","Mon Jul 29 09:28:23 PDT 2019","Mon Jul 29 09:28:31 PDT 2019","Thu Aug 01 09:28:31 PDT 2019","Thu Aug 01 09:29:07 PDT 2019","","","8","100% (642/642)","0% (0/0)","0% (0/0)","http://object-naming-amore.upf.edu//2387321_1277095_singleton_obj.png","cabinet","television stand","false","false","","true","false","Yes","false","false","false","false"
"3AA88CN98P308BDQDIT4RW04QUHKYP","3X2H010HBRVGKM5X391N3JE4WH8R2E","Object name verification","Verify that the same object was named","name, object, image","$0.01","Thu Jul 25 07:48:44 PDT 2019","3","BatchId:245785;OriginalHitTemplateId:921587254;","3600","259200","Sat Aug 10 09:43:37 PDT 2019","","","35DR22AR5DK7ZSD3DIK5FF79JN73X6","A224CWDR7XXF53","Approved","Wed Jul 31 05:15:21 PDT 2019","Wed Jul 31 05:15:26 PDT 2019","Sat Aug 03 05:15:26 PDT 2019","Sat Aug 03 05:16:07 PDT 2019","","","5","100% (642/642)","0% (0/0)","0% (0/0)","http://object-naming-amore.upf.edu//2364342_2609948_seed_ambiguous.png","aircraft","plane","false","false","","true","false","Yes","false","false","false","false"
"3WGZLY9VCHMDFZGY8X9NO6HCD6H8DM","3X2H010HBRVGKM5X391N3JE4WH8R2E","Object name verification","Verify that the same object was named","name, object, image","$0.01","Thu Jul 25 07:46:49 PDT 2019","3","BatchId:245785;OriginalHitTemplateId:921587254;","3600","259200","Sat Aug 10 09:43:37 PDT 2019","","","3TPZPLC3M0C2QJBCRRAOL2L6HOL3P5","A224CWDR7XXF53","Approved","Sun Jul 28 13:02:07 PDT 2019","Sun Jul 28 13:02:14 PDT 2019","Wed Jul 31 13:02:14 PDT 2019","Wed Jul 31 13:03:07 PDT 2019","","","7","100% (642/642)","0% (0/0)","0% (0/0)","http://object-naming-amore.upf.edu//2364342_2609948_seed_ambiguous.png","aircraft","jet","false","false","","true","false","Yes","false","false","false","false"
