vg_img_id	vg_object_id	synset	obj_name	category	url	plurals	low_similarity	optouts	ok_similarity
2382977	695320	overgarment.n.01	jacket	article of clothing	http://object-naming-amore.upf.edu//2382977_695320_supercat_unique.png	[]	['_notfound_piyano', 'clothe/0.18', 'piano/0.16']	{'#occlusion': 1, '#bbox': 1}	['jacket/1.00', 'hanger/0.37']
713191	3659165	man.n.01	man	person	http://object-naming-amore.upf.edu//713191_3659165_singleton_obj.png	[]	['cap/0.06']	{'#other_human': 1}	['man/1.00']
2345873	2530018	crockery.n.01	cup	tableware	http://object-naming-amore.upf.edu//2345873_2530018_singleton_obj.png	['snacks', 'cups', 'cakes']	['food/0.09']	{'#bbox': 1}	['snacks/0.26', 'bowls/0.45', 'table/0.34', 'cups/0.75', 'cakes/0.33']
2397608	1188359	furnishing.n.02	line	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2397608_1188359_singleton_obj.png	['vases']	['vases/-0.01', 'vase/0.05', 'dress/0.15', 'bowl/0.03', 'jug/0.12']	{'#bbox': 1}	[]
2349942	2227737	woman.n.01	lady	person	http://object-naming-amore.upf.edu//2349942_2227737_supercat_ambiguous.png	[]	['tie/0.09', 'glass/0.11']	{'#occlusion': 1}	['woman/0.63', 'girl/0.50', 'person/0.40']
2398302	1180980	baked_goods.n.01	cake	food, solid food	http://object-naming-amore.upf.edu//2398302_1180980_supercat_unique.png	[]	['drawing/0.07']	{'#occlusion': 1}	['cake/1.00', 'toy/0.23', 'painting/0.23']
19	1060961	furnishing.n.02	desk	instrumentality, instrumentation	http://object-naming-amore.upf.edu//19_1060961_singleton_obj.png	[]	[]	{'#other_mouse pad': 1}	['table/0.40', 'desk/1.00', 'keyboard/0.35']
2411841	208719	ungulate.n.01	zebra	animal	http://object-naming-amore.upf.edu//2411841_208719_seed_ambiguous.png	[]	['wood/0.12']	{'#other_animal': 2, '#other_box is not tight on top and left margin': 1}	['zebra/1.00']
2320942	2770156	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2320942_2770156_singleton_obj.png	[]	['shirt/0.11', 'dress/0.16']	{'#other_animal': 1, '#other_box is not tight on right-hand margin': 1}	['giraffe/1.00']
2386236	683054	foodstuff.n.02	rice	food, nutrient	http://object-naming-amore.upf.edu//2386236_683054_singleton_obj.png	['snacks', 'grains']	['plate/0.16', '_notfound_vegtable']	{}	['rice/1.00', 'snacks/0.26', 'grains/0.57']
2372384	592180	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2372384_592180_singleton_obj.png	[]	[]	{'#other_animal': 3}	['giraffe/1.00']
2333403	3185267	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2333403_3185267_singleton_obj.png	[]	[]	{'#other_animal': 1}	['horse/1.00', 'rope/0.22']
2327252	3174677	man.n.01	man	person	http://object-naming-amore.upf.edu//2327252_3174677_singleton_obj.png	['people']	['keyboard/0.01', '_notfound_labtop']	{'#bbox': 2}	['people/0.34', 'man/1.00', 'person/0.53']
2375385	1738213	man.n.01	man	person	http://object-naming-amore.upf.edu//2375385_1738213_supercat_unique.png	[]	['arm/0.12', 'hand/0.13']	{'#bbox': 1}	['pizza/0.21', 'man/1.00', 'person/0.53']
2377939	2276712	ungulate.n.01	sheep	animal	http://object-naming-amore.upf.edu//2377939_2276712_seed_ambiguous.png	[]	['_notfound_t-shirt', 'cap/0.10']	{'#bbox': 4}	['sheep/1.00']
2379214	1359801	kitchen_utensil.n.01	pan	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2379214_1359801_supercat_ambiguous.png	[]	['pizza/0.18', 'food/0.10']	{'#bbox': 1}	['pan/1.00', 'cake/0.28', 'pot/0.37']
2392644	478510	male_child.n.01	boy	person	http://object-naming-amore.upf.edu//2392644_478510_seed_ambiguous.png	['books']	['book/0.06', 'books/0.09']	{}	['boy/1.00', 'child/0.59']
2402840	1131065	furnishing.n.02	carpet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2402840_1131065_supercat_unique.png	[]	['_notfound_travel bag']	{'#bbox': 1}	['carpet/1.00', 'floor/0.38', 'box/0.22', 'shoe/0.41']
2414778	152169	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2414778_152169_singleton_obj.png	[]	['door/0.06', 'grill/0.05']	{'#other_animal': 1}	['giraffe/1.00']
2355697	2239042	man.n.01	guy	person	http://object-naming-amore.upf.edu//2355697_2239042_singleton_obj.png	[]	['glass/0.11']	{'#other_human': 1}	['man/0.54']
2390127	500218	bird.n.01	bird	animal	http://object-naming-amore.upf.edu//2390127_500218_singleton_obj.png	[]	[]	{'#other_animal': 1, '#other_bird': 1, '#other_birds': 1}	['bird/1.00']
2413097	3094772	ungulate.n.01	zebra	animal	http://object-naming-amore.upf.edu//2413097_3094772_seed_ambiguous.png	['zebras']	[]	{'#other_animal': 4}	['zebra/1.00', 'zebras/0.60']
2355803	826322	shirt.n.01	t-shirt	article of clothing	http://object-naming-amore.upf.edu//2355803_826322_supercat_unique.png	[]	['_notfound_shirt', '_notfound_showfa', '_notfound_girl', '_notfound_t-shirt']	{'#other_human': 2}	[]
2317202	2708237	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2317202_2708237_singleton_obj.png	[]	['table/0.08']	{'#other_animal': 3}	['giraffe/1.00']
2369578	3862714	house.n.01	house	structure, construction	http://object-naming-amore.upf.edu//2369578_3862714_singleton_obj.png	[]	['wheel/0.12']	{'#bbox': 2, '#occlusion': 1}	['car/0.39', 'building/0.44']
2372144	3735978	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2372144_3735978_supercat_unique.png	[]	['_notfound_chair back', '_notfound_showfa']	{'#bbox': 1}	['pillow/0.57', 'chair/0.42', 'couch/1.00', 'sofa/0.83']
2364953	1764311	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2364953_1764311_supercat_unique.png	[]	['_notfound_sheo']	{'#other_animal': 1}	['horse/1.00', 'rope/0.22', 'shoe/0.22']
2367926	2552332	dish.n.02	pizza	food, nutrient	http://object-naming-amore.upf.edu//2367926_2552332_supercat_unique.png	['snacks']	[]	{}	['pizza/1.00', 'snack/0.52', 'cheese/0.47', 'snacks/0.44']
2348747	3603296	overgarment.n.01	blazer	article of clothing	http://object-naming-amore.upf.edu//2348747_3603296_supercat_unique.png	[]	['rope/0.19']	{'#other_human': 2, '#other_box is not tight on the left-hand side': 1}	['jacket/0.66', 'bag/0.31']
2374647	1733645	ungulate.n.01	cow	animal	http://object-naming-amore.upf.edu//2374647_1733645_supercat_unique.png	[]	['bag/0.18', '_notfound_hanbag']	{'#other_animal': 1}	['cow/1.00', 'bovine/0.64']
2330035	3462995	woman.n.01	lady	person	http://object-naming-amore.upf.edu//2330035_3462995_singleton_obj.png	['specs']	['glass/0.11', 'specs/0.09']	{'#other_human': 1}	['woman/0.63']
2342927	3643796	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2342927_3643796_singleton_obj.png	[]	['plate/0.15']	{'#occlusion': 1, '#bbox': 1, '#other_the box does not bound any one particular object.': 1}	['table/0.39']
2354013	841605	bridge.n.01	bridge	structure, construction	http://object-naming-amore.upf.edu//2354013_841605_supercat_unique.png	[]	['light/0.12', 'sign/0.12']	{'#bbox': 1}	['bridge/1.00']
713806	1588959	woman.n.01	woman	person	http://object-naming-amore.upf.edu//713806_1588959_seed_ambiguous.png	['women']	['_notfound_hanbag']	{}	['woman/1.00', 'women/0.53']
2348524	3604927	furnishing.n.02	bench	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2348524_3604927_supercat_unique.png	[]	['woman/0.07', 'furniture/0.13', 'chair/0.17']	{'#bbox': 2, '#other_box is not tight on left and top margins': 1}	['bench/1.00']
2340271	948287	vessel.n.03	vase	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2340271_948287_singleton_obj.png	[]	['bottom/0.14']	{'#bbox': 1}	['vase/1.00']
2378423	1975191	aircraft.n.01	airplane	vehicle	http://object-naming-amore.upf.edu//2378423_1975191_singleton_obj.png	[]	['_notfound_aeroplane']	{'#bbox': 1}	['airplane/1.00']
2409113	1089905	bird.n.01	parrot	animal	http://object-naming-amore.upf.edu//2409113_1089905_singleton_obj.png	[]	[]	{'#other_animal': 1, '#other_box is not tight on left and bottom margins': 1}	['bird/0.57', 'parrot/1.00', 'toucan/0.53']
2393899	468944	man.n.01	man	person	http://object-naming-amore.upf.edu//2393899_468944_supercat_unique.png	['men']	[]	{'#other_human': 1}	['man/1.00', 'shirt/0.24', 'men/0.55']
2373865	2602509	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2373865_2602509_singleton_obj.png	[]	['airplane/0.12']	{'#other_animal': 1, '#other_box is not tight on left margin': 1}	['giraffe/1.00']
1592365	3709564	furnishing.n.02	desk	instrumentality, instrumentation	http://object-naming-amore.upf.edu//1592365_3709564_supercat_unique.png	[]	[]	{'#occlusion_table or dresser': 1}	['table/0.40', 'desk/1.00', 'dresser/0.39']
2317292	2930039	baked_goods.n.01	cake	food, solid food	http://object-naming-amore.upf.edu//2317292_2930039_singleton_obj.png	[]	[]	{'#other_box is not tight on left hand margin': 1}	['cake/1.00']
2371871	1902187	bridge.n.01	bridge	structure, construction	http://object-naming-amore.upf.edu//2371871_1902187_supercat_unique.png	['women']	['woman/0.16', 'women/0.03']	{}	['motorcyclist/0.21']
2414692	153774	athlete.n.01	skateboarder	person	http://object-naming-amore.upf.edu//2414692_153774_singleton_obj.png	['men']	['_notfound_rollerskater', 'men/0.14']	{}	['man/0.38', 'skater/0.56']
2380535	1345472	overgarment.n.01	coat	article of clothing	http://object-naming-amore.upf.edu//2380535_1345472_supercat_unique.png	[]	[]	{'#bbox': 1}	['jacket/0.65', 'coat/1.00']
2326079	3116390	furnishing.n.02	curtain	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2326079_3116390_seed_ambiguous.png	['curtains']	[]	{'#bbox': 2, '#occlusion': 1}	['curtain/1.00', 'curtains/0.67', 'wall/0.33']
2350122	3595153	athlete.n.01	skier	person	http://object-naming-amore.upf.edu//2350122_3595153_singleton_obj.png	['men']	[]	{}	['skier/1.00', 'skiier/0.77', 'man/0.28', 'men/0.20']
2404475	1115352	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2404475_1115352_supercat_unique.png	['paws']	['paws/0.19', 'wood/0.12']	{'#occlusion': 2}	['bench/0.29', 'table/1.00', 'seat/0.24', 'shelf/0.36']
2323258	3074842	boat.n.01	boat	vehicle	http://object-naming-amore.upf.edu//2323258_3074842_singleton_obj.png	[]	['net/0.10']	{'#other_box is not tight on top and left-hand side': 1}	['boat/1.00']
1592406	2377552	house.n.01	house.	structure, construction	http://object-naming-amore.upf.edu//1592406_2377552_singleton_obj.png	[]	['_notfound_house', '_notfound_building', '_notfound_store', '_notfound_glass']	{'#bbox': 1}	[]
2380696	1343536	ungulate.n.01	cow	animal	http://object-naming-amore.upf.edu//2380696_1343536_singleton_obj.png	[]	[]	{'#other_animal': 1, '#other_box is not tight at right margin': 1}	['cow/1.00']
4090	3789226	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//4090_3789226_seed_ambiguous.png	['beds']	[]	{}	['bed/1.00', 'beds/0.66', 'pillow/0.56', 'comforter/0.43']
2348048	885299	foodstuff.n.02	rice	food, nutrient	http://object-naming-amore.upf.edu//2348048_885299_singleton_obj.png	[]	[]	{'#bbox': 1, '#occlusion': 1, '#other_box does not clearly and tightly bound any object': 1}	['food/0.48', 'rice/1.00', 'meal/0.31', 'carrot/0.27']
2417473	3299983	man.n.01	man	person	http://object-naming-amore.upf.edu//2417473_3299983_singleton_obj.png	['pants']	['pants/0.18', 'plant/0.12']	{}	['man/1.00', 'person/0.53']
