vg_img_id	vg_object_id	synset	obj_name	category	url	plurals	low_similarity	optouts	ok_similarity	amt_responses
2395692	451823	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2395692_451823_singleton_obj.png	[]	['taxidermy/0.08']	{'#bbox': 4, '#occlusion': 2}	['bed/1.00']	{'bed': 2, 'taxidermy': 1}
2403397	353522	house.n.01	house	structure, construction	http://object-naming-amore.upf.edu//2403397_353522_supercat_unique.png	[]	['shirt/0.12', 'tie/0.04']	{'#occlusion': 1}	['building/0.44', 'house/1.00']	{'building': 3, 'shirt': 2, 'house': 1, 'tie': 1}
2403273	1126384	headdress.n.01	hood	article of clothing	http://object-naming-amore.upf.edu//2403273_1126384_supercat_unique.png	[]	['_notfound_range hood', '_notfound_kitchen vent', '_notfound_kitchen exhaust', 'fan/0.13']	{'#occlusion': 2}	['ventilator/0.20', 'vent/0.28']	{'ventilator': 1, 'range hood': 1, 'kitchen vent': 1, 'kitchen exhaust': 1, 'vent': 1, 'fan': 1}
2360121	3535335	ungulate.n.01	bull	animal	http://object-naming-amore.upf.edu//2360121_3535335_singleton_obj.png	[]	[]	{'#occlusion': 1}	['cow/0.45', 'horse/0.41', 'animal/0.32']	{'cow': 4, 'horse': 2, 'animal': 1}
2330762	3372577	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2330762_3372577_supercat_unique.png	[]	[]	{'#bbox': 1, '#occlusion': 1}	['couch/1.00', 'loveseat/0.62']	{'couch': 5, 'loveseat': 1}
2402626	388037	dish.n.02	pizza	food, nutrient	http://object-naming-amore.upf.edu//2402626_388037_supercat_unique.png	[]	['sofa/0.19']	{'#occlusion': 2, "#other_super dark, but i think it's pizza": 1}	['pizza/1.00']	{'pizza': 4, 'sofa': 1}
2397915	429715	hotel.n.01	hotel	structure, construction	http://object-naming-amore.upf.edu//2397915_429715_singleton_obj.png	['buildings']	[]	{'#bbox': 2}	['building/0.29', 'buildings/0.28']	{'building': 6, 'buildings': 1}
2413477	172824	furnishing.n.02	furniture	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2413477_172824_seed_ambiguous.png	[]	['counter/0.08', 'table/0.20']	{'#occlusion': 2, '#bbox': 1}	['desk/0.26', 'chair/0.28']	{'desk': 3, 'counter': 1, 'chair': 1, 'table': 1}
2318932	3248502	foodstuff.n.02	sauce	food, nutrient	http://object-naming-amore.upf.edu//2318932_3248502_supercat_ambiguous.png	[]	['_notfound_pizza slice']	{'#bbox': 1}	['pizza/0.37', 'slice/0.27']	{'pizza': 6, 'slice': 1, 'pizza slice': 1}
2363057	3747343	overgarment.n.01	coat	article of clothing	http://object-naming-amore.upf.edu//2363057_3747343_seed_ambiguous.png	[]	['man/0.12']	{'#bbox': 1}	['jacket/0.65']	{'jacket': 7, 'man': 1}
2372754	590465	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2372754_590465_supercat_unique.png	[]	['_notfound_hot dog']	{"#other_box is general, it's not focused on one thing.": 1, '#bbox': 1}	['woman/0.29', 'person/0.24', 'man/0.24']	{'woman': 3, 'person': 2, 'man': 1, 'hot dog': 1}
2337864	2769593	furnishing.n.02	curtain	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2337864_2769593_seed_ambiguous.png	[]	['sweater/0.14', 'man/0.16']	{'#bbox': 1}	['curtain/1.00']	{'curtain': 6, 'sweater': 1, 'man': 1}
2337243	958577	furnishing.n.02	dresser	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2337243_958577_seed_ambiguous.png	['drawers']	[]	{}	['dresser/1.00', 'drawers/0.61', 'drawer/0.58']	{'dresser': 4, 'drawers': 3, 'drawer': 1}
2412432	3804610	overgarment.n.01	jacket	article of clothing	http://object-naming-amore.upf.edu//2412432_3804610_supercat_unique.png	[]	[]	{'#occlusion': 1, '#bbox': 1}	['sweater/0.62', 'hoodie/0.65', 'jacket/1.00', 'sweatshirt/0.70']	{'sweater': 3, 'hoodie': 1, 'jacket': 1, 'sweatshirt': 1}
2344956	2667188	housing.n.01	condominium	structure, construction	http://object-naming-amore.upf.edu//2344956_2667188_supercat_unique.png	['shorts']	['boy/0.06', 'skateboard/0.15', 'shorts/0.06']	{}	['house/0.46']	{'house': 5, 'boy': 1, 'skateboard': 1, 'shorts': 1}
2318242	1012783	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2318242_1012783_singleton_obj.png	[]	[]	{'#bbox': 2}	['car/1.00', 'cat/0.22', 'tire/0.49']	{'car': 3, 'cat': 2, 'tire': 1}
2411516	2868693	woman.n.01	lady	person	http://object-naming-amore.upf.edu//2411516_2868693_seed_ambiguous.png	[]	['bike/0.14']	{'#bbox': 3}	['bicyclist/0.23', 'girl/0.50', 'couple/0.29']	{'bicyclist': 2, 'girl': 1, 'bike': 1, 'couple': 1}
2366660	2294179	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2366660_2294179_supercat_unique.png	[]	[]	{'#bbox': 4}	['cat/0.27', 'dog/0.25']	{'cat': 3, 'dog': 1}
2386295	682709	crockery.n.01	dish	tableware	http://object-naming-amore.upf.edu//2386295_682709_supercat_unique.png	[]	[]	{'#bbox': 1}	['plate/0.42', 'fruit/0.24', 'bowl/0.32']	{'plate': 5, 'fruit': 1, 'bowl': 1}
2365968	631171	dish.n.02	omelette	food, nutrient	http://object-naming-amore.upf.edu//2365968_631171_singleton_obj.png	['eggs']	[]	{'#occlusion': 1}	['omelette/1.00', 'omlette/0.66', 'breakfast/0.44', 'bowl/0.25', 'eggs/0.38']	{'omelette': 2, 'omlette': 2, 'breakfast': 1, 'bowl': 1, 'eggs': 1}
2356921	2500667	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2356921_2500667_seed_ambiguous.png	[]	['_notfound_gas station']	{'#bbox': 2}	['house/0.39', 'truck/0.67', 'automobile/0.58', 'interior/0.22']	{'gas station': 2, 'house': 1, 'truck': 1, 'automobile': 1, 'interior': 1}
2410973	318189	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2410973_318189_singleton_obj.png	[]	['sink/0.18', 'vanity/0.09', '_notfound_brick counter and back splash']	{'#bbox': 1, '#occlusion': 1}	['counter/1.00']	{'sink': 3, 'counter': 1, 'vanity': 1, 'brick counter and back splash': 1}
2416569	3320714	bridge.n.01	bridge	structure, construction	http://object-naming-amore.upf.edu//2416569_3320714_singleton_obj.png	[]	[]	{'#bbox': 3}	['bridge/1.00']	{'bridge': 5}
2385963	1290992	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2385963_1290992_supercat_unique.png	[]	[]	{'#bbox': 1}	['table/1.00', 'tabletop/0.36']	{'table': 6, 'tabletop': 1}
2356230	2334430	man.n.01	man	person	http://object-naming-amore.upf.edu//2356230_2334430_singleton_obj.png	[]	['seat/0.10', 'chair/0.04']	{'#occlusion': 1, '#bbox': 1}	['person/0.53']	{'person': 4, 'seat': 1, 'chair': 1}
2399829	413426	furnishing.n.02	chair	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2399829_413426_singleton_obj.png	[]	['cup/0.12']	{'#bbox': 4, '#occlusion': 2}	['chair/1.00']	{'cup': 1, 'chair': 1}
2342216	2325506	aircraft.n.01	plane	vehicle	http://object-naming-amore.upf.edu//2342216_2325506_singleton_obj.png	['pants']	['sidewalk/0.12']	{'#bbox': 5, '#occlusion': 1}	['pants/0.23']	{'pants': 2, 'sidewalk': 1}
2393069	3824865	furnishing.n.02	cabinet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2393069_3824865_seed_ambiguous.png	[]	['counter/0.15']	{'#occlusion': 1}	['cabinet/1.00']	{'cabinet': 5, 'counter': 3}
2399866	413193	beverage.n.01	milk	food, nutrient	http://object-naming-amore.upf.edu//2399866_413193_supercat_unique.png	[]	[]	{'#occlusion': 1}	['cereal/0.56', 'bowl/0.21']	{'cereal': 7, 'bowl': 1}
2372030	2607015	motorcycle.n.01	motorcycle	vehicle	http://object-naming-amore.upf.edu//2372030_2607015_seed_ambiguous.png	[]	[]	{'#bbox': 2}	['motorcycle/1.00', 'bike/0.70']	{'motorcycle': 6, 'bike': 1}
2351098	863183	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2351098_863183_supercat_unique.png	[]	[]	{'#occlusion': 2}	['car/1.00', 'automobile/0.58']	{'car': 6, 'automobile': 1}
2338595	1044612	house.n.01	house	structure, construction	http://object-naming-amore.upf.edu//2338595_1044612_singleton_obj.png	[]	[]	{'#bbox': 2, '#occlusion': 1}	['house/1.00', 'building/0.44']	{'house': 4, 'building': 2}
2396197	1199743	ungulate.n.01	cow	animal	http://object-naming-amore.upf.edu//2396197_1199743_seed_ambiguous.png	[]	[]	{'#bbox': 3}	['cow/1.00']	{'cow': 6}
2320294	994441	furnishing.n.02	rug	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2320294_994441_singleton_obj.png	[]	[]	{'#occlusion': 1}	['rug/1.00', 'carpet/0.73']	{'rug': 7, 'carpet': 1}
2322509	3297249	dish.n.02	pizza	food, nutrient	http://object-naming-amore.upf.edu//2322509_3297249_singleton_obj.png	[]	[]	{'#occlusion': 1}	['pizza/1.00']	{'pizza': 8}
2379750	1725154	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2379750_1725154_singleton_obj.png	[]	['_notfound_dining table']	{'#bbox': 1}	['table/1.00']	{'table': 7, 'dining table': 1}
2368580	617163	furnishing.n.02	chair	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2368580_617163_seed_ambiguous.png	[]	['_notfound_chair, shoe', 'foot/0.06']	{'#bbox': 1}	['chair/1.00']	{'chair': 6, 'chair, shoe': 1, 'foot': 1}
713087	1578885	boat.n.01	boat	vehicle	http://object-naming-amore.upf.edu//713087_1578885_supercat_unique.png	[]	['man/0.14']	{'#bbox': 1}	['boat/1.00']	{'boat': 7, 'man': 1}
2357711	2040130	ungulate.n.01	zebra	animal	http://object-naming-amore.upf.edu//2357711_2040130_singleton_obj.png	[]	[]	{'#other_multiple objects': 1}	['zebra/1.00']	{'zebra': 7}
2404037	1119361	furnishing.n.02	carpet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2404037_1119361_seed_ambiguous.png	[]	[]	{'#occlusion': 1}	['floor/0.38', 'carpet/1.00']	{'floor': 4, 'carpet': 3}
2347130	2596714	motorcycle.n.01	motorcycle	vehicle	http://object-naming-amore.upf.edu//2347130_2596714_singleton_obj.png	[]	['man/0.20']	{'#bbox': 1}	['motorcycle/1.00']	{'motorcycle': 6, 'man': 1}
2364096	2609230	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2364096_2609230_seed_ambiguous.png	[]	[]	{'#bbox': 2}	['giraffe/1.00']	{'giraffe': 6}
713211	3700211	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//713211_3700211_singleton_obj.png	['display deli', 'deli case']	['_notfound_bakery case', 'display/0.17', '_notfound_deli case', '_notfound_concession stand', 'showcase/0.06']	{'#occlusion': 1}	['counter/1.00']	{'counter': 2, 'bakery case': 1, 'display': 1, 'deli case': 1, 'concession stand': 1, 'showcase': 1}
2335075	963831	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2335075_963831_supercat_unique.png	[]	['man/0.14', 'book/0.06']	{'#bbox': 6}	[]	{'man': 1, 'book': 1}
713012	3699581	woman.n.01	woman	person	http://object-naming-amore.upf.edu//713012_3699581_singleton_obj.png	[]	[]	{'#bbox': 1}	['woman/1.00']	{'woman': 7}
1159353	1592131	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//1159353_1592131_singleton_obj.png	[]	[]	{'#occlusion': 1}	['table/1.00', 'desk/0.40']	{'table': 5, 'desk': 2}
2334875	3926032	vessel.n.03	dish	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2334875_3926032_singleton_obj.png	[]	['_notfound_casserole dish']	{'#occlusion': 1}	['bowl/0.32', 'dish/1.00', 'dinner/0.41']	{'casserole dish': 2, 'bowl': 2, 'dish': 2, 'dinner': 1}
2370244	2303277	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2370244_2303277_seed_ambiguous.png	[]	[]	{'#bbox': 1}	['bed/1.00']	{'bed': 7}
2377856	2065454	lamp.n.01	lamp	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2377856_2065454_singleton_obj.png	[]	['_notfound_street lamp', '_notfound_light pole']	{'#occlusion': 1, '#bbox': 1}	['streetlight/0.47', 'light/0.34', 'tree/0.39', 'streetlamp/0.53']	{'streetlight': 1, 'street lamp': 1, 'light': 1, 'light pole': 1, 'tree': 1, 'streetlamp': 1}
2377542	565010	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2377542_565010_singleton_obj.png	[]	['woman/0.16']	{'#bbox': 1}	['shirt/1.00', 'necklace/0.37']	{'shirt': 5, 'woman': 1, 'necklace': 1}
2390031	500854	kitchen_utensil.n.01	blender	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2390031_500854_supercat_unique.png	[]	['_notfound_blender pitcher']	{'#occlusion': 1}	['blender/1.00', 'glass/0.28', 'mug/0.26', 'cup/0.35']	{'blender': 2, 'glass': 2, 'blender pitcher': 1, 'mug': 1, 'cup': 1}
2379270	1359045	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2379270_1359045_singleton_obj.png	[]	[]	{'#bbox': 1}	['car/1.00', 'automobile/0.58', 'truck/0.67']	{'car': 5, 'automobile': 1, 'truck': 1}
2340541	2686534	vegetable.n.01	vegetable	food, nutrient	http://object-naming-amore.upf.edu//2340541_2686534_singleton_obj.png	['vegetables', 'carrots']	[]	{'#bbox': 2, '#other_not sure what food this is': 1}	['vegetables/0.74', 'carrots/0.45', 'celery/0.54', 'radish/0.51', 'vegetable/1.00']	{'vegetables': 1, 'carrots': 1, 'celery': 1, 'radish': 1, 'vegetable': 1}
2404102	1118849	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2404102_1118849_supercat_unique.png	[]	['book/0.12', 'man/0.15']	{'#occlusion': 1}	['couch/1.00']	{'couch': 4, 'book': 2, 'man': 1}
2387576	1274787	train.n.01	train	vehicle	http://object-naming-amore.upf.edu//2387576_1274787_singleton_obj.png	['stairs']	['troller/0.12']	{'#occlusion': 1}	['train/1.00', 'stairs/0.20', 'streetcar/0.45', 'tram/0.58']	{'train': 3, 'stairs': 1, 'streetcar': 1, 'tram': 1, 'troller': 1}
2368949	614935	ungulate.n.01	zebra	animal	http://object-naming-amore.upf.edu//2368949_614935_singleton_obj.png	[]	[]	{'#bbox': 1}	['zebra/1.00']	{'zebra': 8}
2360359	3761742	furnishing.n.02	booth	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2360359_3761742_seed_ambiguous.png	[]	['wall/0.20', 'clock/0.09', '_notfound_clock wall']	{'#bbox': 2, '#occlusion': 1}	[]	{'wall': 3, 'clock': 2, 'clock wall': 1}
2384096	3847266	woman.n.01	girl	person	http://object-naming-amore.upf.edu//2384096_3847266_singleton_obj.png	[]	['frisbee/0.12']	{'#bbox': 1}	['person/0.39', 'boy/0.85', 'woman/0.75', 'girl/1.00']	{'person': 3, 'boy': 2, 'woman': 1, 'frisbee': 1, 'girl': 1}
2408514	649803	dish.n.02	salad	food, nutrient	http://object-naming-amore.upf.edu//2408514_649803_singleton_obj.png	['vegetables']	[]	{'#bbox': 3}	['salad/1.00', 'vegetables/0.56', 'broccoli/0.67']	{'salad': 3, 'vegetables': 2, 'broccoli': 1}
2352230	3584537	furnishing.n.02	desk	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2352230_3584537_supercat_unique.png	[]	['boy/0.05']	{'#bbox': 1}	['table/0.40', 'counter/0.27']	{'table': 5, 'counter': 2, 'boy': 1}
3507	3710018	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//3507_3710018_seed_ambiguous.png	[]	[]	{'#occlusion': 1}	['table/0.30', 'counter/1.00']	{'table': 6, 'counter': 1}
2360636	2566633	dress.n.01	dress	article of clothing	http://object-naming-amore.upf.edu//2360636_2566633_singleton_obj.png	['clothes']	[]	{}	['dress/1.00', 'lingerie/0.51', 'woman/0.23', 'clothes/0.59']	{'dress': 5, 'lingerie': 1, 'woman': 1, 'clothes': 1}
2349202	1977920	dish.n.02	pizza	food, nutrient	http://object-naming-amore.upf.edu//2349202_1977920_singleton_obj.png	['pizza slices']	['_notfound_pizza slices']	{}	['pizza/1.00']	{'pizza': 7, 'pizza slices': 1}
2395335	1206144	boat.n.01	ferry	vehicle	http://object-naming-amore.upf.edu//2395335_1206144_singleton_obj.png	[]	[]	{'#occlusion': 1}	['boat/0.60', 'ferry/1.00', 'riverboat/0.46']	{'boat': 4, 'ferry': 2, 'riverboat': 1}
43	1061695	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//43_1061695_seed_ambiguous.png	[]	[]	{'#bbox': 1}	['counter/1.00', 'table/0.30', 'countertop/0.25']	{'counter': 5, 'table': 1, 'countertop': 1}
2409643	237266	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2409643_237266_singleton_obj.png	[]	['jacket/0.19']	{'#bbox': 4}	['woman/1.00']	{'woman': 3, 'jacket': 1}
2413149	179282	tool.n.01	shovel	tool	http://object-naming-amore.upf.edu//2413149_179282_supercat_unique.png	[]	['board/0.05']	{'#occlusion': 3}	['snowboard/0.23']	{'snowboard': 4, 'board': 1}
2338181	3184353	furnishing.n.02	cabinet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2338181_3184353_singleton_obj.png	[]	['shower/0.18', '_notfound_shower door', 'door/0.17']	{'#bbox': 1}	[]	{'shower': 3, 'shower door': 2, 'door': 2}
2336102	2187885	furnishing.n.02	counter	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2336102_2187885_seed_ambiguous.png	[]	[]	{'#occlusion': 2}	['table/0.30', 'counter/1.00', 'countertop/0.25']	{'table': 4, 'counter': 1, 'countertop': 1}
2344883	2600217	headdress.n.01	hood	article of clothing	http://object-naming-amore.upf.edu//2344883_2600217_supercat_unique.png	[]	['_notfound_bar rack', 'cabinet/0.05']	{'#occlusion': 4}	['ventilator/0.20', 'canopy/0.42']	{'ventilator': 1, 'bar rack': 1, 'canopy': 1, 'cabinet': 1}
2361045	784435	bird.n.01	bird	animal	http://object-naming-amore.upf.edu//2361045_784435_singleton_obj.png	[]	[]	{'#bbox': 1}	['bird/1.00']	{'bird': 7}
2382912	1325060	furnishing.n.02	cabinet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2382912_1325060_supercat_unique.png	['media shelves', 'shelves entertainment']	['shelf/0.16', '_notfound_media shelves', '_notfound_entertainment center', 'cat/0.13']	{}	['cabinet/1.00']	{'shelf': 3, 'cabinet': 2, 'media shelves': 1, 'entertainment center': 1, 'cat': 1}
2371748	2343902	overgarment.n.01	jacket	article of clothing	http://object-naming-amore.upf.edu//2371748_2343902_singleton_obj.png	[]	[]	{'#occlusion': 1}	['jacket/1.00', 'coat/0.65']	{'jacket': 5, 'coat': 2}
2404142	1118450	child.n.01	boy	person	http://object-naming-amore.upf.edu//2404142_1118450_singleton_obj.png	[]	[]	{'#bbox': 1}	['boy/1.00', 'kid/0.63', 'child/0.59', 'toddler/0.70']	{'boy': 3, 'kid': 2, 'child': 1, 'toddler': 1}
2335241	2415410	dog.n.01	dog	animal	http://object-naming-amore.upf.edu//2335241_2415410_seed_ambiguous.png	[]	[]	{'#bbox': 1}	['dog/1.00']	{'dog': 7}
2381226	3832881	hotel.n.01	resort	structure, construction	http://object-naming-amore.upf.edu//2381226_3832881_singleton_obj.png	[]	['hill/0.19', '_notfound_ski mountain', '_notfound_ski slope', 'tree/0.08']	{'#occlusion': 1, '#bbox': 1}	['mountain/0.39']	{'hill': 2, 'ski mountain': 1, 'ski slope': 1, 'mountain': 1, 'tree': 1}
2320002	3057453	furnishing.n.02	carpet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2320002_3057453_seed_ambiguous.png	['pants']	['_notfound_capet']	{'#occlusion': 1}	['carpet/1.00', 'pants/0.29', 'floor/0.38']	{'carpet': 4, 'pants': 1, 'capet': 1, 'floor': 1}
2359346	2627283	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2359346_2627283_seed_ambiguous.png	[]	[]	{'#other_giraffe': 1}	['giraffe/1.00']	{'giraffe': 7}
2380632	544420	child.n.01	kid	person	http://object-naming-amore.upf.edu//2380632_544420_seed_ambiguous.png	[]	[]	{'#bbox': 3}	['girl/0.52', 'child/0.48', 'kid/1.00', 'toddler/0.47']	{'girl': 2, 'child': 1, 'kid': 1, 'toddler': 1}
2346902	1823919	truck.n.01	truck	vehicle	http://object-naming-amore.upf.edu//2346902_1823919_supercat_ambiguous.png	[]	['_notfound_flatbed truck']	{'#occlusion': 1}	['truck/1.00', 'trailer/0.58']	{'truck': 4, 'trailer': 2, 'flatbed truck': 1}
2359982	1949854	furnishing.n.02	bench	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2359982_1949854_singleton_obj.png	[]	[]	{'#occlusion': 1}	['bench/1.00']	{'bench': 8}
2370649	3857542	ungulate.n.01	giraffe	animal	http://object-naming-amore.upf.edu//2370649_3857542_seed_ambiguous.png	['giraffes']	[]	{}	['giraffe/1.00', 'giraffes/0.69']	{'giraffe': 8, 'giraffes': 1}
2392165	1233271	foodstuff.n.02	cheese	food, nutrient	http://object-naming-amore.upf.edu//2392165_1233271_supercat_ambiguous.png	[]	[]	{'#bbox': 3}	['pizza/0.47', 'cheese/1.00']	{'pizza': 5, 'cheese': 1}
2412755	2846146	child.n.01	child	person	http://object-naming-amore.upf.edu//2412755_2846146_supercat_ambiguous.png	[]	['door/0.12']	{'#bbox_door': 1}	['person/0.46', 'woman/0.48', 'man/0.32', 'girl/0.59']	{'person': 2, 'door': 2, 'woman': 2, 'man': 1, 'girl': 1}
2376407	2127833	crockery.n.01	dish	tableware	http://object-naming-amore.upf.edu//2376407_2127833_supercat_unique.png	[]	['box/0.17', '_notfound_foodbox']	{'#occlusion': 1}	['container/0.22', 'rice/0.29', 'tupperware/0.39', 'dish/1.00']	{'container': 2, 'box': 2, 'foodbox': 1, 'rice': 1, 'tupperware': 1, 'dish': 1}
2329092	2972086	woman.n.01	woman	person	http://object-naming-amore.upf.edu//2329092_2972086_supercat_ambiguous.png	[]	['_notfound_ball chaser', 'racket/0.12']	{'#occlusion': 1}	['person/0.55', 'woman/1.00']	{'person': 4, 'ball chaser': 1, 'woman': 1, 'racket': 1}
2386742	680855	furnishing.n.02	desk	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2386742_680855_singleton_obj.png	[]	[]	{'#occlusion': 1, '#bbox': 1}	['desk/1.00']	{'desk': 6}
2335484	3668933	robe.n.01	robe	article of clothing	http://object-naming-amore.upf.edu//2335484_3668933_supercat_unique.png	['robes']	[]	{'#occlusion': 1, '#bbox': 1}	['robe/1.00', 'robes/0.82', 'sarong/0.49']	{'robe': 4, 'robes': 1, 'sarong': 1}
2376561	1753128	shirt.n.01	shirt	article of clothing	http://object-naming-amore.upf.edu//2376561_1753128_singleton_obj.png	[]	['_notfound_dress shirt']	{'#occlusion': 1}	['shirt/1.00', 'collar/0.41', 'tie/0.23']	{'shirt': 4, 'collar': 1, 'dress shirt': 1, 'tie': 1}
2395697	451805	ungulate.n.01	cow	animal	http://object-naming-amore.upf.edu//2395697_451805_singleton_obj.png	['horns']	['steer/0.16']	{}	['cow/1.00', 'horns/0.25', 'bull/0.45']	{'cow': 5, 'steer': 1, 'horns': 1, 'bull': 1}
2335628	2046722	bridge.n.01	bridge	structure, construction	http://object-naming-amore.upf.edu//2335628_2046722_singleton_obj.png	[]	[]	{'#occlusion': 1, '#other_bridge': 1, '#bbox': 1}	['bridge/1.00']	{'bridge': 5}
2369948	607763	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2369948_607763_singleton_obj.png	[]	[]	{'#occlusion': 1}	['table/1.00', 'counter/0.30']	{'table': 6, 'counter': 1}
2347927	2582432	furnishing.n.02	curtain	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2347927_2582432_singleton_obj.png	[]	['_notfound_shower curtain']	{'#bbox': 2, '#occlusion': 1}	['door/0.34', 'curtain/1.00']	{'door': 2, 'curtain': 2, 'shower curtain': 1}
2410415	218213	foodstuff.n.02	cheese	food, nutrient	http://object-naming-amore.upf.edu//2410415_218213_supercat_ambiguous.png	[]	[]	{'#bbox': 1}	['pizza/0.47']	{'pizza': 7}
