vg_img_id	vg_object_id	synset	obj_name	category	url	plurals	low_similarity	optouts	ok_similarity	amt_responses
2362438	2289319	furnishing.n.02	cabinet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2362438_2289319_singleton_obj.png	['cabinets']	['vanity/0.16', '_notfound_sink counter', 'sink/0.16', 'counter/0.15']	{'#bbox': 2}	['cabinet/1.00', 'cabinets/0.53']	{'cabinet': 2, 'vanity': 1, 'cabinets': 1, 'sink counter': 1, 'sink': 1, 'counter': 1}
2412874	299288	woman.n.01	girl	person	http://object-naming-amore.upf.edu//2412874_299288_singleton_obj.png	[]	['glove/0.06', 'shirt/0.17']	{'#bbox': 4}	['girl/1.00', 'player/0.20']	{'girl': 2, 'glove': 1, 'shirt': 1, 'player': 1}
2330862	3718403	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2330862_3718403_singleton_obj.png	[]	['cat/0.17']	{'#bbox': 1}	['bed/1.00']	{'bed': 5, 'cat': 3}
2410303	220956	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2410303_220956_singleton_obj.png	[]	[]	{'#occlusion': 1, '#bbox': 1}	['car/1.00', 'automobile/0.58']	{'car': 5, 'automobile': 2}
2342196	936195	aircraft.n.01	plane	vehicle	http://object-naming-amore.upf.edu//2342196_936195_singleton_obj.png	[]	['_notfound_airplane wing']	{'#occlusion': 1}	['wing/0.21', 'airplane/0.83', 'mountain/0.23', 'plane/1.00']	{'wing': 2, 'airplane wing': 2, 'airplane': 2, 'mountain': 1, 'plane': 1}
2329753	973929	kitchen_utensil.n.01	pan	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2329753_973929_supercat_unique.png	[]	['pizza/0.18', '_notfound_baking sheet', '_notfound_cookie sheet', '_notfound_food tray']	{'#occlusion': 2}	['pan/1.00']	{'pan': 2, 'pizza': 2, 'baking sheet': 1, 'cookie sheet': 1, 'food tray': 1}
2363341	3746326	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2363341_3746326_singleton_obj.png	['pizzas']	['pizza/0.15', 'pizzas/0.10']	{'#bbox': 4}	['table/1.00']	{'table': 3, 'pizza': 1, 'pizzas': 1}
2417250	3398249	bridge.n.01	bridge	structure, construction	http://object-naming-amore.upf.edu//2417250_3398249_singleton_obj.png	[]	['overhang/0.14', '_notfound_gas station']	{'#bbox': 3}	['bridge/1.00', 'underpass/0.55', 'overpass/0.67']	{'bridge': 2, 'underpass': 1, 'overpass': 1, 'overhang': 1, 'gas station': 1}
2331099	3059519	male_child.n.01	boy	person	http://object-naming-amore.upf.edu//2331099_3059519_seed_ambiguous.png	['friends', 'people', 'brothers']	[]	{'#bbox': 2}	['friends/0.29', 'people/0.23', 'person/0.34', 'boy/1.00', 'man/0.68', 'brothers/0.40']	{'friends': 2, 'people': 1, 'person': 1, 'boy': 1, 'man': 1, 'brothers': 1}
2354305	1733759	furnishing.n.02	chair	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2354305_1733759_singleton_obj.png	[]	['dog/0.09', '_notfound_bed frame', 'post/0.10', '_notfound_bunk bed']	{'#occlusion': 1, '#bbox': 1}	['chair/1.00']	{'dog': 2, 'chair': 2, 'bed frame': 1, 'post': 1, 'bunk bed': 1}
2394395	464448	man.n.01	guy	person	http://object-naming-amore.upf.edu//2394395_464448_supercat_ambiguous.png	[]	['male/0.17']	{'#bbox': 1}	['man/0.54', 'hotdog/0.26', 'person/0.49', 'guy/1.00']	{'man': 4, 'male': 1, 'hotdog': 1, 'person': 1, 'guy': 1}
2392573	479001	overgarment.n.01	coat	article of clothing	http://object-naming-amore.upf.edu//2392573_479001_supercat_unique.png	['cats']	['cats/0.17']	{'#bbox': 1}	['cat/0.26']	{'cat': 7, 'cats': 1}
2348860	879241	bird.n.01	bird	animal	http://object-naming-amore.upf.edu//2348860_879241_singleton_obj.png	['birds']	[]	{}	['bird/1.00', 'parrot/0.57', 'birds/0.81']	{'bird': 4, 'parrot': 4, 'birds': 1}
2317486	3634791	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2317486_3634791_singleton_obj.png	[]	[]	{'#bbox': 8}	['knife/0.20']	{'knife': 1}
2328735	3415207	house.n.01	house	structure, construction	http://object-naming-amore.upf.edu//2328735_3415207_supercat_unique.png	[]	['hat/0.13']	{'#bbox': 1}	['house/1.00', 'building/0.44', 'garage/0.55']	{'house': 4, 'building': 2, 'garage': 1, 'hat': 1}
2365962	3072758	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2365962_3072758_supercat_unique.png	[]	[]	{'#bbox': 2, '#occlusion': 2}	['bed/1.00', 'pillow/0.56']	{'bed': 4, 'pillow': 1}
2417151	3468016	furnishing.n.02	chair	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2417151_3468016_singleton_obj.png	[]	[]	{'#bbox': 1}	['couch/0.42', 'sofa/0.45', 'chair/1.00', 'furniture/0.28']	{'couch': 3, 'sofa': 2, 'chair': 2, 'furniture': 1}
2375135	2080199	headdress.n.01	hat	article of clothing	http://object-naming-amore.upf.edu//2375135_2080199_supercat_ambiguous.png	[]	[]	{'#bbox': 1}	['hat/1.00']	{'hat': 8}
2371022	600321	truck.n.01	truck	vehicle	http://object-naming-amore.upf.edu//2371022_600321_singleton_obj.png	[]	[]	{'#bbox': 1}	['truck/1.00']	{'truck': 8}
2379571	3834858	furnishing.n.02	rug	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2379571_3834858_singleton_obj.png	[]	['_notfound_coffee table']	{'#occlusion': 3, '#bbox': 2}	['floor/0.29']	{'floor': 3, 'coffee table': 1}
2338498	954002	house.n.01	house	structure, construction	http://object-naming-amore.upf.edu//2338498_954002_supercat_unique.png	[]	[]	{'#bbox': 2}	['building/0.44', 'house/1.00']	{'building': 4, 'house': 3}
2385680	686392	ungulate.n.01	cow	animal	http://object-naming-amore.upf.edu//2385680_686392_seed_ambiguous.png	['cows']	[]	{}	['cow/1.00', 'cows/0.78']	{'cow': 8, 'cows': 1}
2339578	3419640	truck.n.01	truck	vehicle	http://object-naming-amore.upf.edu//2339578_3419640_singleton_obj.png	[]	['_notfound_construction equipment']	{'#bbox': 3, '#occlusion': 1}	['tractor/0.69', 'equipment/0.33', 'tire/0.39', 'jack/0.22']	{'tractor': 1, 'equipment': 1, 'tire': 1, 'construction equipment': 1, 'jack': 1}
2400843	1154442	baked_goods.n.01	bun	food, solid food	http://object-naming-amore.upf.edu//2400843_1154442_supercat_unique.png	[]	[]	{'#occlusion': 1}	['meat/0.38', 'bread/0.43', 'steak/0.48']	{'meat': 3, 'bread': 3, 'steak': 2}
2352284	2018523	furnishing.n.02	desk	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2352284_2018523_singleton_obj.png	['laptops']	[]	{}	['desk/1.00', 'table/0.40', 'laptops/0.25']	{'desk': 6, 'table': 2, 'laptops': 1}
2359743	791486	furnishing.n.02	bench	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2359743_791486_singleton_obj.png	[]	[]	{'#occlusion': 1}	['bench/1.00', 'table/0.29']	{'bench': 7, 'table': 1}
2345837	904470	bridge.n.01	bridge	structure, construction	http://object-naming-amore.upf.edu//2345837_904470_singleton_obj.png	[]	[]	{'#occlusion': 3, '#bbox': 2}	['building/0.34', 'bridge/1.00']	{'building': 3, 'bridge': 1}
2389310	1262174	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2389310_1262174_supercat_unique.png	[]	[]	{'#bbox': 2}	['table/1.00', 'tray/0.47']	{'table': 6, 'tray': 1}
2388695	671467	overgarment.n.01	coat	article of clothing	http://object-naming-amore.upf.edu//2388695_671467_supercat_unique.png	[]	['chef/0.11', "_notfound_chef's coat"]	{'#bbox': 3}	['shirt/0.46', 'jacket/0.65']	{'shirt': 2, 'chef': 2, "chef's coat": 1, 'jacket': 1}
2362165	3424977	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2362165_3424977_seed_ambiguous.png	[]	[]	{'#bbox': 1}	['couch/1.00', 'sofa/0.83']	{'couch': 7, 'sofa': 1}
2365802	1912350	train.n.01	train	vehicle	http://object-naming-amore.upf.edu//2365802_1912350_singleton_obj.png	[]	['_notfound_train engine']	{'#bbox': 5}	['train/1.00']	{'train': 3, 'train engine': 1}
2378693	558146	baked_goods.n.01	cake	food, solid food	http://object-naming-amore.upf.edu//2378693_558146_supercat_unique.png	[]	[]	{'#bbox': 1}	['cake/1.00']	{'cake': 8}
2344289	2028823	overgarment.n.01	jacket	article of clothing	http://object-naming-amore.upf.edu//2344289_2028823_supercat_unique.png	[]	[]	{'#bbox': 1}	['jacket/1.00', 'vest/0.57']	{'jacket': 7, 'vest': 1}
2376521	572065	motorcycle.n.01	motorcycle	vehicle	http://object-naming-amore.upf.edu//2376521_572065_singleton_obj.png	['bikes']	['_notfound_mototcycle']	{}	['motorcycle/1.00', 'bikes/0.60']	{'motorcycle': 7, 'mototcycle': 1, 'bikes': 1}
2368052	2598766	flower.n.01	flower	plant, flora, plant life	http://object-naming-amore.upf.edu//2368052_2598766_singleton_obj.png	['flowers']	[]	{}	['flowers/0.75', 'bouquet/0.49']	{'flowers': 8, 'bouquet': 1}
2361394	1896623	vessel.n.03	bowl	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2361394_1896623_supercat_unique.png	['vegetables']	['food/0.15']	{'#bbox': 1}	['vegetables/0.20', 'bowl/1.00', 'salad/0.35']	{'vegetables': 3, 'bowl': 2, 'food': 2, 'salad': 1}
2396333	445610	male_child.n.01	boy	person	http://object-naming-amore.upf.edu//2396333_445610_singleton_obj.png	[]	['uniform/0.04']	{'#bbox': 1}	['boy/1.00', 'child/0.59', 'player/0.22']	{'boy': 5, 'child': 1, 'player': 1, 'uniform': 1}
2322135	2757305	house.n.01	house	structure, construction	http://object-naming-amore.upf.edu//2322135_2757305_supercat_unique.png	[]	['boy/0.17', 'skater/0.04', 'kid/0.12', 'vest/0.12']	{'#occlusion': 1}	['house/1.00', 'building/0.44']	{'house': 3, 'building': 1, 'boy': 1, 'skater': 1, 'kid': 1, 'vest': 1}
2359068	2578433	furnishing.n.02	carpet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2359068_2578433_seed_ambiguous.png	[]	['child/0.06', 'girl/0.07']	{'#bbox': 2, '#occlusion': 1}	['carpet/1.00', 'floor/0.38', 'jacket/0.24']	{'carpet': 2, 'floor': 1, 'child': 1, 'girl': 1, 'jacket': 1}
2368491	617576	baked_goods.n.01	bread	food, solid food	http://object-naming-amore.upf.edu//2368491_617576_seed_ambiguous.png	[]	['_notfound_bottom bun', 'roll/0.14']	{'#occlusion': 1}	['bread/1.00']	{'bread': 6, 'bottom bun': 1, 'roll': 1}
2366896	625475	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2366896_625475_singleton_obj.png	['bananas']	['bananas/0.11']	{'#occlusion': 1}	['table/1.00', 'countertop/0.36', 'counter/0.30']	{'table': 2, 'countertop': 2, 'counter': 2, 'bananas': 2}
2416820	3076854	man.n.01	man	person	http://object-naming-amore.upf.edu//2416820_3076854_seed_ambiguous.png	['glasses']	['face/0.17', 'head/0.14', 'glasses/0.07']	{'#bbox': 2}	['man/1.00']	{'face': 3, 'man': 2, 'head': 1, 'glasses': 1}
2386297	3844713	car.n.01	car	vehicle	http://object-naming-amore.upf.edu//2386297_3844713_supercat_ambiguous.png	[]	[]	{'#bbox': 3}	['train/0.34', 'subway/0.21']	{'train': 5, 'subway': 1}
2407160	284643	boat.n.01	scooter	vehicle	http://object-naming-amore.upf.edu//2407160_284643_singleton_obj.png	[]	[]	{'#bbox': 1, '#occlusion': 1}	['scooter/1.00', 'motorcycle/0.72', 'seat/0.22']	{'scooter': 4, 'motorcycle': 2, 'seat': 1}
2402467	389375	vessel.n.03	bowl	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2402467_389375_singleton_obj.png	['potatoes']	[]	{}	['bowl/1.00', 'potatoes/0.27', 'cup/0.40']	{'bowl': 7, 'potatoes': 1, 'cup': 1}
2345057	910990	feline.n.01	cat	animal	http://object-naming-amore.upf.edu//2345057_910990_singleton_obj.png	[]	[]	{'#bbox': 1}	['cat/1.00']	{'cat': 8}
2354073	1980487	furnishing.n.02	curtain	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2354073_1980487_seed_ambiguous.png	['blinds']	[]	{'#bbox': 2, '#occlusion': 2}	['curtain/1.00', 'blinds/0.32']	{'curtain': 4, 'blinds': 1}
2352687	2522689	bridge.n.01	bridge	structure, construction	http://object-naming-amore.upf.edu//2352687_2522689_singleton_obj.png	[]	[]	{'#occlusion': 3}	['bridge/1.00', 'boat/0.36', 'dock/0.37', 'pier/0.51']	{'bridge': 3, 'boat': 1, 'dock': 1, 'pier': 1}
2353061	849762	dish.n.02	pizza	food, nutrient	http://object-naming-amore.upf.edu//2353061_849762_singleton_obj.png	[]	[]	{'#occlusion': 1}	['pizza/1.00', 'food/0.44']	{'pizza': 6, 'food': 2}
2352494	2201025	boat.n.01	boat	vehicle	http://object-naming-amore.upf.edu//2352494_2201025_supercat_ambiguous.png	[]	['crash/0.17']	{'#occlusion': 1}	['boat/1.00', 'plane/0.50']	{'boat': 5, 'plane': 2, 'crash': 1}
2357723	809361	baked_goods.n.01	cake	food, solid food	http://object-naming-amore.upf.edu//2357723_809361_singleton_obj.png	[]	[]	{'#bbox': 2, '#occlusion': 2}	['cake/1.00']	{'cake': 5}
2363205	767178	furnishing.n.02	couch	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2363205_767178_supercat_unique.png	['pants']	[]	{}	['couch/1.00', 'sofa/0.83', 'pants/0.36']	{'couch': 5, 'sofa': 3, 'pants': 1}
2348052	885249	man.n.01	man	person	http://object-naming-amore.upf.edu//2348052_885249_seed_ambiguous.png	['shorts']	['shorts/0.07', '_notfound_frisbee player']	{}	['man/1.00', 'person/0.53', 'player/0.34']	{'man': 5, 'person': 1, 'shorts': 1, 'frisbee player': 1, 'player': 1}
2393419	1220121	house.n.01	house	structure, construction	http://object-naming-amore.upf.edu//2393419_1220121_supercat_unique.png	['stairs']	[]	{}	['house/1.00', 'stairs/0.23', 'porch/0.50']	{'house': 7, 'stairs': 1, 'porch': 1}
2400163	3818570	furnishing.n.02	bed	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2400163_3818570_singleton_obj.png	[]	[]	{'#occlusion': 1, '#bbox': 1}	['bed/1.00', 'cot/0.56', 'child/0.26']	{'bed': 5, 'cot': 1, 'child': 1}
2379567	551973	horse.n.01	horse	animal	http://object-naming-amore.upf.edu//2379567_551973_singleton_obj.png	[]	[]	{'#occlusion': 1}	['horse/1.00']	{'horse': 8}
2385575	1295243	furnishing.n.02	buffet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2385575_1295243_seed_ambiguous.png	[]	[]	{'#bbox': 5}	['buffet/1.00', 'table/0.34', 'buffett/0.64']	{'buffet': 2, 'table': 1, 'buffett': 1}
2360476	2607601	furnishing.n.02	table	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2360476_2607601_seed_ambiguous.png	[]	['remote/0.05', 'controller/0.08']	{'#bbox': 1}	['table/1.00', 'desk/0.40']	{'table': 4, 'remote': 2, 'desk': 1, 'controller': 1}
2368901	3866337	foodstuff.n.02	cheese	food, nutrient	http://object-naming-amore.upf.edu//2368901_3866337_supercat_ambiguous.png	['toppings', 'pizza toppings']	['_notfound_pizza toppings']	{'#bbox': 5}	['toppings/0.49', 'pizza/0.47']	{'toppings': 2, 'pizza toppings': 1, 'pizza': 1}
2364542	640565	furnishing.n.02	carpet	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2364542_640565_supercat_unique.png	['remote-controls']	['_notfound_remote-controls']	{'#bbox': 4}	['carpet/1.00', 'floor/0.38']	{'carpet': 3, 'floor': 1, 'remote-controls': 1}
2412591	191047	man.n.01	guy	person	http://object-naming-amore.upf.edu//2412591_191047_supercat_unique.png	[]	['blanket/0.09', 'bed/0.14']	{'#occlusion': 1}	['person/0.49', 'man/0.54']	{'person': 3, 'blanket': 2, 'man': 2, 'bed': 1}
2333475	967323	child.n.01	kid	person	http://object-naming-amore.upf.edu//2333475_967323_supercat_ambiguous.png	['jeans']	['jeans/0.17']	{}	['man/0.43', 'skater/0.33', 'skateboarder/0.41', 'boy/0.63']	{'man': 3, 'skater': 3, 'skateboarder': 1, 'boy': 1, 'jeans': 1}
2403769	349577	foodstuff.n.02	gravy	food, nutrient	http://object-naming-amore.upf.edu//2403769_349577_supercat_unique.png	[]	[]	{'#bbox': 2, '#occlusion': 1}	['food/0.25', 'dinner/0.34', 'gravy/1.00']	{'food': 4, 'dinner': 1, 'gravy': 1}
2375447	2024025	furnishing.n.02	bench	instrumentality, instrumentation	http://object-naming-amore.upf.edu//2375447_2024025_singleton_obj.png	['benches']	['fence/0.14']	{}	['bench/1.00', 'benches/0.50']	{'bench': 6, 'fence': 2, 'benches': 1}
2388487	1268551	dress.n.01	dress	article of clothing	http://object-naming-amore.upf.edu//2388487_1268551_supercat_unique.png	['clothes']	['cat/0.11', '_notfound_cat sweater', '_notfound_pet sweater']	{'#bbox': 1}	['sweater/0.56', 'clothes/0.59', 'coat/0.41']	{'cat': 2, 'sweater': 2, 'cat sweater': 1, 'clothes': 1, 'coat': 1, 'pet sweater': 1}
