vg_img_id	vg_object_id	cat	synset	url	responses	sample_type	obj_name
2411079	316928	instrumentality, instrumentation	vessel.n.03	http://object-naming-amore.upf.edu//2411079_316928_supercat_unique.png	Counter({'bathtub': 5, 'tub': 2, 'bath tub': 1, 'fence': 1})	supercat_unique	tub
2315498	2898470	vehicle	train.n.01	http://object-naming-amore.upf.edu//2315498_2898470_singleton_obj.png	Counter({'train': 9})	singleton_obj	train
2336057	2614418	article of clothing	shirt.n.01	http://object-naming-amore.upf.edu//2336057_2614418_supercat_unique.png	Counter({'shirt': 9})	supercat_unique	shirt
2390040	1254590	person	male_child.n.01	http://object-naming-amore.upf.edu//2390040_1254590_supercat_ambiguous.png	Counter({'boy': 5, 'person': 2, 'kid': 1, 'man': 1})	supercat_ambiguous	boy
2372417	3043126	animal	fish.n.01	http://object-naming-amore.upf.edu//2372417_3043126_supercat_unique.png	Counter({'chicken': 4, '#bbox': 3, 'food': 1, 'fish sandwich': 1})	supercat_unique	fish
2391865	485454	food, nutrient	dish.n.02	http://object-naming-amore.upf.edu//2391865_485454_supercat_unique.png	Counter({'pizza': 8, 'pizza pie': 1})	supercat_unique	pizza
2332119	2725674	person	woman.n.01	http://object-naming-amore.upf.edu//2332119_2725674_singleton_obj.png	Counter({'woman': 8, 'lady': 1})	singleton_obj	woman
2350226	869354	vehicle	aircraft.n.01	http://object-naming-amore.upf.edu//2350226_869354_singleton_obj.png	Counter({'airplane': 6, 'plane': 2, 'jet': 1})	singleton_obj	jet
2397327	1190824	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2397327_1190824_supercat_unique.png	Counter({'dog': 8, 'rug': 1})	supercat_unique	rug
2351178	2398820	vehicle	car.n.01	http://object-naming-amore.upf.edu//2351178_2398820_singleton_obj.png	Counter({'truck': 9})	singleton_obj	car
2336826	2266906	person	child.n.01	http://object-naming-amore.upf.edu//2336826_2266906_singleton_obj.png	Counter({'baby': 4, 'child': 2, 'hand': 2, 'kid': 1})	singleton_obj	child
2338599	2566405	animal	ungulate.n.01	http://object-naming-amore.upf.edu//2338599_2566405_seed_ambiguous.png	Counter({'giraffe': 9})	seed_ambiguous	giraffe
2365579	756516	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2365579_756516_singleton_obj.png	Counter({'curtain': 5, 'shower curtain': 4})	singleton_obj	curtain
2412581	300066	article of clothing	shirt.n.01	http://object-naming-amore.upf.edu//2412581_300066_supercat_unique.png	Counter({'shirt': 7, '#bbox': 1, 'wii controller': 1})	supercat_unique	shirt
497913	1572015	animal	dog.n.01	http://object-naming-amore.upf.edu//497913_1572015_singleton_obj.png	Counter({'dog': 9})	singleton_obj	dog
2385809	685642	vehicle	aircraft.n.01	http://object-naming-amore.upf.edu//2385809_685642_singleton_obj.png	Counter({'airplane': 3, 'plane': 3, 'jet': 2, 'army plane': 1})	singleton_obj	jet
2325833	984753	food, solid food	baked_goods.n.01	http://object-naming-amore.upf.edu//2325833_984753_singleton_obj.png	Counter({'cake': 9})	singleton_obj	cake
2408331	365365	structure, construction	house.n.01	http://object-naming-amore.upf.edu//2408331_365365_seed_ambiguous.png	Counter({'house': 8, 'townhouse': 1})	seed_ambiguous	house
2348438	2611725	person	child.n.01	http://object-naming-amore.upf.edu//2348438_2611725_seed_ambiguous.png	Counter({'child': 4, 'girl': 3, 'kid': 1, 'young girl': 1})	seed_ambiguous	child
2334668	1045599	person	male_child.n.01	http://object-naming-amore.upf.edu//2334668_1045599_seed_ambiguous.png	Counter({'man': 3, 'skateboarder': 2, 'skater': 2, 'person': 2})	seed_ambiguous	boy
2415935	3077264	vehicle	train.n.01	http://object-naming-amore.upf.edu//2415935_3077264_singleton_obj.png	Counter({'train': 7, 'poles': 1, 'platform': 1})	singleton_obj	train
2319978	3393197	vehicle	aircraft.n.01	http://object-naming-amore.upf.edu//2319978_3393197_seed_ambiguous.png	Counter({'airplane': 6, 'plane': 3})	seed_ambiguous	airplane
2396772	440669	article of clothing	robe.n.01	http://object-naming-amore.upf.edu//2396772_440669_seed_ambiguous.png	Counter({'robe': 6, 'bathrobe': 3})	seed_ambiguous	bathrobe
2352766	3782217	structure, construction	restaurant.n.01	http://object-naming-amore.upf.edu//2352766_3782217_singleton_obj.png	"Counter({'building': 4, '#bbox': 3, ""#other_it's unclear what the red box is referring to. could be the lamp, the umbrella or something else. it's too broad."": 1, 'store': 1})"	singleton_obj	cafe
2331008	972388	animal	horse.n.01	http://object-naming-amore.upf.edu//2331008_972388_singleton_obj.png	Counter({'horse': 9})	singleton_obj	horse
2332446	2932630	animal	ungulate.n.01	http://object-naming-amore.upf.edu//2332446_2932630_singleton_obj.png	Counter({'giraffe': 9})	singleton_obj	giraffe
2326514	3153036	food, nutrient	dish.n.02	http://object-naming-amore.upf.edu//2326514_3153036_supercat_unique.png	Counter({'pizza': 9})	supercat_unique	pizza
2400531	408133	person	male_child.n.01	http://object-naming-amore.upf.edu//2400531_408133_singleton_obj.png	Counter({'skater': 2, 'person': 2, 'man': 2, 'skateboarder': 1, 'boy': 1, 'skateborder': 1})	singleton_obj	boy
2340630	3355893	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2340630_3355893_singleton_obj.png	Counter({'couch': 6, 'sofa': 3})	singleton_obj	couch
2333548	3258009	food, nutrient	dish.n.02	http://object-naming-amore.upf.edu//2333548_3258009_supercat_unique.png	Counter({'food': 4, 'sandwich': 2, '#bbox': 1, '#occlusion': 1, 'bread': 1})	supercat_unique	sandwich
2374889	2516928	vehicle	truck.n.01	http://object-naming-amore.upf.edu//2374889_2516928_supercat_ambiguous.png	Counter({'#bbox': 4, 'bird': 2, '#occlusion': 2, 'truck': 1})	supercat_ambiguous	van
2406486	652220	person	woman.n.01	http://object-naming-amore.upf.edu//2406486_652220_singleton_obj.png	Counter({'woman': 4, '#bbox': 3, 'face': 1, '#occlusion': 1})	singleton_obj	girl
2335148	963713	vehicle	aircraft.n.01	http://object-naming-amore.upf.edu//2335148_963713_singleton_obj.png	Counter({'airplane': 6, 'plane': 2, 'jet': 1})	singleton_obj	airplane
2357399	3770267	animal	feline.n.01	http://object-naming-amore.upf.edu//2357399_3770267_singleton_obj.png	Counter({'cat': 9})	singleton_obj	cat
2378376	714437	article of clothing	dress.n.01	http://object-naming-amore.upf.edu//2378376_714437_supercat_ambiguous.png	Counter({'dress': 5, 'arm': 1, 'shirt': 1, '#occlusion': 1, 'suit': 1})	supercat_ambiguous	dress
2353113	2038706	animal	bird.n.01	http://object-naming-amore.upf.edu//2353113_2038706_supercat_ambiguous.png	Counter({'bird': 8, 'duck': 1})	supercat_ambiguous	bird
2346306	900745	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2346306_900745_singleton_obj.png	Counter({'bed': 9})	singleton_obj	bed
2321120	3177075	person	man.n.01	http://object-naming-amore.upf.edu//2321120_3177075_seed_ambiguous.png	Counter({'man': 5, 'person': 3, 'kid': 1})	seed_ambiguous	guy
2776	1069393	structure, construction	house.n.01	http://object-naming-amore.upf.edu//2776_1069393_singleton_obj.png	Counter({'house': 4, 'building': 4, 'buidling': 1})	singleton_obj	house
2368995	3064092	vehicle	aircraft.n.01	http://object-naming-amore.upf.edu//2368995_3064092_singleton_obj.png	Counter({'airplane': 4, 'plane': 3, 'jet': 1, '#bbox': 1})	singleton_obj	aircraft
2374832	585422	vehicle	aircraft.n.01	http://object-naming-amore.upf.edu//2374832_585422_singleton_obj.png	Counter({'airplane': 5, 'plane': 4})	singleton_obj	plane
2380463	710594	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2380463_710594_supercat_unique.png	Counter({'table': 6, 'laptops': 1, 'computers': 1, 'laptop': 1})	supercat_unique	table
2337233	2022519	instrumentality, instrumentation	lamp.n.01	http://object-naming-amore.upf.edu//2337233_2022519_singleton_obj.png	Counter({'lamp': 9})	singleton_obj	lamp
2415732	2949788	animal	ungulate.n.01	http://object-naming-amore.upf.edu//2415732_2949788_singleton_obj.png	Counter({'cow': 5, 'bull': 4})	singleton_obj	bull
2367352	623073	animal	ungulate.n.01	http://object-naming-amore.upf.edu//2367352_623073_singleton_obj.png	Counter({'giraffe': 9})	singleton_obj	giraffe
2373458	732353	animal	dog.n.01	http://object-naming-amore.upf.edu//2373458_732353_supercat_unique.png	Counter({'dog': 8, 'dogs': 1})	supercat_unique	dog
2371332	598392	person	woman.n.01	http://object-naming-amore.upf.edu//2371332_598392_supercat_ambiguous.png	Counter({'woman': 4, 'girl': 3, 'box': 1, '#bbox': 1})	supercat_ambiguous	woman
2355099	2313200	article of clothing	shirt.n.01	http://object-naming-amore.upf.edu//2355099_2313200_singleton_obj.png	Counter({'#bbox': 3, 'hand': 3, 'fingers': 1, 'thorax': 1, 'baby': 1})	singleton_obj	shirt
2385635	686677	food, nutrient	foodstuff.n.02	http://object-naming-amore.upf.edu//2385635_686677_supercat_ambiguous.png	Counter({'pizza': 6, '#bbox': 2, 'pizza toppings': 1})	supercat_ambiguous	cheese
2364123	3099539	article of clothing	shirt.n.01	http://object-naming-amore.upf.edu//2364123_3099539_supercat_unique.png	Counter({'shirt': 7, '#bbox': 1})	supercat_unique	shirt
2366876	625537	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2366876_625537_singleton_obj.png	Counter({'floor': 4, 'carpet': 3, '#bbox': 1})	singleton_obj	carpet
2341799	2595974	person	man.n.01	http://object-naming-amore.upf.edu//2341799_2595974_supercat_ambiguous.png	Counter({'person': 3, '#bbox': 2, 'man': 2, 'guy': 1})	supercat_ambiguous	guy
2360732	2484817	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2360732_2484817_singleton_obj.png	Counter({'couch': 6, 'sofa': 2})	singleton_obj	couch
2412369	3804856	structure, construction	house.n.01	http://object-naming-amore.upf.edu//2412369_3804856_supercat_unique.png	Counter({'house': 6, 'building': 2})	supercat_unique	house
2380774	709261	food, nutrient	foodstuff.n.02	http://object-naming-amore.upf.edu//2380774_709261_singleton_obj.png	Counter({'donut': 4, '#bbox': 2, 'doughnut': 2})	singleton_obj	sugar
2341243	2373439	animal	ungulate.n.01	http://object-naming-amore.upf.edu//2341243_2373439_singleton_obj.png	Counter({'cattle': 3, 'cows': 2, 'herd of cattle': 1, 'group of cows': 1, 'herd': 1})	singleton_obj	cow
2357757	809023	person	man.n.01	http://object-naming-amore.upf.edu//2357757_809023_singleton_obj.png	Counter({'man': 5, 'person': 2, 'farmer': 1})	singleton_obj	man
2371887	595426	vehicle	car.n.01	http://object-naming-amore.upf.edu//2371887_595426_supercat_ambiguous.png	Counter({'truck': 2, 'vehicle': 2, 'bike': 1, 'automobile': 1, 'motorcycle': 1, '#occlusion': 1})	supercat_ambiguous	suv
2380181	547243	animal	dog.n.01	http://object-naming-amore.upf.edu//2380181_547243_supercat_unique.png	Counter({'dog': 8})	supercat_unique	dog
2348753	2038555	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2348753_2038555_seed_ambiguous.png	Counter({'curtain': 4, '#bbox': 3, 'drapes': 1, 'window': 1})	seed_ambiguous	curtain
2351583	3588341	animal	ungulate.n.01	http://object-naming-amore.upf.edu//2351583_3588341_seed_ambiguous.png	Counter({'zebra': 9})	seed_ambiguous	zebra
2319721	3228688	animal	bird.n.01	http://object-naming-amore.upf.edu//2319721_3228688_seed_ambiguous.png	Counter({'bird': 3, 'swan': 2, 'duck': 2, 'goose': 2})	seed_ambiguous	swan
2393836	469469	vehicle	truck.n.01	http://object-naming-amore.upf.edu//2393836_469469_singleton_obj.png	Counter({'truck': 7, '#occlusion': 1, 'vehicle': 1})	singleton_obj	truck
2394644	1211037	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2394644_1211037_seed_ambiguous.png	Counter({'#occlusion': 3, '#bbox': 3, 'hat': 1, 'door': 1, 'curtain': 1})	seed_ambiguous	curtain
2360487	787721	article of clothing	overgarment.n.01	http://object-naming-amore.upf.edu//2360487_787721_supercat_unique.png	Counter({'jacket': 7, '#bbox': 1, 'shirt': 1})	supercat_unique	jacket
2319160	3473663	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2319160_3473663_supercat_unique.png	Counter({'table': 8, 'display': 1})	supercat_unique	table
2368201	1933674	tableware	crockery.n.01	http://object-naming-amore.upf.edu//2368201_1933674_supercat_unique.png	Counter({'plate': 6, 'pizza': 3})	supercat_unique	dish
2378228	561078	food, solid food	baked_goods.n.01	http://object-naming-amore.upf.edu//2378228_561078_supercat_unique.png	Counter({'cake': 8, 'table': 1})	supercat_unique	cake
2329628	3363001	person	woman.n.01	http://object-naming-amore.upf.edu//2329628_3363001_singleton_obj.png	Counter({'woman': 5, 'tennis player': 3, 'person': 1})	singleton_obj	girl
2363010	2047144	article of clothing	overgarment.n.01	http://object-naming-amore.upf.edu//2363010_2047144_seed_ambiguous.png	Counter({'jacket': 6, 'coat': 2, 'ski jacket': 1})	seed_ambiguous	coat
2329068	3076207	person	child.n.01	http://object-naming-amore.upf.edu//2329068_3076207_seed_ambiguous.png	Counter({'child': 5, 'boy': 4})	seed_ambiguous	child
2366326	2006418	animal	feline.n.01	http://object-naming-amore.upf.edu//2366326_2006418_supercat_unique.png	Counter({'cat': 7, '#bbox': 1, 'kitten': 1})	supercat_unique	cat
2332937	2851543	animal	horse.n.01	http://object-naming-amore.upf.edu//2332937_2851543_singleton_obj.png	Counter({'horse': 9})	singleton_obj	horse
2405941	1105304	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2405941_1105304_seed_ambiguous.png	Counter({'floor': 6, 'carpet': 2, 'bed skirt': 1})	seed_ambiguous	carpet
2366058	1975398	vehicle	motorcycle.n.01	http://object-naming-amore.upf.edu//2366058_1975398_seed_ambiguous.png	Counter({'motorcycle': 9})	seed_ambiguous	motorbike
2321903	3410113	food, nutrient	foodstuff.n.02	http://object-naming-amore.upf.edu//2321903_3410113_supercat_ambiguous.png	Counter({'pizza': 6, 'pizza slice': 2, 'pepperoni pizza slice': 1})	supercat_ambiguous	cheese
2371328	2562739	person	woman.n.01	http://object-naming-amore.upf.edu//2371328_2562739_singleton_obj.png	Counter({'girl': 5, 'child': 4})	singleton_obj	girl
1978	1645458	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//1978_1645458_singleton_obj.png	Counter({'bed': 9})	singleton_obj	bed
2374834	724799	instrumentality, instrumentation	vessel.n.03	http://object-naming-amore.upf.edu//2374834_724799_singleton_obj.png	Counter({'toilet': 8, 'unflushed toilet': 1})	singleton_obj	bowl
2343823	2383792	animal	ungulate.n.01	http://object-naming-amore.upf.edu//2343823_2383792_singleton_obj.png	Counter({'zebra': 8})	singleton_obj	zebra
4907	3589149	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//4907_3589149_singleton_obj.png	Counter({'#bbox': 5, 'cabinet': 2, 'sink': 1})	singleton_obj	cabinet
2366314	629176	animal	ungulate.n.01	http://object-naming-amore.upf.edu//2366314_629176_singleton_obj.png	Counter({'giraffe': 8})	singleton_obj	giraffe
2394064	1214469	person	woman.n.01	http://object-naming-amore.upf.edu//2394064_1214469_singleton_obj.png	Counter({'person': 6, 'man': 1, '#occlusion': 1})	singleton_obj	woman
2361284	2068132	vehicle	aircraft.n.01	http://object-naming-amore.upf.edu//2361284_2068132_seed_ambiguous.png	Counter({'airplane': 4, 'plane': 3, 'jet': 1})	seed_ambiguous	plane
2407526	278070	food, nutrient	dish.n.02	http://object-naming-amore.upf.edu//2407526_278070_singleton_obj.png	Counter({'pizza': 8})	singleton_obj	pizza
2353991	1875239	article of clothing	robe.n.01	http://object-naming-amore.upf.edu//2353991_1875239_seed_ambiguous.png	Counter({'woman': 6, 'person with dress': 1, 'person': 1})	seed_ambiguous	robe
2342255	3649231	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2342255_3649231_singleton_obj.png	Counter({'table': 6, 'pizzas': 1, '#bbox': 1})	singleton_obj	table
2387559	1274964	structure, construction	house.n.01	http://object-naming-amore.upf.edu//2387559_1274964_singleton_obj.png	Counter({'house': 8})	singleton_obj	house
2361726	779999	person	woman.n.01	http://object-naming-amore.upf.edu//2361726_779999_supercat_unique.png	Counter({'woman': 7, 'lady': 1})	supercat_unique	girl
2406983	287223	vehicle	car.n.01	http://object-naming-amore.upf.edu//2406983_287223_singleton_obj.png	Counter({'#bbox': 7, 'license plate': 1, 'bumper': 1})	singleton_obj	car
2414761	152490	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2414761_152490_seed_ambiguous.png	Counter({'curtain': 5, 'curtains': 2, 'drapes': 2})	seed_ambiguous	curtain
2340360	3497972	vehicle	car.n.01	http://object-naming-amore.upf.edu//2340360_3497972_supercat_unique.png	Counter({'car': 6, 'automobile': 1, 'window': 1, 'vehicle': 1})	supercat_unique	car
2317868	3503821	instrumentality, instrumentation	vessel.n.03	http://object-naming-amore.upf.edu//2317868_3503821_singleton_obj.png	Counter({'toilet': 8, '#occlusion': 1})	singleton_obj	bowl
2391863	485516	article of clothing	shirt.n.01	http://object-naming-amore.upf.edu//2391863_485516_supercat_unique.png	Counter({'shirt': 7, 'back': 1, 't-shirt': 1})	supercat_unique	shirt
2399134	418796	person	athlete.n.01	http://object-naming-amore.upf.edu//2399134_418796_singleton_obj.png	Counter({'player': 4, 'man': 3, 'soccer player': 1, 'soccor player': 1})	singleton_obj	goalkeeper
2415048	147061	animal	horse.n.01	http://object-naming-amore.upf.edu//2415048_147061_singleton_obj.png	Counter({'horse': 8, '#bbox': 1})	singleton_obj	horse
2412408	3172138	food, nutrient	dish.n.02	http://object-naming-amore.upf.edu//2412408_3172138_seed_ambiguous.png	Counter({'pizza': 8, '#bbox': 1})	seed_ambiguous	pizza
2361649	2374964	animal	bird.n.01	http://object-naming-amore.upf.edu//2361649_2374964_singleton_obj.png	Counter({'bird': 6, 'seagull': 2, 'dove': 1})	singleton_obj	bird
2363189	767379	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2363189_767379_singleton_obj.png	Counter({'bench': 9})	singleton_obj	bench
2384960	1302756	food, solid food	baked_goods.n.01	http://object-naming-amore.upf.edu//2384960_1302756_singleton_obj.png	Counter({'hotdog': 3, 'hot dog': 2, 'sandwich': 2, 'food': 1, 'hotdog with the works': 1})	singleton_obj	bun
2365559	756579	person	male_child.n.01	http://object-naming-amore.upf.edu//2365559_756579_supercat_unique.png	Counter({'boy': 6, 'child': 3})	supercat_unique	boy
2363582	3745186	person	male_child.n.01	http://object-naming-amore.upf.edu//2363582_3745186_singleton_obj.png	Counter({'child': 5, 'person': 2, 'girl': 1, 'kid': 1})	singleton_obj	boy
2343733	920603	vehicle	train.n.01	http://object-naming-amore.upf.edu//2343733_920603_singleton_obj.png	Counter({'train': 6, 'boxcar': 1, 'caboose': 1, 'train car': 1})	singleton_obj	train
2339158	2217725	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2339158_2217725_singleton_obj.png	Counter({'bench': 7, 'crate': 1, 'wood steps': 1})	singleton_obj	bench
2372778	735452	article of clothing	shirt.n.01	http://object-naming-amore.upf.edu//2372778_735452_singleton_obj.png	Counter({'shirt': 4, 'toothbrush': 2, '#bbox': 2, 'straw': 1})	singleton_obj	shirt
2367520	2343166	vehicle	motorcycle.n.01	http://object-naming-amore.upf.edu//2367520_2343166_singleton_obj.png	Counter({'motorcycle': 8, 'bike': 1})	singleton_obj	motorcycle
2412972	3494120	structure, construction	bridge.n.01	http://object-naming-amore.upf.edu//2412972_3494120_singleton_obj.png	Counter({'railing': 3, 'dock': 2, 'rail': 1, 'fence': 1, 'bordwalk': 1, '#bbox': 1})	singleton_obj	bridge
2347895	1865203	person	child.n.01	http://object-naming-amore.upf.edu//2347895_1865203_singleton_obj.png	Counter({'child': 5, 'girl': 2, 'kid': 2})	singleton_obj	child
2329414	2820868	animal	horse.n.01	http://object-naming-amore.upf.edu//2329414_2820868_seed_ambiguous.png	Counter({'donkey': 5, 'horse': 2, 'mule': 2})	seed_ambiguous	horse
2413590	170350	instrumentality, instrumentation	vessel.n.03	http://object-naming-amore.upf.edu//2413590_170350_singleton_obj.png	Counter({'bathtub': 4, 'tub': 3, 'bath tub': 1, '#occlusion': 1})	singleton_obj	tub
2348406	3280118	animal	ungulate.n.01	http://object-naming-amore.upf.edu//2348406_3280118_supercat_unique.png	Counter({'zebra': 8, 'zebras': 1})	supercat_unique	zebra
2412916	184186	food, nutrient	dish.n.02	http://object-naming-amore.upf.edu//2412916_184186_singleton_obj.png	Counter({'lettuce': 4, 'food': 2, 'cabbage': 1, 'scallions': 1, 'lettace': 1})	singleton_obj	salad
2396376	1198456	article of clothing	overgarment.n.01	http://object-naming-amore.upf.edu//2396376_1198456_supercat_unique.png	Counter({'jacket': 5, 'coat': 4})	supercat_unique	coat
2354505	3572883	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2354505_3572883_singleton_obj.png	Counter({'bed': 9})	singleton_obj	bed
2360764	3759304	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2360764_3759304_singleton_obj.png	Counter({'cabinet': 3, 'counter': 2, 'cabinets': 2, 'kitchen cabinet': 1, 'counter and cabinets': 1})	singleton_obj	counter
2389358	1261752	instrumentality, instrumentation	furnishing.n.02	http://object-naming-amore.upf.edu//2389358_1261752_singleton_obj.png	Counter({'bench': 7, 'banch': 1, 'benches': 1})	singleton_obj	bench
2385918	685058	vehicle	aircraft.n.01	http://object-naming-amore.upf.edu//2385918_685058_singleton_obj.png	Counter({'airplane': 5, 'plane': 3, 'jet': 1})	singleton_obj	plane
2349745	3169113	animal	dog.n.01	http://object-naming-amore.upf.edu//2349745_3169113_singleton_obj.png	Counter({'dog': 9})	singleton_obj	dog
